Format Version,1.23,Take Name,astro_optitrack_cuk_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-21 06.43.07.396 PM,Capture Start Frame,746709,Total Frames in Take,2851,Total Exported Frames,2851,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1269,Unlabeled 1269,Unlabeled 1269,Unlabeled 1270,Unlabeled 1270,Unlabeled 1270
,ID,"462DFAED4DF9D7011F1","462DFAED4DF9D7011F1","462DFAED4DF9D7011F1","525DFAED4DF9D7011F1","525DFAED4DF9D7011F1","525DFAED4DF9D7011F1"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
987,8.225000,-1122.545898,179.152115,1302.708008,,,
988,8.233000,-1120.784668,179.323929,1305.208374,,,
989,8.242000,-1119.203247,179.401321,1307.692261,,,
990,8.250000,-1117.320312,179.397842,1310.295166,,,
991,8.258000,-1115.573364,179.563004,1312.849121,,,
992,8.267000,-1113.992065,179.638428,1315.383057,,,
993,8.275000,-1112.238037,179.708618,1318.029907,,,
994,8.283000,-1110.479370,179.807022,1320.744141,,,
995,8.292000,-1108.747925,179.979126,1323.371094,,,
996,8.300000,-1106.870361,180.072647,1326.109863,,,
997,8.308000,-1105.115234,180.125244,1328.828979,,,
998,8.317000,-1103.325317,180.284180,1331.566284,,,
999,8.325000,-1101.495972,180.423111,1334.402710,,,
1000,8.333000,-1099.651123,180.578934,1337.160645,,,
1001,8.342000,-1097.803589,180.711823,1340.132568,,,
1002,8.350000,-1095.797852,180.761948,1343.015869,,,
1003,8.358000,-1093.866943,180.773773,1345.999390,,,
1004,8.367000,-1091.941895,180.858261,1348.876099,,,
1005,8.375000,-1090.097168,180.988617,1351.808838,,,
1006,8.383000,-1088.131714,181.087723,1354.782471,,,
1007,8.392000,-1086.187134,181.251465,1357.807251,,,
1008,8.400000,-1084.167725,181.337540,1360.744507,,,
1009,8.408000,-1082.178955,181.469254,1363.787354,,,
1010,8.417000,-1080.230225,181.562439,1366.780518,,,
1011,8.425000,-1078.262451,181.710419,1369.815308,,,
1012,8.433000,-1076.269653,181.967316,1372.833984,,,
1013,8.442000,-1074.245117,181.965363,1376.108032,,,
1014,8.450000,-1072.134888,182.036804,1379.281982,,,
1015,8.458000,-1070.111206,182.159607,1382.413208,,,
1016,8.467000,-1068.035400,182.217300,1385.581055,,,
1017,8.475000,-1066.057861,182.321442,1388.711060,,,
1018,8.483000,-1064.052368,182.503250,1391.832031,,,
1019,8.492000,-1061.918945,182.623245,1395.016357,,,
1020,8.500000,-1059.899902,182.735901,1398.214966,,,
1021,8.508000,-1057.824829,182.874588,1401.410278,,,
1022,8.517000,-1055.771851,182.968262,1404.693970,,,
1023,8.525000,-1053.760376,183.088501,1407.781616,,,
1024,8.533000,-1051.730225,183.266144,1411.030029,,,
1025,8.542000,-1049.497070,183.305847,1414.426147,,,
1026,8.550000,-1047.361816,183.353729,1417.683105,,,
1027,8.558000,-1045.229004,183.496857,1420.932983,,,
1028,8.567000,-1043.066895,183.565475,1424.229736,,,
1029,8.575000,-1040.999146,183.762039,1427.496826,,,
1030,8.583000,-1038.937012,183.964264,1430.733521,,,
1031,8.592000,-1036.854126,184.056213,1434.026367,,,
1032,8.600000,-1034.653076,184.098053,1437.399658,,,
1033,8.608000,-1032.417847,184.208755,1440.722412,,,
1034,8.617000,-1030.483765,184.270355,1443.997803,,,
1035,8.625000,-1028.197388,184.455231,1447.309692,,,
1036,8.633000,-1026.028198,184.601196,1450.718750,,,
1037,8.642000,-1023.941895,184.669891,1454.142700,,,
1038,8.650000,-1021.879333,184.870804,1457.524780,,,
1039,8.658000,-1019.732483,184.965271,1460.854370,,,
1040,8.667000,-1017.526978,185.101166,1464.225830,,,
1041,8.675000,-1015.443298,185.221954,1467.553345,,,
1042,8.683000,-1013.329041,185.327896,1470.830688,,,
1043,8.692000,-1011.206360,185.383057,1474.207764,,,
1044,8.700000,-1008.920044,185.462433,1477.572754,,,
1045,8.708000,-1006.879700,185.591721,1481.026367,,,
1046,8.717000,-1004.758850,185.853516,1484.333252,,,
1047,8.725000,-1002.662048,186.009308,1487.704102,,,
1048,8.733000,-1000.518677,186.111374,1491.136841,,,
1049,8.742000,-998.239075,186.204514,1494.581543,,,
1050,8.750000,-996.034058,186.233704,1498.064941,,,
1051,8.758000,-993.856812,186.489441,1501.407715,,,
1052,8.767000,-991.848267,186.595291,1504.784790,,,
1053,8.775000,-989.716309,186.650299,1508.213989,,,
1054,8.783000,-987.559753,186.715378,1511.607666,,,
1055,8.792000,-985.396790,186.789108,1514.984131,,,
1056,8.800000,-983.174011,186.945831,1518.405640,,,
1057,8.808000,-981.122986,187.209885,1521.703247,,,
1058,8.817000,-979.022949,187.401535,1525.059937,,,
1059,8.825000,-976.852600,187.409927,1528.577148,,,
1060,8.833000,-974.633606,187.503082,1532.013794,,,
1061,8.842000,-972.473022,187.600037,1535.479492,,,
1062,8.850000,-970.267456,187.708939,1538.941650,,,
1063,8.858000,-968.204285,187.790359,1542.365356,,,
1064,8.867000,-965.991516,187.873322,1545.829956,,,
1065,8.875000,-963.876343,187.966110,1549.163452,,,
1066,8.883000,-961.856873,188.094376,1552.652710,,,
1067,8.892000,-959.676025,188.392654,1555.960571,,,
1068,8.900000,-957.666077,188.565643,1559.411255,,,
1069,8.908000,-955.465942,188.641464,1562.883545,,,
1070,8.917000,-953.404846,188.731201,1566.333740,,,
1071,8.925000,-951.276001,188.800323,1569.798462,,,
1072,8.933000,-949.093445,188.878998,1573.273926,,,
1073,8.942000,-946.948181,189.016541,1576.724609,,,
1074,8.950000,-944.815125,189.032120,1580.216431,,,
1075,8.958000,-942.652771,189.154129,1583.644897,,,
1076,8.967000,-940.577576,189.223450,1586.993774,,,
1077,8.975000,-938.411682,189.429001,1590.415527,,,
1078,8.983000,-936.426208,189.664490,1593.865967,,,
1079,8.992000,-934.314697,189.825089,1597.353638,,,
1080,9.000000,-932.185547,189.917557,1600.808350,,,
1081,9.008000,-930.082092,189.991531,1604.307007,,,
1082,9.017000,-927.896484,190.028992,1607.830933,,,
1083,9.025000,-925.784851,190.223389,1611.212891,,,
1084,9.033000,-923.770142,190.251984,1614.704224,,,
1085,9.042000,-921.457031,190.331467,1618.243042,,,
1086,9.050000,-919.300781,190.470352,1621.722778,,,
1087,9.058000,-917.443726,190.718338,1625.117310,,,
1088,9.067000,-915.255798,190.896820,1628.597778,,,
1089,9.075000,-913.023438,191.038910,1632.177368,,,
1090,9.083000,-910.947815,191.189301,1635.679443,,,
1091,9.092000,-908.903931,191.224319,1639.207886,,,
1092,9.100000,-906.740417,191.332001,1642.736938,,,
1093,9.108000,-904.723389,191.479401,1646.330200,,,
1094,9.117000,-902.625916,191.539642,1649.932739,,,
1095,9.125000,-900.445312,191.559372,1653.489746,,,
1096,9.133000,-898.312622,191.733185,1656.971313,,,
1097,9.142000,-896.354248,191.896347,1660.377930,,,
1098,9.150000,-894.249268,192.060760,1663.973511,,,
1099,9.158000,-892.170593,192.283508,1667.559937,,,
1100,9.167000,-890.053345,192.460709,1671.030396,,,
1101,9.175000,-887.952148,192.574310,1674.548828,,,
1102,9.183000,-885.937500,192.683258,1678.190186,,,
1103,9.192000,-883.864563,192.836899,1681.844360,,,
1104,9.200000,-881.780823,192.939743,1685.436646,,,
1105,9.208000,-879.621826,192.955063,1689.107056,,,
1106,9.217000,-877.463013,192.988541,1692.663940,,,
1107,9.225000,-875.454895,193.210068,1696.155518,,,
1108,9.233000,-873.426636,193.504501,1699.620483,,,
1109,9.242000,-871.368713,193.590088,1703.184204,,,
1110,9.250000,-869.286255,193.776016,1706.790649,,,
1111,9.258000,-867.274597,193.964798,1710.396240,,,
1112,9.267000,-865.216797,194.054596,1713.977539,,,
1113,9.275000,-863.196899,194.197739,1717.531860,,,
1114,9.283000,-861.124817,194.388626,1721.057861,,,
1115,9.292000,-859.043030,194.405594,1724.640381,,,
1116,9.300000,-856.800720,194.440018,1728.230225,,,
1117,9.308000,-854.720581,194.548965,1731.688477,,,
1118,9.317000,-852.677856,194.682755,1735.066162,,,
1119,9.325000,-850.626648,194.897125,1738.582031,,,
1120,9.333000,-848.523132,195.064957,1742.015869,,,
1121,9.342000,-846.372253,195.259796,1745.347534,,,
1122,9.350000,-844.366638,195.390121,1748.727539,,,
1123,9.358000,-842.223877,195.494537,1752.124268,,,
1124,9.367000,-840.187561,195.658966,1755.418579,,,
1125,9.375000,-838.121216,195.830826,1758.789062,,,
1126,9.383000,-835.997253,195.891357,1762.098755,,,
1127,9.392000,-833.891357,195.903732,1765.298218,,,
1128,9.400000,-831.658569,195.935196,1768.533936,,,
1129,9.408000,-829.591431,196.094330,1771.746094,,,
1130,9.417000,-827.509338,196.283783,1774.915527,,,
1131,9.425000,-825.357971,196.530930,1777.996216,,,
1132,9.433000,-823.289734,196.664993,1781.124023,,,
1133,9.442000,-821.142944,196.726547,1784.248657,,,
1134,9.450000,-818.974670,196.804413,1787.360107,,,
1135,9.458000,-816.791565,196.869720,1790.469238,,,
1136,9.467000,-814.587585,197.013580,1793.681885,,,
1137,9.475000,-812.368042,197.237656,1796.742310,,,
1138,9.483000,-810.222107,197.391937,1799.832397,,,
1139,9.492000,-808.000244,197.495056,1802.922119,,,
1140,9.500000,-805.790588,197.568634,1805.947021,,,
1141,9.508000,-803.537231,197.552612,1808.989502,,,
1142,9.517000,-801.212402,197.589157,1812.030640,,,
1143,9.525000,-799.121338,197.787827,1814.978882,,,
1144,9.533000,-796.832458,197.965302,1817.863281,,,
1145,9.542000,-794.548706,198.082397,1820.798706,,,
1146,9.550000,-792.326416,198.330170,1823.724731,,,
1147,9.558000,-790.056213,198.448990,1826.760986,,,
1148,9.567000,-787.709778,198.514755,1829.719238,,,
1149,9.575000,-785.521118,198.503983,1832.562988,,,
1150,9.583000,-783.283264,198.595749,1835.576904,,,
1151,9.592000,-781.002136,198.846741,1838.567261,,,
1152,9.600000,-778.808716,198.904694,1841.419800,,,
1153,9.608000,-776.387207,199.061279,1844.272583,,,
1154,9.617000,-774.064636,199.217484,1847.239380,,,
1155,9.625000,-771.820129,199.304581,1850.180298,,,
1156,9.633000,-769.449219,199.421524,1852.994141,,,
1157,9.642000,-767.080261,199.499298,1855.881470,,,
1158,9.650000,-764.794678,199.477554,1858.815430,,,
1159,9.658000,-762.363037,199.691971,1861.643311,,,
1160,9.667000,-760.143921,199.861572,1864.450073,,,
1161,9.675000,-757.730774,199.918747,1867.286499,,,
1162,9.683000,-755.380981,199.988998,1870.217041,,,
1163,9.692000,-753.081116,200.145401,1873.065308,,,
1164,9.700000,-750.753601,200.179901,1875.892334,,,
1165,9.708000,-748.280212,200.337448,1878.739136,,,
1166,9.717000,-745.909180,200.418106,1881.572998,,,
1167,9.725000,-743.431824,200.655792,1884.365967,,,
1168,9.733000,-740.977966,200.868652,1887.193237,,,
1169,9.742000,-738.631470,200.794037,1890.047241,,,
1170,9.750000,-736.073730,200.816208,1892.861206,,,
1171,9.758000,-733.684998,200.846008,1895.702515,,,
1172,9.767000,-731.472534,201.050201,1898.507080,,,
1173,9.775000,-729.088623,201.211517,1901.230225,,,
1174,9.783000,-726.539368,201.299393,1903.970947,,,
1175,9.792000,-724.217407,201.375473,1906.675781,,,
1176,9.800000,-721.765503,201.518234,1909.525391,,,
1177,9.808000,-719.274658,201.624405,1912.371216,,,
1178,9.817000,-716.926208,201.662964,1915.078003,,,
1179,9.825000,-714.455261,201.913086,1917.814087,,,
1180,9.833000,-711.978149,202.039780,1920.619995,,,
1181,9.842000,-709.487183,202.077988,1923.430908,,,
1182,9.850000,-706.879822,202.091751,1926.228027,,,
1183,9.858000,-704.340515,202.156754,1929.045898,,,
1184,9.867000,-701.976135,202.269257,1931.781128,,,
1185,9.875000,-699.536316,202.441086,1934.422974,,,
1186,9.883000,-697.013306,202.495438,1937.219727,,,
1187,9.892000,-694.545166,202.748154,1939.940308,,,
1188,9.900000,-692.003540,202.812012,1942.634033,,,
1189,9.908000,-689.412292,202.851913,1945.393921,,,
1190,9.917000,-686.872253,202.977783,1948.091675,,,
1191,9.925000,-684.327209,203.238113,1950.754150,,,
1192,9.933000,-681.762817,203.414825,1953.451660,,,
1193,9.942000,-679.149658,203.473145,1956.211060,,,
1194,9.950000,-676.502502,203.450439,1959.018799,,,
1195,9.958000,-673.914246,203.427109,1961.829224,,,
1196,9.967000,-671.230591,203.614624,1964.530029,,,
1197,9.975000,-668.747986,203.711807,1967.224976,,,
1198,9.983000,-666.090210,203.922043,1969.876343,,,
1199,9.992000,-663.585510,204.036423,1972.630859,,,
1200,10.000000,-661.039978,204.131577,1975.400391,,,
1201,10.008000,-658.475891,204.220505,1978.067505,,,
1202,10.017000,-655.907776,204.335541,1980.658081,,,
1203,10.025000,-653.251648,204.451904,1983.346069,,,
1204,10.033000,-650.670105,204.710510,1985.971680,,,
1205,10.042000,-648.132996,204.789612,1988.617920,,,
1206,10.050000,-645.550476,204.791473,1991.360352,,,
1207,10.058000,-642.807861,204.834671,1994.057129,,,
1208,10.067000,-640.159790,204.862076,1996.669922,,,
1209,10.075000,-637.543579,204.923996,1999.206543,,,
1210,10.083000,-634.938599,205.164413,2001.791016,,,
1211,10.092000,-632.413757,205.418411,2004.395996,,,
1212,10.100000,-629.741028,205.381866,2006.997070,,,
1213,10.108000,-627.001770,205.473770,2009.719116,,,
1214,10.117000,-624.346619,205.653931,2012.349121,,,
1215,10.125000,-621.597900,205.806946,2015.005371,,,
1216,10.133000,-618.944336,205.827820,2017.545898,,,
1217,10.142000,-616.426636,205.851013,2020.105835,,,
1218,10.150000,-613.859619,206.046005,2022.687866,,,
1219,10.158000,-611.104797,206.139725,2025.236328,,,
1220,10.167000,-608.267822,206.120590,2027.818726,,,
1221,10.175000,-605.395325,206.112595,2030.505371,,,
1222,10.183000,-602.757874,206.275177,2033.132812,,,
1223,10.192000,-600.044434,206.310257,2035.666992,,,
1224,10.200000,-597.356323,206.526566,2038.165771,,,
1225,10.208000,-594.648743,206.670135,2040.729004,,,
1226,10.217000,-591.900696,206.784668,2043.244873,,,
1227,10.225000,-589.129700,206.823349,2045.828369,,,
1228,10.233000,-586.365845,206.931259,2048.324707,,,
1229,10.242000,-583.729004,207.004730,2050.811279,,,
1230,10.250000,-580.911621,207.092194,2053.260986,,,
1231,10.258000,-578.192261,207.344025,2055.696289,,,
1232,10.267000,-575.345947,207.399521,2058.089111,,,
1233,10.275000,-572.540466,207.387283,2060.689453,,,
1234,10.283000,-569.631226,207.274399,2063.230469,,,
1235,10.292000,-566.735291,207.499954,2065.691650,,,
1236,10.300000,-564.017090,207.630341,2068.096680,,,
1237,10.308000,-561.199280,207.734482,2070.541992,,,
1238,10.317000,-558.420593,207.832520,2073.027588,,,
1239,10.325000,-555.560303,207.915955,2075.508789,,,
1240,10.333000,-552.706665,208.121582,2077.893066,,,
1241,10.342000,-549.852539,208.120697,2080.159180,,,
1242,10.350000,-547.038635,208.168686,2082.613525,,,
1243,10.358000,-544.139771,208.290298,2085.045898,,,
1244,10.367000,-541.300171,208.547165,2087.531494,,,
1245,10.375000,-538.422729,208.640610,2089.915771,,,
1246,10.383000,-535.336792,208.631989,2092.376465,,,
1247,10.392000,-532.471436,208.646805,2094.679199,,,
1248,10.400000,-529.626404,208.569763,2097.077393,,,
1249,10.408000,-526.609680,208.648636,2099.494385,,,
1250,10.417000,-523.857971,208.906265,2101.729492,,,
1251,10.425000,-520.949097,209.071335,2104.069580,,,
1252,10.433000,-518.008911,209.089874,2106.366211,,,
1253,10.442000,-515.251465,209.147934,2108.632568,,,
1254,10.450000,-512.190491,209.247879,2111.020996,,,
1255,10.458000,-509.208435,209.431686,2113.462402,,,
1256,10.467000,-506.386932,209.505676,2115.704590,,,
1257,10.475000,-503.576996,209.467560,2117.919434,,,
1258,10.483000,-500.564941,209.660080,2120.155762,,,
1259,10.492000,-497.670197,209.750854,2122.447510,,,
1260,10.500000,-494.621277,209.750641,2124.716797,,,
1261,10.508000,-491.560211,209.733322,2127.040283,,,
1262,10.517000,-488.700775,209.813782,2129.244141,,,
1263,10.525000,-485.718231,209.975220,2131.452637,,,
1264,10.533000,-482.738739,210.168106,2133.658447,,,
1265,10.542000,-479.916962,210.144516,2135.761963,,,
1266,10.550000,-476.918518,210.131500,2138.013916,,,
1267,10.558000,-473.996765,210.280594,2140.245850,,,
1268,10.567000,-470.953186,210.354874,2142.527344,,,
1269,10.575000,-467.985657,210.534317,2144.668213,,,
1270,10.583000,-465.103851,210.534653,2146.809814,,,
1271,10.592000,-462.117584,210.596848,2149.014893,,,
1272,10.600000,-459.078308,210.748932,2151.185059,,,
1273,10.608000,-456.078918,210.769485,2153.384277,,,
1274,10.617000,-453.096008,210.847473,2155.456299,,,
1275,10.625000,-450.165436,210.788528,2157.608643,,,
1276,10.633000,-447.034912,210.979630,2159.642090,,,
1277,10.642000,-444.096863,211.060013,2161.729248,,,
1278,10.650000,-440.997620,210.978241,2163.855713,,,
1279,10.658000,-438.032043,211.220535,2165.866455,,,
1280,10.667000,-435.121460,211.266083,2167.904053,,,
1281,10.675000,-431.932007,211.334305,2170.033203,,,
1282,10.683000,-428.845062,211.405060,2172.109131,,,
1283,10.692000,-425.878082,211.452988,2174.216309,,,
1284,10.700000,-422.885101,211.484619,2176.341309,,,
1285,10.708000,-419.837463,211.685059,2178.313721,,,
1286,10.717000,-416.698792,211.823196,2180.430420,,,
1287,10.725000,-413.630402,211.702408,2182.397217,,,
1288,10.733000,-410.448120,211.797394,2184.435547,,,
1289,10.742000,-407.319824,211.814865,2186.437744,,,
1290,10.750000,-404.184265,211.946564,2188.406982,,,
1291,10.758000,-401.070160,212.020187,2190.397217,,,
1292,10.767000,-398.029999,212.077576,2192.398926,,,
1293,10.775000,-394.837738,212.104294,2194.343018,,,
1294,10.783000,-391.686737,212.303589,2196.371094,,,
1295,10.792000,-388.550049,212.389267,2198.305420,,,
1296,10.800000,-385.385742,212.308594,2200.353027,,,
1297,10.808000,-382.160736,212.469055,2202.307129,,,
1298,10.817000,-379.066101,212.573837,2204.220703,,,
1299,10.825000,-375.810791,212.650986,2206.202637,,,
1300,10.833000,-372.642120,212.772064,2208.100098,,,
1301,10.842000,-369.372742,212.665466,2210.066895,,,
1302,10.850000,-365.935333,212.774750,2212.002441,,,
1303,10.858000,-362.742096,212.737656,2213.844727,,,
1304,10.867000,-359.635590,212.854950,2215.884277,,,
1305,10.875000,-356.440552,213.031204,2217.691650,,,
1306,10.883000,-353.216553,213.100647,2219.643555,,,
1307,10.892000,-350.016937,213.170074,2221.598633,,,
1308,10.900000,-346.778900,213.180008,2223.467041,,,
1309,10.908000,-343.504456,213.226486,2225.423096,,,
1310,10.917000,-340.385559,213.411819,2227.177979,,,
1311,10.925000,-337.226624,213.529556,2229.006592,,,
1312,10.933000,-334.005829,213.526230,2230.915527,,,
1313,10.942000,-330.674622,213.554428,2232.738525,,,
1314,10.950000,-327.316681,213.696014,2234.684082,,,
1315,10.958000,-324.034332,213.645798,2236.429932,,,
1316,10.967000,-320.800110,213.634430,2238.241211,,,
1317,10.975000,-317.587921,213.693588,2240.068359,,,
1318,10.983000,-314.380127,213.898514,2241.795410,,,
1319,10.992000,-311.188965,213.906479,2243.623047,,,
1320,11.000000,-308.006012,213.922699,2245.406006,,,
1321,11.008000,-304.699524,214.106079,2247.025391,,,
1322,11.017000,-301.413391,214.172409,2248.816162,,,
1323,11.025000,-298.288574,214.176849,2250.495605,,,
1324,11.033000,-295.007721,214.298615,2252.235596,,,
1325,11.042000,-291.731201,214.401855,2253.968018,,,
1326,11.050000,-288.315918,214.464752,2255.681152,,,
1327,11.058000,-285.141602,214.487000,2257.347412,,,
1328,11.067000,-281.889832,214.468399,2259.046143,,,
1329,11.075000,-278.433472,214.481659,2260.668213,,,
1330,11.083000,-275.175110,214.529358,2262.368164,,,
1331,11.092000,-271.899109,214.651932,2264.039307,,,
1332,11.100000,-268.709656,214.702454,2265.628662,,,
1333,11.108000,-265.316772,214.923111,2267.358154,,,
1334,11.117000,-262.046539,214.995605,2268.929688,,,
1335,11.125000,-258.796875,214.889221,2270.493652,,,
1336,11.133000,-255.470993,215.021652,2272.147217,,,
1337,11.142000,-252.122665,215.138031,2273.729248,,,
1338,11.150000,-248.853607,215.162369,2275.340332,,,
1339,11.158000,-245.562485,215.230774,2276.944580,,,
1340,11.167000,-242.198776,215.319244,2278.484375,,,
1341,11.175000,-238.843887,215.371231,2280.034424,,,
1342,11.183000,-235.463089,215.279907,2281.595947,,,
1343,11.192000,-232.073914,215.156937,2283.094727,,,
1344,11.200000,-228.648788,215.400177,2284.580322,,,
1345,11.208000,-225.432678,215.611008,2286.064941,,,
1346,11.217000,-222.027725,215.620316,2287.562744,,,
1347,11.225000,-218.635223,215.626770,2289.092773,,,
1348,11.233000,-215.122131,215.750412,2290.579590,,,
1349,11.242000,-211.776794,215.722076,2292.129639,,,
1350,11.250000,-208.376022,215.818542,2293.604004,,,
1351,11.258000,-204.874084,215.918732,2295.104492,,,
1352,11.267000,-201.552933,215.964996,2296.614014,,,
1353,11.275000,-198.115143,216.084198,2298.109863,,,
1354,11.283000,-194.771515,216.018524,2299.539795,-168.898788,186.703522,2422.523193
1355,11.292000,-191.101532,216.140686,2300.938721,-166.248138,188.520981,2423.353027
1356,11.300000,-187.650543,216.218628,2302.326416,-162.243225,185.353607,2423.048340
1357,11.308000,-184.394882,216.199631,2303.736572,-158.291779,184.862305,2424.988281
1358,11.317000,-181.027222,216.363846,2305.148926,-154.323227,185.088806,2426.717041
1359,11.325000,-177.615616,216.392212,2306.477051,-150.309723,184.954498,2429.296875
1360,11.333000,-174.139267,216.296341,2307.848389,-147.082260,185.771103,2430.170898
1361,11.342000,-170.810349,216.481354,2309.257812,-144.602432,185.098068,2424.326416
1362,11.350000,-167.331223,216.578415,2310.604736,-141.764664,185.843185,2425.353516
1363,11.358000,-163.865952,216.552658,2311.984375,,,
1364,11.367000,-160.405548,216.606415,2313.435059,,,
1365,11.375000,-156.970215,216.747131,2314.695801,,,
1366,11.383000,-153.563171,216.726593,2316.133545,,,
1367,11.392000,-150.146545,216.824356,2317.402100,,,
1368,11.400000,-146.669983,216.887100,2318.700439,,,
1369,11.408000,-143.272614,217.030685,2320.015137,,,
1370,11.417000,-139.903229,217.136551,2321.330078,,,
1371,11.425000,-136.557373,217.099258,2322.576660,,,
1372,11.433000,-132.996613,217.058289,2323.839600,,,
1373,11.442000,-129.367981,217.120285,2325.125977,,,
1374,11.450000,-126.037659,217.138458,2326.324707,,,
1375,11.458000,-122.797272,217.112274,2327.584473,,,
1376,11.467000,-119.347191,217.296158,2328.800537,,,
1377,11.475000,-115.834198,217.359787,2330.035156,,,
1378,11.483000,-112.428589,217.243271,2331.310547,,,
1379,11.492000,-108.977127,217.377640,2332.536133,,,
1380,11.500000,-105.611313,217.612000,2333.722168,,,
1381,11.508000,-102.166283,217.591293,2334.900635,,,
1382,11.517000,-98.753891,217.628723,2336.060303,,,
1383,11.525000,-95.272278,217.699921,2337.308105,,,
1384,11.533000,-91.785286,217.702789,2338.450928,,,
1385,11.542000,-88.357285,217.682159,2339.607178,,,
1386,11.550000,-84.992622,217.733337,2340.797119,,,
1387,11.558000,-81.530258,217.769638,2341.985840,,,
1388,11.567000,-78.066727,217.797684,2343.091553,,,
1389,11.575000,-74.708527,217.772064,2344.233154,,,
1390,11.583000,-71.329102,217.776642,2345.271484,,,
1391,11.592000,-67.743233,217.918488,2346.485107,,,
1392,11.600000,-64.341446,217.949387,2347.489014,,,
1393,11.608000,-60.854614,217.886261,2348.504150,,,
1394,11.617000,-57.466728,218.060410,2349.590820,,,
1395,11.625000,-54.090221,218.080185,2350.795654,,,
1396,11.633000,-50.646847,217.959824,2351.822021,,,
1397,11.642000,-46.975800,218.009048,2352.903320,,,
1398,11.650000,-43.476353,218.137024,2353.816406,,,
1399,11.658000,-40.044243,218.136063,2354.952148,,,
1400,11.667000,-36.579929,218.105911,2356.020264,,,
1401,11.675000,-33.142029,218.208603,2357.092529,,,
1402,11.683000,-29.755011,218.213455,2358.047363,,,
1403,11.692000,-26.231451,218.245010,2359.070801,,,
1404,11.700000,-22.719873,218.326141,2359.912842,,,
1405,11.708000,-19.138206,218.218765,2360.844971,,,
1406,11.717000,-15.687732,218.276733,2361.861816,,,
1407,11.725000,-12.274164,218.434479,2362.832520,,,
1408,11.733000,-8.797541,218.429459,2363.788818,,,
1409,11.742000,-5.069386,218.436874,2364.677734,,,
1410,11.750000,-1.578932,218.529922,2365.575195,,,
1411,11.758000,1.960342,218.568985,2366.620117,,,
1412,11.767000,5.510349,218.493622,2367.580322,,,
1413,11.775000,8.878188,218.616714,2368.609619,,,
1414,11.783000,12.289092,218.751038,2369.534424,,,
1415,11.792000,15.892798,218.780380,2370.342773,,,
1416,11.800000,19.486490,218.753189,2371.230957,,,
1417,11.808000,23.012983,218.806091,2372.182373,,,
1418,11.817000,26.390240,218.957870,2373.096436,,,
1419,11.825000,29.758368,218.884857,2373.866455,,,
1420,11.833000,33.501366,218.755280,2374.704102,,,
1421,11.842000,37.323704,218.853683,2375.459717,,,
1422,11.850000,40.828480,218.983398,2376.277100,,,
1423,11.858000,44.142685,218.997604,2377.201660,,,
1424,11.867000,47.666195,218.944260,2378.177490,,,
1425,11.875000,51.208565,219.100250,2379.012695,,,
1426,11.883000,54.587208,219.160492,2379.861328,,,
1427,11.892000,58.063671,219.077118,2380.677490,,,
1428,11.900000,61.777382,219.249710,2381.543457,,,
1429,11.908000,65.174141,219.353699,2382.199707,,,
1430,11.917000,68.585213,219.273163,2383.074707,,,
1431,11.925000,72.177032,219.254776,2383.926025,,,
1432,11.933000,75.623390,219.293777,2384.724609,,,
1433,11.942000,79.189774,219.337234,2385.401367,,,
1434,11.950000,82.690399,219.267365,2386.112305,,,
1435,11.958000,86.226028,219.285934,2386.966797,,,
1436,11.967000,89.839401,219.253235,2387.629639,,,
1437,11.975000,93.231361,219.383621,2388.500244,,,
1438,11.983000,96.747818,219.404022,2389.292725,,,
1439,11.992000,100.258873,219.512558,2390.031982,,,
1440,12.000000,103.771759,219.558090,2390.733643,,,
1441,12.008000,107.390099,219.533722,2391.427979,,,
1442,12.017000,110.753052,219.701202,2392.202881,,,
1443,12.025000,114.222542,219.768250,2393.016846,,,
1444,12.033000,117.844429,219.608093,2393.687256,,,
1445,12.042000,121.385155,219.636734,2394.398438,,,
1446,12.050000,124.854416,219.717621,2395.076904,,,
1447,12.058000,128.514526,219.602646,2395.765625,,,
1448,12.067000,132.164673,219.578110,2396.393799,,,
1449,12.075000,135.639633,219.655716,2397.004395,,,
1450,12.083000,139.137100,219.724960,2397.724609,,,
1451,12.092000,142.673340,219.706100,2398.310547,,,
1452,12.100000,146.362015,219.760605,2399.023926,,,
1453,12.108000,149.872482,219.789307,2399.557617,,,
1454,12.117000,153.592422,219.813980,2400.186279,,,
1455,12.125000,157.202881,219.761154,2400.836182,,,
1456,12.133000,160.890808,219.829666,2401.477783,,,
1457,12.142000,164.524399,219.904114,2402.060547,,,
1458,12.150000,168.170822,219.929993,2402.683105,,,
1459,12.158000,171.946930,219.820908,2403.282715,,,
1460,12.167000,175.566071,219.830811,2403.782959,,,
1461,12.175000,179.319366,219.706451,2404.367432,,,
1462,12.183000,183.026962,219.761444,2404.841064,,,
1463,12.192000,186.748184,219.934357,2405.448486,,,
1464,12.200000,190.424942,219.935730,2405.983154,,,
1465,12.208000,194.041702,219.947403,2406.477783,,,
1466,12.217000,197.588852,220.074844,2406.995361,,,
1467,12.225000,201.275040,220.069458,2407.417480,,,
