Format Version,1.23,Take Name,astro_optitrack_cuk_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-08-21 06.43.07.396 PM,Capture Start Frame,746709,Total Frames in Take,2851,Total Exported Frames,2851,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1269,Unlabeled 1269,Unlabeled 1269,Unlabeled 1270,Unlabeled 1270,Unlabeled 1270
,ID,"462DFAED4DF9D7011F1","462DFAED4DF9D7011F1","462DFAED4DF9D7011F1","525DFAED4DF9D7011F1","525DFAED4DF9D7011F1","525DFAED4DF9D7011F1"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
477,3.975000,-86.781319,156.265076,581.119446,,,
478,3.983000,-86.928169,156.284302,580.155090,,,
479,3.992000,-87.132996,156.238235,579.266541,,,
480,4.000000,-87.359489,156.155502,578.360229,,,
481,4.008000,-87.610474,156.161041,577.485168,,,
482,4.017000,-88.143280,156.183533,576.630920,,,
483,4.025000,-88.959244,156.144821,575.817383,,,
484,4.033000,-89.866653,156.096848,575.168457,,,
485,4.042000,-90.806877,155.995071,574.566223,,,
486,4.050000,-91.916229,155.897400,573.975586,,,
487,4.058000,-93.205765,155.897705,573.428101,,,
488,4.067000,-94.482338,155.913971,572.917847,,,
489,4.075000,-95.792900,155.962082,572.457031,,,
490,4.083000,-97.088654,155.872208,571.968750,,,
491,4.092000,-98.487869,155.733231,571.526794,,,
492,4.100000,-99.995834,155.646713,571.098145,,,
493,4.108000,-101.591301,155.712097,570.584961,,,
494,4.117000,-103.263031,155.769333,570.158325,,,
495,4.125000,-104.972931,155.773178,569.698608,,,
496,4.133000,-106.640045,155.656723,569.273254,,,
497,4.142000,-108.527657,155.625244,568.791626,,,
498,4.150000,-110.500961,155.715363,568.303650,,,
499,4.158000,-112.525383,155.728806,567.770630,,,
500,4.167000,-114.626068,155.683441,567.310669,,,
501,4.175000,-116.634872,155.493622,566.854797,,,
502,4.183000,-119.070694,155.625687,566.304810,,,
503,4.192000,-121.340164,155.680420,565.774170,,,
504,4.200000,-123.528694,155.572556,565.209900,,,
505,4.208000,-125.844818,155.545593,564.657959,,,
506,4.217000,-128.288132,155.593979,564.070862,,,
507,4.225000,-130.881454,155.650696,563.473511,,,
508,4.233000,-133.323090,155.525269,562.954834,,,
509,4.242000,-136.083557,155.463684,562.297791,,,
510,4.250000,-138.886719,155.558014,561.677124,,,
511,4.258000,-141.393463,155.339905,561.015259,,,
512,4.267000,-144.289703,155.244263,560.306519,,,
513,4.275000,-147.412643,155.434235,559.658875,,,
514,4.283000,-150.130005,155.316788,558.884583,,,
515,4.292000,-153.098648,155.314835,558.194946,,,
516,4.300000,-156.160263,155.329330,557.422668,,,
517,4.308000,-159.129349,155.282349,556.724915,,,
518,4.317000,-162.238968,155.196198,555.971863,,,
519,4.325000,-165.403412,155.243469,555.207275,,,
520,4.333000,-168.379318,155.217773,554.465820,,,
521,4.342000,-171.452713,155.197739,553.712097,,,
522,4.350000,-174.586502,155.254578,552.936279,,,
523,4.358000,-177.670822,155.210602,552.118835,,,
524,4.367000,-180.886551,155.157104,551.417603,,,
525,4.375000,-184.215851,154.994308,550.651123,,,
526,4.383000,-187.620728,154.968216,549.880005,,,
527,4.392000,-191.005341,155.031204,549.122131,,,
528,4.400000,-194.342560,155.003540,548.242310,,,
529,4.408000,-197.720551,154.925949,547.345947,,,
530,4.417000,-201.082611,154.968719,546.505920,,,
531,4.425000,-204.394699,154.923401,545.636841,,,
532,4.433000,-207.913712,154.907654,544.810364,,,
533,4.442000,-211.436981,154.961365,543.976868,,,
534,4.450000,-214.838730,154.885391,543.160217,,,
535,4.458000,-218.275742,154.900879,542.318970,,,
536,4.467000,-221.670074,154.869858,541.416138,,,
537,4.475000,-225.078506,154.743530,540.595093,,,
538,4.483000,-228.831360,154.689133,539.708252,,,
539,4.492000,-232.518707,154.798798,538.992065,,,
540,4.500000,-235.929016,154.759354,538.068542,,,
541,4.508000,-239.372894,154.636932,537.165405,,,
542,4.517000,-243.026474,154.593857,536.248535,,,
543,4.525000,-246.687180,154.670715,535.323059,,,
544,4.533000,-250.235733,154.659149,534.409851,,,
545,4.542000,-253.817352,154.636230,533.494507,,,
546,4.550000,-257.457611,154.696640,532.594727,,,
547,4.558000,-260.823730,154.563049,531.683716,,,
548,4.567000,-264.436890,154.611359,530.771851,,,
549,4.575000,-268.058685,154.499603,529.950500,,,
550,4.583000,-271.834442,154.483322,529.053162,,,
551,4.592000,-275.422913,154.580002,528.163940,,,
552,4.600000,-278.665375,154.424286,527.176270,,,
553,4.608000,-282.344910,154.532150,526.388794,,,
554,4.617000,-286.004791,154.459213,525.508667,,,
555,4.625000,-289.476257,154.419403,524.701355,,,
556,4.633000,-292.989868,154.521484,523.896606,,,
557,4.642000,-296.226135,154.498779,523.118896,,,
558,4.650000,-299.535980,154.587143,522.367371,,,
559,4.658000,-302.618042,154.672226,521.644714,,,
560,4.667000,-305.729736,154.686859,521.077942,,,
561,4.675000,-309.012054,154.712234,520.543762,,,
562,4.683000,-312.196808,154.726990,520.086548,,,
563,4.692000,-315.130127,154.692123,519.685486,,,
564,4.700000,-317.920105,154.589554,519.356873,,,
565,4.708000,-320.976379,154.640533,519.087036,,,
566,4.717000,-323.994965,154.690521,518.861023,,,
567,4.725000,-326.747284,154.672958,518.701721,,,
568,4.733000,-329.163239,154.653809,518.609070,,,
569,4.742000,-331.819122,154.659668,518.548035,,,
570,4.750000,-334.539612,154.690979,518.534546,,,
571,4.758000,-337.034637,154.631439,518.576477,,,
572,4.767000,-339.554077,154.758606,518.709045,,,
573,4.775000,-341.901306,154.796341,518.997009,,,
574,4.783000,-344.464874,154.778503,519.278992,,,
575,4.792000,-346.970367,154.687851,519.607605,,,
576,4.800000,-349.445831,154.594543,520.014465,,,
577,4.808000,-351.833618,154.498795,520.514160,,,
578,4.817000,-354.244446,154.468918,521.030396,,,
579,4.825000,-356.420074,154.367294,521.402344,,,
580,4.833000,-358.710388,154.477814,521.905273,,,
581,4.842000,-360.994385,154.444611,522.412476,,,
582,4.850000,-363.285461,154.469116,522.969543,,,
583,4.858000,-365.489777,154.492554,523.545105,,,
584,4.867000,-367.794617,154.569305,524.104431,,,
585,4.875000,-370.001312,154.530609,524.689697,,,
586,4.883000,-372.338898,154.668427,525.461365,,,
587,4.892000,-374.561829,154.630768,526.157471,,,
588,4.900000,-376.934998,154.730484,526.831848,,,
589,4.908000,-379.151459,154.699982,527.535645,,,
590,4.917000,-381.610626,154.727249,528.386597,,,
591,4.925000,-383.934265,154.671997,529.031372,,,
592,4.933000,-386.224976,154.756180,529.717773,,,
593,4.942000,-388.399536,154.762115,530.573730,,,
594,4.950000,-390.880157,154.816437,531.351318,,,
595,4.958000,-393.121948,154.786896,532.064941,,,
596,4.967000,-395.430389,154.890228,532.983643,,,
597,4.975000,-397.726257,154.829803,533.820740,,,
598,4.983000,-400.153778,154.796585,534.555237,,,
599,4.992000,-402.738464,154.963867,535.631470,,,
600,5.000000,-405.150909,154.938187,536.515259,,,
601,5.008000,-407.588989,154.952118,537.329956,,,
602,5.017000,-410.069305,155.081177,538.286072,,,
603,5.025000,-412.658203,155.170105,539.237427,,,
604,5.033000,-415.169403,155.131424,540.181824,,,
605,5.042000,-417.760406,155.123901,541.032654,,,
606,5.050000,-420.509399,155.179398,542.006653,,,
607,5.058000,-423.191315,155.174500,543.009155,,,
608,5.067000,-425.822571,155.101868,543.932617,,,
609,5.075000,-428.789703,155.111130,545.071716,,,
610,5.083000,-431.740967,155.082520,546.084656,,,
611,5.092000,-434.591492,155.035278,546.875427,,,
612,5.100000,-437.608643,155.225952,547.973999,,,
613,5.108000,-440.575287,155.327545,548.967834,,,
614,5.117000,-443.353607,155.199509,549.843811,,,
615,5.125000,-446.544708,155.414261,550.957825,,,
616,5.133000,-449.627563,155.434097,551.914795,,,
617,5.142000,-452.664917,155.409927,552.897949,,,
618,5.150000,-455.852997,155.448639,553.971802,,,
619,5.158000,-459.032074,155.441360,554.981384,,,
620,5.167000,-462.329620,155.509262,556.000000,,,
621,5.175000,-465.475983,155.508682,556.954285,,,
622,5.183000,-468.599182,155.531509,557.941101,,,
623,5.192000,-471.974792,155.580109,559.120544,,,
624,5.200000,-475.309479,155.476517,560.242371,,,
625,5.208000,-478.755310,155.434906,561.199890,,,
626,5.217000,-482.337585,155.666153,562.286682,,,
627,5.225000,-485.511017,155.601013,563.247986,,,
628,5.233000,-488.860352,155.732071,564.265625,,,
629,5.242000,-492.347443,155.869598,565.333679,,,
630,5.250000,-495.744354,155.786072,566.381531,,,
631,5.258000,-499.510590,155.835022,567.488586,,,
632,5.267000,-503.051697,155.842087,568.451111,,,
633,5.275000,-506.410645,155.830734,569.500244,,,
634,5.283000,-510.119965,155.997925,570.499756,,,
635,5.292000,-513.601257,155.880768,571.594055,,,
636,5.300000,-517.345154,155.809082,572.777771,,,
637,5.308000,-521.100037,155.961899,573.932007,,,
638,5.317000,-524.602173,155.905518,575.036743,,,
639,5.325000,-528.332520,156.028442,576.114624,,,
640,5.333000,-531.909424,156.138016,577.178162,,,
641,5.342000,-535.523499,156.176620,578.364807,,,
642,5.350000,-539.184814,156.145889,579.427612,,,
643,5.358000,-542.892944,156.146271,580.543457,,,
644,5.367000,-546.651855,156.261826,581.585571,,,
645,5.375000,-550.244690,156.230972,582.641846,,,
646,5.383000,-553.950500,156.220062,583.787354,,,
647,5.392000,-557.662537,156.239197,584.950562,,,
648,5.400000,-561.340393,156.140305,586.101196,,,
649,5.408000,-565.269897,156.430161,587.254578,,,
650,5.417000,-568.818298,156.359024,588.244385,,,
651,5.425000,-572.442078,156.405106,589.305908,,,
652,5.433000,-576.004456,156.583542,590.488770,,,
653,5.442000,-579.481140,156.505386,591.532227,,,
654,5.450000,-583.177002,156.557175,592.712219,,,
655,5.458000,-587.036194,156.645721,593.838928,,,
656,5.467000,-590.472412,156.551132,594.949219,,,
657,5.475000,-594.065857,156.620300,595.994690,,,
658,5.483000,-597.655151,156.620010,597.290466,,,
659,5.492000,-601.386841,156.618912,598.532715,,,
660,5.500000,-605.081238,156.574265,599.675476,,,
661,5.508000,-608.720215,156.653000,600.761658,,,
662,5.517000,-612.280090,156.869980,601.705444,,,
663,5.525000,-615.723389,156.919449,602.802246,,,
664,5.533000,-619.227844,156.838852,604.100952,,,
665,5.542000,-623.061951,156.946198,605.261475,,,
666,5.550000,-626.531860,156.850479,606.407410,,,
667,5.558000,-630.013000,156.819717,607.466675,,,
668,5.567000,-633.513733,157.019348,608.700073,,,
669,5.575000,-636.931396,156.984497,609.853210,,,
670,5.583000,-640.488464,156.969193,611.142517,,,
671,5.592000,-644.031494,156.876709,612.473389,,,
672,5.600000,-647.535583,156.821381,613.704285,,,
673,5.608000,-651.236938,157.023315,614.952393,,,
674,5.617000,-654.595215,157.032928,616.076050,,,
675,5.625000,-658.053528,157.110046,617.294556,,,
676,5.633000,-661.582336,157.197845,618.623230,,,
677,5.642000,-665.070618,157.177704,619.743042,,,
678,5.650000,-668.647156,157.279556,621.096497,,,
679,5.658000,-672.150635,157.276947,622.285522,,,
680,5.667000,-675.565796,157.185471,623.535339,,,
681,5.675000,-679.182068,157.380371,624.845459,,,
682,5.683000,-682.559753,157.320404,626.110718,,,
683,5.692000,-685.993469,157.398804,627.523010,,,
684,5.700000,-689.392090,157.428604,628.696594,,,
685,5.708000,-692.705627,157.401505,630.024231,,,
686,5.717000,-695.986755,157.427155,631.365723,,,
687,5.725000,-699.278748,157.584442,632.648682,,,
688,5.733000,-702.339172,157.453491,634.068298,,,
689,5.742000,-705.391235,157.502213,635.468994,,,
690,5.750000,-708.740784,157.684799,636.841248,,,
691,5.758000,-711.794739,157.623627,638.195801,,,
692,5.767000,-714.681885,157.569397,639.642151,,,
693,5.775000,-717.891846,157.705627,641.108826,,,
694,5.783000,-720.861572,157.735733,642.601440,,,
695,5.792000,-723.720032,157.738052,644.109314,,,
696,5.800000,-726.668457,157.870407,645.611084,,,
697,5.808000,-729.623840,157.928467,647.136658,,,
698,5.817000,-732.398743,157.924728,648.721252,,,
699,5.825000,-735.139343,157.963684,650.231018,,,
700,5.833000,-737.994385,157.964874,651.852234,,,
701,5.842000,-740.739685,157.944183,653.543335,,,
702,5.850000,-743.378906,157.844574,655.223938,,,
703,5.858000,-745.985107,157.922806,656.777344,,,
704,5.867000,-748.652832,157.977142,658.373413,,,
705,5.875000,-751.148193,157.954636,660.064392,,,
706,5.883000,-753.618347,158.147217,661.722656,,,
707,5.892000,-756.272522,158.330963,663.361633,,,
708,5.900000,-758.928284,158.334961,665.036316,,,
709,5.908000,-761.533813,158.237427,666.643250,,,
710,5.917000,-764.034180,158.356491,668.259216,,,
711,5.925000,-766.726807,158.527237,669.947144,,,
712,5.933000,-769.287231,158.462555,671.619995,,,
713,5.942000,-771.798950,158.369980,673.370850,,,
714,5.950000,-774.471313,158.478424,675.025269,,,
715,5.958000,-777.044312,158.614914,676.757080,,,
716,5.967000,-779.363708,158.546005,678.446472,,,
717,5.975000,-781.689941,158.534210,680.123474,,,
718,5.983000,-784.228455,158.784927,681.934692,,,
719,5.992000,-786.655334,158.786606,683.701416,,,
720,6.000000,-789.133484,158.772141,685.673035,,,
721,6.008000,-791.512024,158.680130,687.441162,,,
722,6.017000,-793.927795,158.676346,689.293701,,,
723,6.025000,-796.292419,158.801620,691.156982,,,
724,6.033000,-798.644043,158.883759,693.080994,,,
725,6.042000,-800.856018,158.940063,694.957764,,,
726,6.050000,-803.047913,158.884705,696.753113,,,
727,6.058000,-805.613770,159.105194,698.744812,,,
728,6.067000,-807.905579,159.074005,700.512878,,,
729,6.075000,-810.183350,159.097275,702.578552,,,
730,6.083000,-812.343628,159.093552,704.497009,,,
731,6.092000,-814.795532,159.288132,706.565979,,,
732,6.100000,-817.166504,159.256577,708.536560,,,
733,6.108000,-819.457214,159.187668,710.538940,,,
734,6.117000,-821.650085,159.213898,712.565735,,,
735,6.125000,-824.059998,159.479294,714.748230,,,
736,6.133000,-826.302185,159.567139,716.744873,,,
737,6.142000,-828.477722,159.552780,718.826111,,,
738,6.150000,-830.734863,159.516052,720.873962,,,
739,6.158000,-833.122742,159.564926,723.079712,,,
740,6.167000,-835.384521,159.551437,725.197083,,,
741,6.175000,-837.618042,159.568466,727.595459,,,
742,6.183000,-839.854614,159.668350,729.796082,,,
743,6.192000,-842.083740,159.718353,732.027161,,,
744,6.200000,-844.390564,159.816895,734.117859,,,
745,6.208000,-846.743225,159.858322,736.391968,,,
746,6.217000,-849.061401,159.911606,738.673218,,,
747,6.225000,-851.168396,159.908920,740.881592,,,
748,6.233000,-853.398987,160.109253,743.190430,,,
749,6.242000,-855.678162,160.220337,745.497742,,,
750,6.250000,-857.982971,160.235519,747.783081,,,
751,6.258000,-860.296875,160.293869,750.137390,,,
752,6.267000,-862.598450,160.315567,752.392883,,,
753,6.275000,-864.985168,160.455093,754.609741,,,
754,6.283000,-867.347839,160.459671,757.101257,,,
755,6.292000,-869.654175,160.559082,759.507812,,,
756,6.300000,-871.849548,160.577560,761.989502,,,
757,6.308000,-874.202698,160.663742,764.340088,,,
758,6.317000,-876.619202,160.649689,766.854919,,,
759,6.325000,-878.980347,160.636642,769.254517,,,
760,6.333000,-881.197937,160.654953,771.754517,,,
761,6.342000,-883.465454,160.907715,774.183289,,,
762,6.350000,-885.741089,161.139740,776.502625,,,
763,6.358000,-888.019470,161.120071,778.908386,,,
764,6.367000,-890.336426,161.228271,781.277039,,,
765,6.375000,-892.906433,161.346115,783.770020,,,
766,6.383000,-895.355286,161.365356,786.265625,,,
767,6.392000,-897.724243,161.322083,788.954285,,,
768,6.400000,-899.931274,161.443634,791.375977,,,
769,6.408000,-902.169312,161.631104,793.721558,,,
770,6.417000,-904.537231,161.711899,796.103516,,,
771,6.425000,-906.936096,161.735153,798.633362,,,
772,6.433000,-909.305420,161.627747,801.273926,,,
773,6.442000,-911.557617,161.666473,803.773010,,,
774,6.450000,-914.014221,161.871323,806.245605,,,
775,6.458000,-916.388428,162.097473,808.588074,,,
776,6.467000,-918.621521,162.200623,810.997192,,,
777,6.475000,-920.964661,162.196854,813.337402,,,
778,6.483000,-923.639709,162.298538,815.864014,,,
779,6.492000,-926.323059,162.280563,818.672607,,,
780,6.500000,-928.832520,162.322983,821.336304,,,
781,6.508000,-931.206055,162.420486,823.960510,,,
782,6.517000,-933.682495,162.649292,826.462891,,,
783,6.525000,-936.192627,162.546356,828.915527,,,
784,6.533000,-938.794922,162.552765,831.538086,,,
785,6.542000,-941.283386,162.569199,834.284790,,,
786,6.550000,-943.975952,162.717438,837.040527,,,
787,6.558000,-946.678833,162.922379,839.686707,,,
788,6.567000,-949.072327,163.102875,842.131287,,,
789,6.575000,-951.606079,163.117950,844.633362,,,
790,6.583000,-954.398926,163.107376,847.230896,,,
791,6.592000,-957.146667,163.075455,849.999756,,,
792,6.600000,-959.788940,163.145126,852.650269,,,
793,6.608000,-962.441040,163.268890,855.388062,,,
794,6.617000,-965.174194,163.450821,858.159668,,,
795,6.625000,-967.782837,163.426804,860.798157,,,
796,6.633000,-970.503113,163.535675,863.543640,,,
797,6.642000,-973.229919,163.571396,866.257202,,,
798,6.650000,-976.023865,163.649765,868.917847,,,
799,6.658000,-978.658264,163.781799,871.760681,,,
800,6.667000,-981.195007,163.884705,874.477051,,,
801,6.675000,-984.023987,163.953278,877.231079,,,
802,6.683000,-986.921387,164.050461,879.842529,,,
803,6.692000,-989.685913,164.075195,882.461670,,,
804,6.700000,-992.462341,164.169937,885.286377,,,
805,6.708000,-995.249084,164.369156,888.097290,,,
806,6.717000,-997.947876,164.370575,890.799255,,,
807,6.725000,-1000.670654,164.447922,893.492920,,,
808,6.733000,-1003.591431,164.570923,896.268738,,,
809,6.742000,-1006.465698,164.538361,899.181824,,,
810,6.750000,-1009.291382,164.662918,902.042053,,,
811,6.758000,-1012.024414,164.826614,904.802673,,,
812,6.767000,-1014.966492,165.039215,907.489502,,,
813,6.775000,-1017.956482,165.054672,910.288086,,,
814,6.783000,-1020.795227,165.046967,913.034485,,,
815,6.792000,-1023.675537,165.132706,915.793640,,,
816,6.800000,-1026.636475,165.342529,918.535522,,,
817,6.808000,-1029.467041,165.451477,921.314392,,,
818,6.817000,-1032.286743,165.512711,924.044556,,,
819,6.825000,-1035.257080,165.687424,926.825073,,,
820,6.833000,-1038.218018,165.612793,929.781982,,,
821,6.842000,-1041.253784,165.659348,932.598816,,,
822,6.850000,-1044.348999,165.998917,935.200195,,,
823,6.858000,-1047.448608,166.084793,937.935120,,,
824,6.867000,-1050.424072,166.146637,940.752441,,,
825,6.875000,-1053.191406,166.139999,943.491089,,,
826,6.883000,-1056.123169,166.319870,946.286499,,,
827,6.892000,-1059.087769,166.538040,949.013489,,,
828,6.900000,-1062.010010,166.575027,951.851624,,,
829,6.908000,-1065.072266,166.630936,954.718506,,,
830,6.917000,-1068.208130,166.727676,957.533325,,,
831,6.925000,-1071.122070,166.666199,960.468384,,,
832,6.933000,-1073.884399,166.855194,963.229065,,,
833,6.942000,-1076.678833,167.130035,965.880005,,,
834,6.950000,-1079.349487,167.126617,968.661133,,,
835,6.958000,-1081.942993,167.242050,971.375061,,,
836,6.967000,-1084.703003,167.387650,974.090271,,,
837,6.975000,-1087.487671,167.393707,976.922241,,,
838,6.983000,-1090.235840,167.594925,979.684570,,,
839,6.992000,-1092.903687,167.700684,982.349854,,,
840,7.000000,-1095.550171,167.749222,985.097900,,,
841,7.008000,-1098.246094,167.928101,987.894409,,,
842,7.017000,-1100.942627,167.987946,990.603455,,,
843,7.025000,-1103.469604,167.961426,993.440247,,,
844,7.033000,-1105.940674,168.147827,996.132629,,,
845,7.042000,-1108.367554,168.283890,998.606323,,,
846,7.050000,-1110.705688,168.302811,1001.218811,,,
847,7.058000,-1113.035034,168.336716,1003.867493,,,
848,7.067000,-1115.427490,168.519897,1006.618713,,,
849,7.075000,-1117.803223,168.666138,1009.208435,,,
850,7.083000,-1120.153931,168.669098,1011.854675,,,
851,7.092000,-1122.387939,168.827637,1014.466187,,,
852,7.100000,-1124.463623,168.874649,1017.059326,,,
853,7.108000,-1126.779419,169.092026,1019.698486,,,
854,7.117000,-1128.985352,169.273270,1022.233459,,,
855,7.125000,-1130.966309,169.185120,1024.967285,,,
856,7.133000,-1132.973633,169.313324,1027.473022,,,
857,7.142000,-1134.970459,169.322983,1030.016846,,,
858,7.150000,-1137.000366,169.384506,1032.632446,,,
859,7.158000,-1138.989746,169.505493,1035.247437,,,
860,7.167000,-1140.899048,169.561050,1037.891113,,,
861,7.175000,-1142.755493,169.671173,1040.381104,,,
862,7.183000,-1144.451172,169.739090,1042.854858,,,
863,7.192000,-1146.194458,169.879547,1045.387817,,,
864,7.200000,-1147.955322,170.016876,1048.016235,,,
865,7.208000,-1149.702026,170.205353,1050.587891,,,
866,7.217000,-1151.346313,170.231659,1053.242920,,,
867,7.225000,-1152.996094,170.344879,1055.771851,,,
868,7.233000,-1154.657227,170.358414,1058.384521,,,
869,7.242000,-1156.163696,170.446030,1060.910522,,,
870,7.250000,-1157.822266,170.644989,1063.491943,,,
871,7.258000,-1159.286133,170.701645,1066.107666,,,
872,7.267000,-1160.776733,170.774750,1068.692993,,,
873,7.275000,-1162.351562,170.832748,1071.295410,,,
874,7.283000,-1163.820190,170.960327,1073.873169,,,
875,7.292000,-1165.199829,171.063324,1076.461548,,,
876,7.300000,-1166.687012,171.225281,1079.103760,,,
877,7.308000,-1168.131714,171.214249,1081.804321,,,
878,7.317000,-1169.603882,171.390884,1084.450562,,,
879,7.325000,-1170.918945,171.410629,1087.206787,,,
880,7.333000,-1172.147827,171.466751,1089.783936,,,
881,7.342000,-1173.351685,171.479202,1092.262939,,,
882,7.350000,-1174.518066,171.480835,1094.827393,,,
883,7.358000,-1175.685059,171.689621,1097.370728,,,
884,7.367000,-1176.820679,171.794907,1099.911133,,,
885,7.375000,-1177.957764,171.913071,1102.547607,,,
886,7.383000,-1179.069092,172.050537,1105.177856,,,
887,7.392000,-1180.166992,172.134796,1107.794189,,,
888,7.400000,-1181.203247,172.298355,1110.375732,,,
889,7.408000,-1182.178467,172.388977,1112.951416,,,
890,7.417000,-1183.243042,172.472488,1115.600098,,,
891,7.425000,-1184.267090,172.600006,1118.278442,,,
892,7.433000,-1185.124512,172.671707,1120.747437,,,
893,7.442000,-1186.095459,172.779526,1123.260864,,,
894,7.450000,-1186.918457,172.861115,1125.856323,,,
895,7.458000,-1187.755737,172.999817,1128.282471,,,
896,7.467000,-1188.445190,173.081848,1130.684692,,,
897,7.475000,-1189.187256,173.154297,1133.214355,,,
898,7.483000,-1189.869141,173.323669,1135.613159,,,
899,7.492000,-1190.321533,173.293213,1138.142334,,,
900,7.500000,-1190.939575,173.476761,1140.696411,,,
901,7.508000,-1191.434814,173.573990,1143.181763,,,
902,7.517000,-1191.981445,173.682648,1145.626221,,,
903,7.525000,-1192.524658,173.757843,1148.046753,,,
904,7.533000,-1193.017578,173.763550,1150.333984,,,
905,7.542000,-1193.487183,173.850876,1152.635254,,,
906,7.550000,-1193.868042,173.846344,1154.994385,,,
907,7.558000,-1194.089600,173.913345,1157.257202,,,
908,7.567000,-1194.340210,174.002869,1159.596436,,,
909,7.575000,-1194.502686,174.133286,1161.943726,,,
910,7.583000,-1194.643677,174.153519,1164.325928,,,
911,7.592000,-1194.833618,174.267136,1166.573608,,,
912,7.600000,-1194.812500,174.340424,1168.856934,,,
913,7.608000,-1194.853638,174.447723,1171.208496,,,
914,7.617000,-1194.858398,174.642822,1173.393555,,,
915,7.625000,-1194.797485,174.706665,1175.620483,,,
916,7.633000,-1194.795044,174.727768,1177.753296,,,
917,7.642000,-1194.689697,174.752823,1180.075317,,,
918,7.650000,-1194.442871,174.856873,1182.217773,,,
919,7.658000,-1194.283936,174.948898,1184.239868,,,
920,7.667000,-1194.002808,174.963745,1186.235718,,,
921,7.675000,-1193.741699,175.010025,1188.277954,,,
922,7.683000,-1193.337036,175.106888,1190.271484,,,
923,7.692000,-1192.915039,175.145615,1192.396240,,,
924,7.700000,-1192.366699,175.288101,1194.483765,,,
925,7.708000,-1191.964233,175.341873,1196.385986,,,
926,7.717000,-1191.467285,175.418869,1198.336060,,,
927,7.725000,-1190.740967,175.537445,1200.454834,,,
928,7.733000,-1190.255737,175.624222,1202.383789,,,
929,7.742000,-1189.709229,175.710846,1204.122803,,,
930,7.750000,-1189.000610,175.776825,1206.091675,,,
931,7.758000,-1188.262817,175.866989,1208.004395,,,
932,7.767000,-1187.557373,175.910614,1209.825928,,,
933,7.775000,-1186.919312,175.964920,1211.624146,,,
934,7.783000,-1186.130615,175.970596,1213.360962,,,
935,7.792000,-1185.219971,176.097351,1215.275269,,,
936,7.800000,-1184.455444,176.167038,1217.136353,,,
937,7.808000,-1183.675171,176.175919,1218.863403,,,
938,7.817000,-1182.826904,176.217606,1220.708130,,,
939,7.825000,-1181.980225,176.283569,1222.443726,,,
940,7.833000,-1181.115601,176.387589,1224.180176,,,
941,7.842000,-1180.262573,176.454803,1226.063110,,,
942,7.850000,-1179.266113,176.504028,1227.787109,,,
943,7.858000,-1178.325562,176.605316,1229.490845,,,
944,7.867000,-1177.551514,176.629868,1231.197510,,,
945,7.875000,-1176.486816,176.704712,1232.882202,,,
946,7.883000,-1175.561646,176.830338,1234.616821,,,
947,7.892000,-1174.800049,176.898926,1236.336060,,,
948,7.900000,-1173.877563,176.990738,1237.903931,,,
949,7.908000,-1172.870361,177.116577,1239.428955,,,
950,7.917000,-1171.862061,177.176346,1241.091431,,,
951,7.925000,-1170.912842,177.166656,1242.666260,,,
952,7.933000,-1169.924438,177.286346,1244.039185,,,
953,7.942000,-1168.809204,177.320099,1245.577271,,,
954,7.950000,-1167.746582,177.266144,1247.153687,,,
955,7.958000,-1166.697021,177.420135,1248.575073,,,
956,7.967000,-1165.607178,177.489105,1249.887329,,,
957,7.975000,-1164.480591,177.504898,1251.263428,,,
958,7.983000,-1163.456055,177.528442,1252.600464,,,
959,7.992000,-1162.373169,177.664459,1253.968750,,,
960,8.000000,-1160.873047,177.469711,1255.108643,,,
961,8.008000,-1159.638062,177.318817,1256.373901,,,
962,8.017000,-1158.556885,177.351379,1257.627319,,,
963,8.025000,-1157.354736,177.453995,1258.994873,,,
964,8.033000,-1156.110596,177.481659,1260.302124,,,
965,8.042000,-1154.797363,177.567200,1261.597656,,,
966,8.050000,-1153.441040,177.603516,1262.860229,,,
967,8.058000,-1152.022583,177.704666,1264.250244,,,
968,8.067000,-1150.757568,177.750427,1265.644287,,,
969,8.075000,-1149.342896,177.792130,1267.140259,,,
970,8.083000,-1147.828125,177.885498,1268.604004,,,
971,8.092000,-1146.427490,177.869736,1270.139648,,,
972,8.100000,-1145.137573,177.954544,1271.817383,,,
973,8.108000,-1143.715210,178.054398,1273.509888,,,
974,8.117000,-1142.276611,178.067719,1275.238892,,,
975,8.125000,-1140.946899,178.153427,1277.028809,,,
976,8.133000,-1139.542603,178.296173,1278.914795,,,
977,8.142000,-1138.132690,178.347198,1280.761597,,,
978,8.150000,-1136.613037,178.418564,1282.703369,,,
979,8.158000,-1135.187622,178.453751,1284.736816,,,
980,8.167000,-1133.651001,178.499100,1286.757202,,,
981,8.175000,-1132.132812,178.638458,1288.885986,,,
982,8.183000,-1130.646729,178.643219,1291.079346,,,
983,8.192000,-1128.978394,178.794846,1293.295776,,,
984,8.200000,-1127.485474,178.837067,1295.520142,,,
985,8.208000,-1125.823486,178.992203,1297.751343,,,
986,8.217000,-1124.197510,179.125763,1300.141602,,,
