index,local_x_m,local_y_m,ideal_x_m,ideal_y_m
86,0.882291,0.249179,-5.265423,3.519353
87,0.888136,0.244902,-5.264567,3.526545
88,0.893841,0.240470,-5.263508,3.533691
89,0.899405,0.235887,-5.262247,3.540789
90,0.904827,0.231154,-5.260786,3.547836
91,0.910106,0.226275,-5.259128,3.554830
92,0.915241,0.221254,-5.257275,3.561769
93,0.920232,0.216093,-5.255230,3.568651
94,0.925077,0.210795,-5.252994,3.575473
95,0.929776,0.205364,-5.250570,3.582234
96,0.934329,0.199804,-5.247961,3.588930
97,0.938734,0.194117,-5.245170,3.595559
98,0.942991,0.188307,-5.242199,3.602120
99,0.947098,0.182379,-5.239052,3.608609
100,0.951057,0.176336,-5.235730,3.615025
101,0.954865,0.170181,-5.232238,3.621365
102,0.958522,0.163918,-5.228578,3.627625
103,0.962028,0.157552,-5.224754,3.633805
104,0.965382,0.151087,-5.220769,3.639902
105,0.968583,0.144526,-5.216625,3.645912
106,0.971632,0.137874,-5.212327,3.651834
107,0.974527,0.131135,-5.207878,3.657666
108,0.977268,0.124313,-5.203281,3.663403
109,0.979855,0.117412,-5.198539,3.669045
110,0.982287,0.110437,-5.193658,3.674589
111,0.984564,0.103393,-5.188639,3.680031
112,0.986686,0.096283,-5.183487,3.685370
113,0.988652,0.089112,-5.178205,3.690604
114,0.990461,0.081886,-5.172798,3.695729
115,0.992115,0.074607,-5.167269,3.700743
116,0.993611,0.067281,-5.161622,3.705644
117,0.994951,0.059913,-5.155861,3.710429
118,0.996134,0.052507,-5.149990,3.715095
119,0.997159,0.045068,-5.144013,3.719641
120,0.998027,0.037600,-5.137933,3.724064
121,0.998737,0.030109,-5.131756,3.728361
122,0.999289,0.022598,-5.125484,3.732530
123,0.999684,0.015073,-5.119123,3.736569
124,0.999921,0.007539,-5.112676,3.740475
125,1.000000,0.000000,-5.106147,3.744245
126,0.999921,-0.007539,-5.099540,3.747878
127,0.999684,-0.015073,-5.092861,3.751371
128,0.999289,-0.022598,-5.086112,3.754722
129,0.998737,-0.030109,-5.079298,3.757929
130,0.998027,-0.037600,-5.072423,3.760988
131,0.997159,-0.045068,-5.065491,3.763899
132,0.996134,-0.052507,-5.058507,3.766659
133,0.994951,-0.059913,-5.051474,3.769265
134,0.993611,-0.067281,-5.044398,3.771716
135,0.992115,-0.074607,-5.037281,3.774009
136,0.990461,-0.081886,-5.030128,3.776142
137,0.988652,-0.089112,-5.022944,3.778114
138,0.986686,-0.096283,-5.015732,3.779923
139,0.984564,-0.103393,-5.008497,3.781566
140,0.982287,-0.110437,-5.001242,3.783041
141,0.979855,-0.117412,-4.993972,3.784347
142,0.977268,-0.124313,-4.986690,3.785481
143,0.974527,-0.131135,-4.979401,3.786443
144,0.971632,-0.137874,-4.972108,3.787230
145,0.968583,-0.144526,-4.964817,3.787840
146,0.965382,-0.151087,-4.957529,3.788273
147,0.962028,-0.157552,-4.950250,3.788526
148,0.958522,-0.163918,-4.942983,3.788597
149,0.954865,-0.170181,-4.935731,3.788486
150,0.951057,-0.176336,-4.928500,3.788191
151,0.947098,-0.182379,-4.921291,3.787710
152,0.942991,-0.188307,-4.914110,3.787042
153,0.938734,-0.194117,-4.906959,3.786187
154,0.934329,-0.199804,-4.899842,3.785142
155,0.929776,-0.205364,-4.892763,3.783906
156,0.925077,-0.210795,-4.885724,3.782479
157,0.920232,-0.216093,-4.878730,3.780859
158,0.915241,-0.221254,-4.871783,3.779046
159,0.910106,-0.226275,-4.864887,3.777038
160,0.904827,-0.231154,-4.858045,3.774834
161,0.899405,-0.235887,-4.851260,3.772435
162,0.893841,-0.240470,-4.844536,3.769839
163,0.888136,-0.244902,-4.837874,3.767045
164,0.882291,-0.249179,-4.831278,3.764053
165,0.876307,-0.253298,-4.824750,3.760862
166,0.870184,-0.257258,-4.818295,3.757472
167,0.863923,-0.261055,-4.811913,3.753883
168,0.857527,-0.264687,-4.805608,3.750094
169,0.850994,-0.268152,-4.799382,3.746105
170,0.844328,-0.271448,-4.793237,3.741915
171,0.837528,-0.274572,-4.787177,3.737526
172,0.830596,-0.277523,-4.781202,3.732936
173,0.823533,-0.280299,-4.775316,3.728145
174,0.816339,-0.282897,-4.769521,3.723155
175,0.809017,-0.285317,-4.763817,3.717964
176,0.801567,-0.287557,-4.758208,3.712573
177,0.793990,-0.289614,-4.752695,3.706984
178,0.786288,-0.291490,-4.747280,3.701195
179,0.778462,-0.293180,-4.741964,3.695207
180,0.770513,-0.294686,-4.736749,3.689022
181,0.762443,-0.296006,-4.731637,3.682639
182,0.754251,-0.297138,-4.726628,3.676059
183,0.745941,-0.298083,-4.721725,3.669284
184,0.737513,-0.298840,-4.716927,3.662313
185,0.728969,-0.299408,-4.712237,3.655148
186,0.720309,-0.299787,-4.707655,3.647791
187,0.711536,-0.299976,-4.703182,3.640241
188,0.702650,-0.299976,-4.698819,3.632500
189,0.693653,-0.299787,-4.694567,3.624569
190,0.684547,-0.299408,-4.690426,3.616451
191,0.675333,-0.298840,-4.686396,3.608145
192,0.666012,-0.298083,-4.682479,3.599653
193,0.656586,-0.297138,-4.678673,3.590978
194,0.647056,-0.296006,-4.674981,3.582119
195,0.637424,-0.294686,-4.671401,3.573081
196,0.627691,-0.293180,-4.667934,3.563863
197,0.617860,-0.291490,-4.664579,3.554467
198,0.607930,-0.289614,-4.661337,3.544897
199,0.597905,-0.287557,-4.658208,3.535153
200,0.587785,-0.285317,-4.655190,3.525237
201,0.577573,-0.282897,-4.652283,3.515152
202,0.567269,-0.280299,-4.649488,3.504900
203,0.556876,-0.277523,-4.646802,3.494483
204,0.546394,-0.274572,-4.644227,3.483904
205,0.535827,-0.271448,-4.641759,3.473164
206,0.525175,-0.268152,-4.639400,3.462266
207,0.514440,-0.264687,-4.637148,3.451213
208,0.503623,-0.261055,-4.635001,3.440006
209,0.492727,-0.257258,-4.632959,3.428650
210,0.481754,-0.253298,-4.631020,3.417146
211,0.470704,-0.249179,-4.629183,3.405497
212,0.459580,-0.244902,-4.627447,3.393706
213,0.448383,-0.240470,-4.625810,3.381776
214,0.437116,-0.235887,-4.624271,3.369710
215,0.425779,-0.231154,-4.622827,3.357511
216,0.414376,-0.226275,-4.621478,3.345181
217,0.402906,-0.221254,-4.620221,3.332724
218,0.391374,-0.216093,-4.619054,3.320143
219,0.379779,-0.210795,-4.617976,3.307441
220,0.368125,-0.205364,-4.616985,3.294621
221,0.356412,-0.199804,-4.616078,3.281688
222,0.344643,-0.194117,-4.615253,3.268643
223,0.332820,-0.188307,-4.614509,3.255490
224,0.320944,-0.182379,-4.613842,3.242234
225,0.309017,-0.176336,-4.613251,3.228876
226,0.297042,-0.170181,-4.612732,3.215422
227,0.285019,-0.163918,-4.612285,3.201874
228,0.272952,-0.157552,-4.611905,3.188235
229,0.260842,-0.151087,-4.611591,3.174511
230,0.248690,-0.144526,-4.611340,3.160703
231,0.236499,-0.137874,-4.611149,3.146817
232,0.224271,-0.131135,-4.611016,3.132855
233,0.212007,-0.124313,-4.610938,3.118822
234,0.199710,-0.117412,-4.610911,3.104721
235,0.187381,-0.110437,-4.610933,3.090556
236,0.175023,-0.103393,-4.611002,3.076331
237,0.162637,-0.096283,-4.611114,3.062050
238,0.150226,-0.089112,-4.611267,3.047717
239,0.137790,-0.081886,-4.611457,3.033336
240,0.125333,-0.074607,-4.611681,3.018910
241,0.112856,-0.067281,-4.611936,3.004444
242,0.100362,-0.059913,-4.612220,2.989941
243,0.087851,-0.052507,-4.612529,2.975406
244,0.075327,-0.045068,-4.612860,2.960842
245,0.062791,-0.037600,-4.613210,2.946255
246,0.050244,-0.030109,-4.613576,2.931647
247,0.037690,-0.022598,-4.613955,2.917022
248,0.025130,-0.015073,-4.614343,2.902386
249,0.012566,-0.007539,-4.614737,2.887741
250,0.000000,-0.000000,-4.615135,2.873092
251,-0.012566,0.007539,-4.615532,2.858444
252,-0.025130,0.015073,-4.615927,2.843799
253,-0.037690,0.022598,-4.616315,2.829163
254,-0.050244,0.030109,-4.616693,2.814538
255,-0.062791,0.037600,-4.617059,2.799930
256,-0.075327,0.045068,-4.617409,2.785343
257,-0.087851,0.052507,-4.617740,2.770779
258,-0.100362,0.059913,-4.618049,2.756244
259,-0.112856,0.067281,-4.618333,2.741741
260,-0.125333,0.074607,-4.618589,2.727275
261,-0.137790,0.081886,-4.618813,2.712849
262,-0.150226,0.089112,-4.619003,2.698468
263,-0.162637,0.096283,-4.619155,2.684135
264,-0.175023,0.103393,-4.619267,2.669854
265,-0.187381,0.110437,-4.619336,2.655629
266,-0.199710,0.117412,-4.619359,2.641464
267,-0.212007,0.124313,-4.619332,2.627363
268,-0.224271,0.131135,-4.619254,2.613330
269,-0.236499,0.137874,-4.619120,2.599368
270,-0.248690,0.144526,-4.618929,2.585482
271,-0.260842,0.151087,-4.618678,2.571674
272,-0.272952,0.157552,-4.618364,2.557950
273,-0.285019,0.163918,-4.617985,2.544311
274,-0.297042,0.170181,-4.617537,2.530763
275,-0.309017,0.176336,-4.617019,2.517309
276,-0.320944,0.182379,-4.616428,2.503951
277,-0.332820,0.188307,-4.615761,2.490695
278,-0.344643,0.194117,-4.615016,2.477542
279,-0.356412,0.199804,-4.614192,2.464497
280,-0.368125,0.205364,-4.613285,2.451563
281,-0.379779,0.210795,-4.612293,2.438744
282,-0.391374,0.216093,-4.611215,2.426042
283,-0.402906,0.221254,-4.610049,2.413461
284,-0.414376,0.226275,-4.608792,2.401004
285,-0.425779,0.231154,-4.607442,2.388674
286,-0.437116,0.235887,-4.605999,2.376475
287,-0.448383,0.240470,-4.604459,2.364408
288,-0.459580,0.244902,-4.602822,2.352478
289,-0.470704,0.249179,-4.601086,2.340688
290,-0.481754,0.253298,-4.599249,2.329039
291,-0.492727,0.257258,-4.597311,2.317535
292,-0.503623,0.261055,-4.595269,2.306179
293,-0.514440,0.264687,-4.593122,2.294972
294,-0.525175,0.268152,-4.590869,2.283919
295,-0.535827,0.271448,-4.588510,2.273021
296,-0.546394,0.274572,-4.586043,2.262281
297,-0.556876,0.277523,-4.583467,2.251702
298,-0.567269,0.280299,-4.580782,2.241285
299,-0.577573,0.282897,-4.577986,2.231032
300,-0.587785,0.285317,-4.575080,2.220948
301,-0.597905,0.287557,-4.572062,2.211032
302,-0.607930,0.289614,-4.568932,2.201288
303,-0.617860,0.291490,-4.565690,2.191717
304,-0.627691,0.293180,-4.562336,2.182322
305,-0.637424,0.294686,-4.558869,2.173104
306,-0.647056,0.296006,-4.555289,2.164065
307,-0.656586,0.297138,-4.551596,2.155207
308,-0.666012,0.298083,-4.547791,2.146532
309,-0.675333,0.298840,-4.543874,2.138040
310,-0.684547,0.299408,-4.539844,2.129734
311,-0.693653,0.299787,-4.535703,2.121616
312,-0.702650,0.299976,-4.531450,2.113685
313,-0.711536,0.299976,-4.527087,2.105944
314,-0.720309,0.299787,-4.522614,2.098394
315,-0.728969,0.299408,-4.518032,2.091036
316,-0.737513,0.298840,-4.513342,2.083872
317,-0.745941,0.298083,-4.508545,2.076901
318,-0.754251,0.297138,-4.503641,2.070126
319,-0.762443,0.296006,-4.498633,2.063546
320,-0.770513,0.294686,-4.493520,2.057163
321,-0.778462,0.293180,-4.488305,2.050978
322,-0.786288,0.291490,-4.482990,2.044990
323,-0.793990,0.289614,-4.477574,2.039201
324,-0.801567,0.287557,-4.472061,2.033611
325,-0.809017,0.285317,-4.466452,2.028221
326,-0.816339,0.282897,-4.460749,2.023030
327,-0.823533,0.280299,-4.454953,2.018040
328,-0.830596,0.277523,-4.449067,2.013249
329,-0.837528,0.274572,-4.443093,2.008659
330,-0.844328,0.271448,-4.437032,2.004270
331,-0.850994,0.268152,-4.430888,2.000080
332,-0.857527,0.264687,-4.424662,1.996091
333,-0.863923,0.261055,-4.418357,1.992302
334,-0.870184,0.257258,-4.411975,1.988713
335,-0.876307,0.253298,-4.405519,1.985323
336,-0.882291,0.249179,-4.398992,1.982132
337,-0.888136,0.244902,-4.392396,1.979140
338,-0.893841,0.240470,-4.385734,1.976346
339,-0.899405,0.235887,-4.379009,1.973750
340,-0.904827,0.231154,-4.372224,1.971350
341,-0.910106,0.226275,-4.365382,1.969147
342,-0.915241,0.221254,-4.358486,1.967139
343,-0.920232,0.216093,-4.351540,1.965326
344,-0.925077,0.210795,-4.344545,1.963706
345,-0.929776,0.205364,-4.337507,1.962279
346,-0.934329,0.199804,-4.330427,1.961043
347,-0.938734,0.194117,-4.323310,1.959998
348,-0.942991,0.188307,-4.316160,1.959142
349,-0.947098,0.182379,-4.308978,1.958475
350,-0.951057,0.176336,-4.301770,1.957994
351,-0.954865,0.170181,-4.294538,1.957699
352,-0.958522,0.163918,-4.287287,1.957588
353,-0.962028,0.157552,-4.280020,1.957659
354,-0.965382,0.151087,-4.272741,1.957912
355,-0.968583,0.144526,-4.265453,1.958345
356,-0.971632,0.137874,-4.258161,1.958955
357,-0.974527,0.131135,-4.250869,1.959742
358,-0.977268,0.124313,-4.243580,1.960704
359,-0.979855,0.117412,-4.236298,1.961838
360,-0.982287,0.110437,-4.229028,1.963144
361,-0.984564,0.103393,-4.221773,1.964619
362,-0.986686,0.096283,-4.214537,1.966262
363,-0.988652,0.089112,-4.207325,1.968070
364,-0.990461,0.081886,-4.200141,1.970042
365,-0.992115,0.074607,-4.192989,1.972176
366,-0.993611,0.067281,-4.185872,1.974469
367,-0.994951,0.059913,-4.178795,1.976920
368,-0.996134,0.052507,-4.171763,1.979526
369,-0.997159,0.045068,-4.164779,1.982286
370,-0.998027,0.037600,-4.157847,1.985197
371,-0.998737,0.030109,-4.150972,1.988256
372,-0.999289,0.022598,-4.144158,1.991463
373,-0.999684,0.015073,-4.137409,1.994814
374,-0.999921,0.007539,-4.130729,1.998307
375,-1.000000,0.000000,-4.124123,2.001940
376,-0.999921,-0.007539,-4.117594,2.005710
377,-0.999684,-0.015073,-4.111147,2.009616
378,-0.999289,-0.022598,-4.104785,2.013655
379,-0.998737,-0.030109,-4.098514,2.017824
380,-0.998027,-0.037600,-4.092336,2.022121
381,-0.997159,-0.045068,-4.086257,2.026544
382,-0.996134,-0.052507,-4.080280,2.031089
383,-0.994951,-0.059913,-4.074408,2.035756
384,-0.993611,-0.067281,-4.068647,2.040541
385,-0.992115,-0.074607,-4.063000,2.045442
386,-0.990461,-0.081886,-4.057471,2.050456
387,-0.988652,-0.089112,-4.052064,2.055581
388,-0.986686,-0.096283,-4.046783,2.060814
389,-0.984564,-0.103393,-4.041631,2.066154
390,-0.982287,-0.110437,-4.036612,2.071596
391,-0.979855,-0.117412,-4.031730,2.077140
392,-0.977268,-0.124313,-4.026989,2.082782
393,-0.974527,-0.131135,-4.022392,2.088519
394,-0.971632,-0.137874,-4.017943,2.094351
395,-0.968583,-0.144526,-4.013644,2.100273
396,-0.965382,-0.151087,-4.009501,2.106283
397,-0.962028,-0.157552,-4.005515,2.112380
398,-0.958522,-0.163918,-4.001691,2.118559
399,-0.954865,-0.170181,-3.998031,2.124820
400,-0.951057,-0.176336,-3.994539,2.131160
401,-0.947098,-0.182379,-3.991218,2.137576
402,-0.942991,-0.188307,-3.988071,2.144065
403,-0.938734,-0.194117,-3.985100,2.150626
404,-0.934329,-0.199804,-3.982309,2.157255
405,-0.929776,-0.205364,-3.979700,2.163951
406,-0.925077,-0.210795,-3.977276,2.170712
407,-0.920232,-0.216093,-3.975040,2.177534
408,-0.915241,-0.221254,-3.972994,2.184416
409,-0.910106,-0.226275,-3.971141,2.191355
410,-0.904827,-0.231154,-3.969483,2.198349
411,-0.899405,-0.235887,-3.968023,2.205396
412,-0.893841,-0.240470,-3.966762,2.212494
413,-0.888136,-0.244902,-3.965702,2.219640
414,-0.882291,-0.249179,-3.964846,2.226832
415,-0.876307,-0.253298,-3.964196,2.234068
416,-0.870184,-0.257258,-3.963753,2.241346
417,-0.863923,-0.261055,-3.963519,2.248664
418,-0.857527,-0.264687,-3.963496,2.256020
419,-0.850994,-0.268152,-3.963684,2.263412
420,-0.844328,-0.271448,-3.964087,2.270838
421,-0.837528,-0.274572,-3.964704,2.278296
422,-0.830596,-0.277523,-3.965537,2.285784
423,-0.823533,-0.280299,-3.966587,2.293300
424,-0.816339,-0.282897,-3.967856,2.300842
425,-0.809017,-0.285317,-3.969343,2.308409
426,-0.801567,-0.287557,-3.971050,2.315999
427,-0.793990,-0.289614,-3.972977,2.323610
428,-0.786288,-0.291490,-3.975126,2.331240
429,-0.778462,-0.293180,-3.977495,2.338888
430,-0.770513,-0.294686,-3.980087,2.346552
431,-0.762443,-0.296006,-3.982900,2.354231
432,-0.754251,-0.297138,-3.985935,2.361923
433,-0.745941,-0.298083,-3.989192,2.369626
434,-0.737513,-0.298840,-3.992672,2.377340
435,-0.728969,-0.299408,-3.996372,2.385062
436,-0.720309,-0.299787,-4.000294,2.392792
437,-0.711536,-0.299976,-4.004437,2.400528
438,-0.702650,-0.299976,-4.008800,2.408269
439,-0.693653,-0.299787,-4.013382,2.416013
440,-0.684547,-0.299408,-4.018184,2.423760
441,-0.675333,-0.298840,-4.023203,2.431509
442,-0.666012,-0.298083,-4.028439,2.439257
443,-0.656586,-0.297138,-4.033890,2.447005
444,-0.647056,-0.296006,-4.039556,2.454750
445,-0.637424,-0.294686,-4.045435,2.462493
446,-0.627691,-0.293180,-4.051526,2.470233
447,-0.617860,-0.291490,-4.057826,2.477967
448,-0.607930,-0.289614,-4.064335,2.485697
449,-0.597905,-0.287557,-4.071051,2.493420
450,-0.587785,-0.285317,-4.077970,2.501136
451,-0.577573,-0.282897,-4.085093,2.508844
452,-0.567269,-0.280299,-4.092416,2.516545
453,-0.556876,-0.277523,-4.099937,2.524236
454,-0.546394,-0.274572,-4.107654,2.531918
455,-0.535827,-0.271448,-4.115565,2.539590
456,-0.525175,-0.268152,-4.123666,2.547251
457,-0.514440,-0.264687,-4.131956,2.554902
458,-0.503623,-0.261055,-4.140431,2.562541
459,-0.492727,-0.257258,-4.149089,2.570168
460,-0.481754,-0.253298,-4.157926,2.577784
461,-0.470704,-0.249179,-4.166941,2.585387
462,-0.459580,-0.244902,-4.176129,2.592978
463,-0.448383,-0.240470,-4.185487,2.600556
464,-0.437116,-0.235887,-4.195012,2.608121
465,-0.425779,-0.231154,-4.204702,2.615673
466,-0.414376,-0.226275,-4.214551,2.623212
467,-0.402906,-0.221254,-4.224557,2.630738
468,-0.391374,-0.216093,-4.234716,2.638250
469,-0.379779,-0.210795,-4.245024,2.645750
470,-0.368125,-0.205364,-4.255478,2.653236
471,-0.356412,-0.199804,-4.266073,2.660709
472,-0.344643,-0.194117,-4.276806,2.668170
473,-0.332820,-0.188307,-4.287672,2.675617
474,-0.320944,-0.182379,-4.298668,2.683052
475,-0.309017,-0.176336,-4.309788,2.690474
476,-0.297042,-0.170181,-4.321030,2.697885
477,-0.285019,-0.163918,-4.332389,2.705283
478,-0.272952,-0.157552,-4.343860,2.712670
479,-0.260842,-0.151087,-4.355439,2.720045
480,-0.248690,-0.144526,-4.367121,2.727410
481,-0.236499,-0.137874,-4.378902,2.734764
482,-0.224271,-0.131135,-4.390777,2.742107
483,-0.212007,-0.124313,-4.402741,2.749441
484,-0.199710,-0.117412,-4.414791,2.756765
485,-0.187381,-0.110437,-4.426920,2.764081
486,-0.175023,-0.103393,-4.439125,2.771388
487,-0.162637,-0.096283,-4.451401,2.778687
488,-0.150226,-0.089112,-4.463742,2.785978
489,-0.137790,-0.081886,-4.476143,2.793263
490,-0.125333,-0.074607,-4.488601,2.800541
491,-0.112856,-0.067281,-4.501109,2.807813
492,-0.100362,-0.059913,-4.513663,2.815080
493,-0.087851,-0.052507,-4.526257,2.822342
494,-0.075327,-0.045068,-4.538888,2.829600
495,-0.062791,-0.037600,-4.551549,2.836854
496,-0.050244,-0.030109,-4.564235,2.844106
497,-0.037690,-0.022598,-4.576942,2.851354
498,-0.025130,-0.015073,-4.589664,2.858601
499,-0.012566,-0.007539,-4.602397,2.865847
