index,local_x_m,local_y_m,ideal_x_m,ideal_y_m
344,-0.925077,0.210795,-5.584844,2.644987
345,-0.929776,0.205364,-5.590614,2.640711
346,-0.934329,0.199804,-5.596269,2.636276
347,-0.938734,0.194117,-5.601807,2.631686
348,-0.942991,0.188307,-5.607227,2.626944
349,-0.947098,0.182379,-5.612528,2.622053
350,-0.951057,0.176336,-5.617708,2.617017
351,-0.954865,0.170181,-5.622766,2.611840
352,-0.958522,0.163918,-5.627700,2.606525
353,-0.962028,0.157552,-5.632509,2.601076
354,-0.965382,0.151087,-5.637191,2.595497
355,-0.968583,0.144526,-5.641746,2.589792
356,-0.971632,0.137874,-5.646171,2.583964
357,-0.974527,0.131135,-5.650465,2.578018
358,-0.977268,0.124313,-5.654627,2.571957
359,-0.979855,0.117412,-5.658655,2.565786
360,-0.982287,0.110437,-5.662549,2.559509
361,-0.984564,0.103393,-5.666307,2.553130
362,-0.986686,0.096283,-5.669927,2.546653
363,-0.988652,0.089112,-5.673408,2.540083
364,-0.990461,0.081886,-5.676749,2.533425
365,-0.992115,0.074607,-5.679949,2.526681
366,-0.993611,0.067281,-5.683006,2.519858
367,-0.994951,0.059913,-5.685919,2.512958
368,-0.996134,0.052507,-5.688687,2.505988
369,-0.997159,0.045068,-5.691309,2.498951
370,-0.998027,0.037600,-5.693783,2.491852
371,-0.998737,0.030109,-5.696109,2.484695
372,-0.999289,0.022598,-5.698285,2.477486
373,-0.999684,0.015073,-5.700310,2.470228
374,-0.999921,0.007539,-5.702183,2.462926
375,-1.000000,0.000000,-5.703903,2.455586
376,-0.999921,-0.007539,-5.705469,2.448211
377,-0.999684,-0.015073,-5.706880,2.440806
378,-0.999289,-0.022598,-5.708134,2.433376
379,-0.998737,-0.030109,-5.709232,2.425926
380,-0.998027,-0.037600,-5.710171,2.418459
381,-0.997159,-0.045068,-5.710951,2.410982
382,-0.996134,-0.052507,-5.711572,2.403498
383,-0.994951,-0.059913,-5.712032,2.396012
384,-0.993611,-0.067281,-5.712330,2.388529
385,-0.992115,-0.074607,-5.712466,2.381053
386,-0.990461,-0.081886,-5.712438,2.373589
387,-0.988652,-0.089112,-5.712247,2.366142
388,-0.986686,-0.096283,-5.711891,2.358715
389,-0.984564,-0.103393,-5.711370,2.351314
390,-0.982287,-0.110437,-5.710683,2.343943
391,-0.979855,-0.117412,-5.709829,2.336605
392,-0.977268,-0.124313,-5.708808,2.329307
393,-0.974527,-0.131135,-5.707619,2.322051
394,-0.971632,-0.137874,-5.706262,2.314843
395,-0.968583,-0.144526,-5.704737,2.307687
396,-0.965382,-0.151087,-5.703042,2.300586
397,-0.962028,-0.157552,-5.701178,2.293545
398,-0.958522,-0.163918,-5.699143,2.286568
399,-0.954865,-0.170181,-5.696939,2.279659
400,-0.951057,-0.176336,-5.694563,2.272822
401,-0.947098,-0.182379,-5.692017,2.266061
402,-0.942991,-0.188307,-5.689300,2.259380
403,-0.938734,-0.194117,-5.686412,2.252783
404,-0.934329,-0.199804,-5.683352,2.246273
405,-0.929776,-0.205364,-5.680121,2.239854
406,-0.925077,-0.210795,-5.676718,2.233530
407,-0.920232,-0.216093,-5.673143,2.227303
408,-0.915241,-0.221254,-5.669397,2.221179
409,-0.910106,-0.226275,-5.665480,2.215159
410,-0.904827,-0.231154,-5.661391,2.209247
411,-0.899405,-0.235887,-5.657131,2.203447
412,-0.893841,-0.240470,-5.652700,2.197761
413,-0.888136,-0.244902,-5.648098,2.192192
414,-0.882291,-0.249179,-5.643325,2.186744
415,-0.876307,-0.253298,-5.638382,2.181420
416,-0.870184,-0.257258,-5.633269,2.176221
417,-0.863923,-0.261055,-5.627987,2.171151
418,-0.857527,-0.264687,-5.622535,2.166212
419,-0.850994,-0.268152,-5.616915,2.161406
420,-0.844328,-0.271448,-5.611127,2.156737
421,-0.837528,-0.274572,-5.605171,2.152206
422,-0.830596,-0.277523,-5.599049,2.147816
423,-0.823533,-0.280299,-5.592760,2.143567
424,-0.816339,-0.282897,-5.586306,2.139464
425,-0.809017,-0.285317,-5.579687,2.135507
426,-0.801567,-0.287557,-5.572904,2.131697
427,-0.793990,-0.289614,-5.565958,2.128038
428,-0.786288,-0.291490,-5.558850,2.124529
429,-0.778462,-0.293180,-5.551580,2.121173
430,-0.770513,-0.294686,-5.544151,2.117972
431,-0.762443,-0.296006,-5.536561,2.114925
432,-0.754251,-0.297138,-5.528814,2.112034
433,-0.745941,-0.298083,-5.520909,2.109301
434,-0.737513,-0.298840,-5.512849,2.106726
435,-0.728969,-0.299408,-5.504633,2.104310
436,-0.720309,-0.299787,-5.496264,2.102053
437,-0.711536,-0.299976,-5.487743,2.099956
438,-0.702650,-0.299976,-5.479071,2.098020
439,-0.693653,-0.299787,-5.470249,2.096244
440,-0.684547,-0.299408,-5.461279,2.094629
441,-0.675333,-0.298840,-5.452163,2.093176
442,-0.666012,-0.298083,-5.442901,2.091883
443,-0.656586,-0.297138,-5.433496,2.090751
444,-0.647056,-0.296006,-5.423948,2.089780
445,-0.637424,-0.294686,-5.414260,2.088968
446,-0.627691,-0.293180,-5.404433,2.088317
447,-0.617860,-0.291490,-5.394469,2.087825
448,-0.607930,-0.289614,-5.384370,2.087491
449,-0.597905,-0.287557,-5.374137,2.087315
450,-0.587785,-0.285317,-5.363772,2.087295
451,-0.577573,-0.282897,-5.353278,2.087431
452,-0.567269,-0.280299,-5.342656,2.087722
453,-0.556876,-0.277523,-5.331907,2.088166
454,-0.546394,-0.274572,-5.321035,2.088761
455,-0.535827,-0.271448,-5.310040,2.089508
456,-0.525175,-0.268152,-5.298926,2.090403
457,-0.514440,-0.264687,-5.287694,2.091445
458,-0.503623,-0.261055,-5.276346,2.092633
459,-0.492727,-0.257258,-5.264884,2.093964
460,-0.481754,-0.253298,-5.253312,2.095437
461,-0.470704,-0.249179,-5.241630,2.097050
462,-0.459580,-0.244902,-5.229841,2.098800
463,-0.448383,-0.240470,-5.217948,2.100685
464,-0.437116,-0.235887,-5.205952,2.102703
465,-0.425779,-0.231154,-5.193857,2.104852
466,-0.414376,-0.226275,-5.181664,2.107128
467,-0.402906,-0.221254,-5.169376,2.109529
468,-0.391374,-0.216093,-5.156996,2.112053
469,-0.379779,-0.210795,-5.144525,2.114697
470,-0.368125,-0.205364,-5.131968,2.117457
471,-0.356412,-0.199804,-5.119325,2.120332
472,-0.344643,-0.194117,-5.106599,2.123317
473,-0.332820,-0.188307,-5.093794,2.126410
474,-0.320944,-0.182379,-5.080912,2.129608
475,-0.309017,-0.176336,-5.067955,2.132907
476,-0.297042,-0.170181,-5.054926,2.136305
477,-0.285019,-0.163918,-5.041828,2.139796
478,-0.272952,-0.157552,-5.028663,2.143380
479,-0.260842,-0.151087,-5.015435,2.147051
480,-0.248690,-0.144526,-5.002145,2.150806
481,-0.236499,-0.137874,-4.988798,2.154641
482,-0.224271,-0.131135,-4.975395,2.158554
483,-0.212007,-0.124313,-4.961939,2.162539
484,-0.199710,-0.117412,-4.948434,2.166594
485,-0.187381,-0.110437,-4.934882,2.170715
486,-0.175023,-0.103393,-4.921285,2.174897
487,-0.162637,-0.096283,-4.907648,2.179136
488,-0.150226,-0.089112,-4.893972,2.183430
489,-0.137790,-0.081886,-4.880260,2.187773
490,-0.125333,-0.074607,-4.866516,2.192162
491,-0.112856,-0.067281,-4.852743,2.196593
492,-0.100362,-0.059913,-4.838943,2.201061
493,-0.087851,-0.052507,-4.825119,2.205563
494,-0.075327,-0.045068,-4.811275,2.210094
495,-0.062791,-0.037600,-4.797412,2.214650
496,-0.050244,-0.030109,-4.783535,2.219227
497,-0.037690,-0.022598,-4.769646,2.223822
498,-0.025130,-0.015073,-4.755748,2.228428
499,-0.012566,-0.007539,-4.741844,2.233044
