index,local_x_m,local_y_m,ideal_x_m,ideal_y_m
56,0.647056,0.296006,-5.284093,2.720425
57,0.656586,0.297138,-5.293642,2.721389
58,0.666012,0.298083,-5.303048,2.722513
59,0.675333,0.298840,-5.312311,2.723799
60,0.684547,0.299408,-5.321429,2.725246
61,0.693653,0.299787,-5.330400,2.726854
62,0.702650,0.299976,-5.339223,2.728623
63,0.711536,0.299976,-5.347896,2.730553
64,0.720309,0.299787,-5.356419,2.732643
65,0.728969,0.299408,-5.364790,2.734893
66,0.737513,0.298840,-5.373007,2.737303
67,0.745941,0.298083,-5.381070,2.739873
68,0.754251,0.297138,-5.388976,2.742600
69,0.762443,0.296006,-5.396726,2.745484
70,0.770513,0.294686,-5.404317,2.748525
71,0.778462,0.293180,-5.411750,2.751721
72,0.786288,0.291490,-5.419022,2.755072
73,0.793990,0.289614,-5.426133,2.758575
74,0.801567,0.287557,-5.433082,2.762229
75,0.809017,0.285317,-5.439867,2.766033
76,0.816339,0.282897,-5.446489,2.769985
77,0.823533,0.280299,-5.452947,2.774084
78,0.830596,0.277523,-5.459239,2.778327
79,0.837528,0.274572,-5.465364,2.782713
80,0.844328,0.271448,-5.471323,2.787240
81,0.850994,0.268152,-5.477115,2.791905
82,0.857527,0.264687,-5.482739,2.796706
83,0.863923,0.261055,-5.488194,2.801640
84,0.870184,0.257258,-5.493480,2.806707
85,0.876307,0.253298,-5.498597,2.811901
86,0.882291,0.249179,-5.503544,2.817222
87,0.888136,0.244902,-5.508321,2.822667
88,0.893841,0.240470,-5.512927,2.828232
89,0.899405,0.235887,-5.517363,2.833914
90,0.904827,0.231154,-5.521627,2.839711
91,0.910106,0.226275,-5.525721,2.845620
92,0.915241,0.221254,-5.529643,2.851637
93,0.920232,0.216093,-5.533393,2.857759
94,0.925077,0.210795,-5.536973,2.863982
95,0.929776,0.205364,-5.540380,2.870304
96,0.934329,0.199804,-5.543616,2.876721
97,0.938734,0.194117,-5.546681,2.883228
98,0.942991,0.188307,-5.549575,2.889824
99,0.947098,0.182379,-5.552297,2.896503
100,0.951057,0.176336,-5.554848,2.903261
101,0.954865,0.170181,-5.557228,2.910096
102,0.958522,0.163918,-5.559438,2.917004
103,0.962028,0.157552,-5.561478,2.923979
104,0.965382,0.151087,-5.563348,2.931019
105,0.968583,0.144526,-5.565048,2.938118
106,0.971632,0.137874,-5.566579,2.945274
107,0.974527,0.131135,-5.567941,2.952481
108,0.977268,0.124313,-5.569136,2.959735
109,0.979855,0.117412,-5.570162,2.967033
110,0.982287,0.110437,-5.571021,2.974369
111,0.984564,0.103393,-5.571714,2.981740
112,0.986686,0.096283,-5.572241,2.989141
113,0.988652,0.089112,-5.572603,2.996568
114,0.990461,0.081886,-5.572800,3.004015
115,0.992115,0.074607,-5.572833,3.011479
116,0.993611,0.067281,-5.572703,3.018955
117,0.994951,0.059913,-5.572410,3.026438
118,0.996134,0.052507,-5.571956,3.033924
119,0.997159,0.045068,-5.571341,3.041409
120,0.998027,0.037600,-5.570566,3.048887
121,0.998737,0.030109,-5.569633,3.056354
122,0.999289,0.022598,-5.568541,3.063805
123,0.999684,0.015073,-5.567292,3.071236
124,0.999921,0.007539,-5.565887,3.078642
125,1.000000,0.000000,-5.564327,3.086018
126,0.999921,-0.007539,-5.562612,3.093360
127,0.999684,-0.015073,-5.560745,3.100663
128,0.999289,-0.022598,-5.558725,3.107922
129,0.998737,-0.030109,-5.556555,3.115133
130,0.998027,-0.037600,-5.554234,3.122292
131,0.997159,-0.045068,-5.551765,3.129393
132,0.996134,-0.052507,-5.549149,3.136432
133,0.994951,-0.059913,-5.546386,3.143404
134,0.993611,-0.067281,-5.543478,3.150306
135,0.992115,-0.074607,-5.540426,3.157131
136,0.990461,-0.081886,-5.537232,3.163877
137,0.988652,-0.089112,-5.533896,3.170539
138,0.986686,-0.096283,-5.530419,3.177111
139,0.984564,-0.103393,-5.526804,3.183590
140,0.982287,-0.110437,-5.523052,3.189972
141,0.979855,-0.117412,-5.519163,3.196252
142,0.977268,-0.124313,-5.515139,3.202426
143,0.974527,-0.131135,-5.510981,3.208490
144,0.971632,-0.137874,-5.506692,3.214440
145,0.968583,-0.144526,-5.502271,3.220271
146,0.965382,-0.151087,-5.497721,3.225980
147,0.962028,-0.157552,-5.493043,3.231563
148,0.958522,-0.163918,-5.488238,3.237015
149,0.954865,-0.170181,-5.483308,3.242334
150,0.951057,-0.176336,-5.478255,3.247515
151,0.947098,-0.182379,-5.473078,3.252554
152,0.942991,-0.188307,-5.467781,3.257449
153,0.938734,-0.194117,-5.462364,3.262195
154,0.934329,-0.199804,-5.456829,3.266790
155,0.929776,-0.205364,-5.451178,3.271229
156,0.925077,-0.210795,-5.445411,3.275510
157,0.920232,-0.216093,-5.439531,3.279629
158,0.915241,-0.221254,-5.433539,3.283583
159,0.910106,-0.226275,-5.427436,3.287369
160,0.904827,-0.231154,-5.421223,3.290985
161,0.899405,-0.235887,-5.414903,3.294427
162,0.893841,-0.240470,-5.408476,3.297693
163,0.888136,-0.244902,-5.401945,3.300779
164,0.882291,-0.249179,-5.395311,3.303685
165,0.876307,-0.253298,-5.388574,3.306406
166,0.870184,-0.257258,-5.381737,3.308942
167,0.863923,-0.261055,-5.374802,3.311289
168,0.857527,-0.264687,-5.367769,3.313445
169,0.850994,-0.268152,-5.360640,3.315409
170,0.844328,-0.271448,-5.353417,3.317178
171,0.837528,-0.274572,-5.346101,3.318751
172,0.830596,-0.277523,-5.338693,3.320126
173,0.823533,-0.280299,-5.331196,3.321301
174,0.816339,-0.282897,-5.323610,3.322275
175,0.809017,-0.285317,-5.315937,3.323047
176,0.801567,-0.287557,-5.308178,3.323615
177,0.793990,-0.289614,-5.300335,3.323978
178,0.786288,-0.291490,-5.292410,3.324136
179,0.778462,-0.293180,-5.284404,3.324087
180,0.770513,-0.294686,-5.276317,3.323830
181,0.762443,-0.296006,-5.268152,3.323365
182,0.754251,-0.297138,-5.259911,3.322692
183,0.745941,-0.298083,-5.251594,3.321810
184,0.737513,-0.298840,-5.243203,3.320718
185,0.728969,-0.299408,-5.234739,3.319417
186,0.720309,-0.299787,-5.226203,3.317906
187,0.711536,-0.299976,-5.217598,3.316185
188,0.702650,-0.299976,-5.208925,3.314255
189,0.693653,-0.299787,-5.200184,3.312117
190,0.684547,-0.299408,-5.191377,3.309769
191,0.675333,-0.298840,-5.182506,3.307214
192,0.666012,-0.298083,-5.173572,3.304451
193,0.656586,-0.297138,-5.164576,3.301481
194,0.647056,-0.296006,-5.155520,3.298306
195,0.637424,-0.294686,-5.146405,3.294926
196,0.627691,-0.293180,-5.137231,3.291342
197,0.617860,-0.291490,-5.128001,3.287556
198,0.607930,-0.289614,-5.118716,3.283570
199,0.597905,-0.287557,-5.109377,3.279383
200,0.587785,-0.285317,-5.099985,3.275000
201,0.577573,-0.282897,-5.090542,3.270420
202,0.567269,-0.280299,-5.081049,3.265645
203,0.556876,-0.277523,-5.071506,3.260679
204,0.546394,-0.274572,-5.061916,3.255522
205,0.535827,-0.271448,-5.052279,3.250177
206,0.525175,-0.268152,-5.042597,3.244647
207,0.514440,-0.264687,-5.032871,3.238933
208,0.503623,-0.261055,-5.023101,3.233038
209,0.492727,-0.257258,-5.013290,3.226966
210,0.481754,-0.253298,-5.003439,3.220717
211,0.470704,-0.249179,-4.993547,3.214296
212,0.459580,-0.244902,-4.983618,3.207705
213,0.448383,-0.240470,-4.973651,3.200948
214,0.437116,-0.235887,-4.963648,3.194026
215,0.425779,-0.231154,-4.953609,3.186945
216,0.414376,-0.226275,-4.943537,3.179706
217,0.402906,-0.221254,-4.933433,3.172314
218,0.391374,-0.216093,-4.923296,3.164771
219,0.379779,-0.210795,-4.913129,3.157081
220,0.368125,-0.205364,-4.902932,3.149249
221,0.356412,-0.199804,-4.892706,3.141277
222,0.344643,-0.194117,-4.882453,3.133170
223,0.332820,-0.188307,-4.872174,3.124932
224,0.320944,-0.182379,-4.861869,3.116566
225,0.309017,-0.176336,-4.851540,3.108076
226,0.297042,-0.170181,-4.841187,3.099468
227,0.285019,-0.163918,-4.830811,3.090744
228,0.272952,-0.157552,-4.820415,3.081909
229,0.260842,-0.151087,-4.809998,3.072968
230,0.248690,-0.144526,-4.799561,3.063924
231,0.236499,-0.137874,-4.789106,3.054783
232,0.224271,-0.131135,-4.778633,3.045549
233,0.212007,-0.124313,-4.768144,3.036227
234,0.199710,-0.117412,-4.757639,3.026820
235,0.187381,-0.110437,-4.747119,3.017334
236,0.175023,-0.103393,-4.736586,3.007774
237,0.162637,-0.096283,-4.726040,2.998144
238,0.150226,-0.089112,-4.715482,2.988449
239,0.137790,-0.081886,-4.704913,2.978694
240,0.125333,-0.074607,-4.694334,2.968883
241,0.112856,-0.067281,-4.683746,2.959023
242,0.100362,-0.059913,-4.673149,2.949117
243,0.087851,-0.052507,-4.662546,2.939170
244,0.075327,-0.045068,-4.651936,2.929189
245,0.062791,-0.037600,-4.641321,2.919177
246,0.050244,-0.030109,-4.630701,2.909139
247,0.037690,-0.022598,-4.620078,2.899081
248,0.025130,-0.015073,-4.609452,2.889008
249,0.012566,-0.007539,-4.598824,2.878925
250,0.000000,-0.000000,-4.588195,2.868837
251,-0.012566,0.007539,-4.577566,2.858749
252,-0.025130,0.015073,-4.566938,2.848666
253,-0.037690,0.022598,-4.556312,2.838593
254,-0.050244,0.030109,-4.545689,2.828535
255,-0.062791,0.037600,-4.535069,2.818498
256,-0.075327,0.045068,-4.524454,2.808486
257,-0.087851,0.052507,-4.513844,2.798504
258,-0.100362,0.059913,-4.503241,2.788558
259,-0.112856,0.067281,-4.492645,2.778652
260,-0.125333,0.074607,-4.482057,2.768791
261,-0.137790,0.081886,-4.471478,2.758981
262,-0.150226,0.089112,-4.460909,2.749226
263,-0.162637,0.096283,-4.450351,2.739531
264,-0.175023,0.103393,-4.439805,2.729901
265,-0.187381,0.110437,-4.429271,2.720340
266,-0.199710,0.117412,-4.418752,2.710854
267,-0.212007,0.124313,-4.408247,2.701448
268,-0.224271,0.131135,-4.397757,2.692125
269,-0.236499,0.137874,-4.387285,2.682891
270,-0.248690,0.144526,-4.376829,2.673750
271,-0.260842,0.151087,-4.366393,2.664707
272,-0.272952,0.157552,-4.355975,2.655765
273,-0.285019,0.163918,-4.345579,2.646931
274,-0.297042,0.170181,-4.335203,2.638207
275,-0.309017,0.176336,-4.324851,2.629598
276,-0.320944,0.182379,-4.314521,2.621108
277,-0.332820,0.188307,-4.304216,2.612742
278,-0.344643,0.194117,-4.293937,2.604504
279,-0.356412,0.199804,-4.283684,2.596397
280,-0.368125,0.205364,-4.273458,2.588425
281,-0.379779,0.210795,-4.263261,2.580593
282,-0.391374,0.216093,-4.253094,2.572904
283,-0.402906,0.221254,-4.242958,2.565361
284,-0.414376,0.226275,-4.232853,2.557968
285,-0.425779,0.231154,-4.222781,2.550730
286,-0.437116,0.235887,-4.212743,2.543648
287,-0.448383,0.240470,-4.202740,2.536727
288,-0.459580,0.244902,-4.192773,2.529969
289,-0.470704,0.249179,-4.182843,2.523378
290,-0.481754,0.253298,-4.172952,2.516957
291,-0.492727,0.257258,-4.163100,2.510709
292,-0.503623,0.261055,-4.153289,2.504636
293,-0.514440,0.264687,-4.143519,2.498741
294,-0.525175,0.268152,-4.133793,2.493027
295,-0.535827,0.271448,-4.124111,2.487497
296,-0.546394,0.274572,-4.114474,2.482152
297,-0.556876,0.277523,-4.104884,2.476996
298,-0.567269,0.280299,-4.095341,2.472029
299,-0.577573,0.282897,-4.085848,2.467255
300,-0.587785,0.285317,-4.076405,2.462675
301,-0.597905,0.287557,-4.067013,2.458291
302,-0.607930,0.289614,-4.057674,2.454105
303,-0.617860,0.291490,-4.048389,2.450118
304,-0.627691,0.293180,-4.039159,2.446332
305,-0.637424,0.294686,-4.029986,2.442749
306,-0.647056,0.296006,-4.020870,2.439369
307,-0.656586,0.297138,-4.011814,2.436193
308,-0.666012,0.298083,-4.002818,2.433224
309,-0.675333,0.298840,-3.993884,2.430461
310,-0.684547,0.299408,-3.985013,2.427905
311,-0.693653,0.299787,-3.976206,2.425558
312,-0.702650,0.299976,-3.967465,2.423419
313,-0.711536,0.299976,-3.958792,2.421489
314,-0.720309,0.299787,-3.950187,2.419769
315,-0.728969,0.299408,-3.941651,2.418258
316,-0.737513,0.298840,-3.933188,2.416956
317,-0.745941,0.298083,-3.924796,2.415865
318,-0.754251,0.297138,-3.916479,2.414982
319,-0.762443,0.296006,-3.908238,2.414309
320,-0.770513,0.294686,-3.900073,2.413844
321,-0.778462,0.293180,-3.891987,2.413588
322,-0.786288,0.291490,-3.883980,2.413539
323,-0.793990,0.289614,-3.876055,2.413696
324,-0.801567,0.287557,-3.868212,2.414059
325,-0.809017,0.285317,-3.860453,2.414628
326,-0.816339,0.282897,-3.852780,2.415399
327,-0.823533,0.280299,-3.845194,2.416374
328,-0.830596,0.277523,-3.837697,2.417549
329,-0.837528,0.274572,-3.830289,2.418924
330,-0.844328,0.271448,-3.822973,2.420497
331,-0.850994,0.268152,-3.815750,2.422266
332,-0.857527,0.264687,-3.808621,2.424229
333,-0.863923,0.261055,-3.801588,2.426386
334,-0.870184,0.257258,-3.794653,2.428733
335,-0.876307,0.253298,-3.787816,2.431268
336,-0.882291,0.249179,-3.781080,2.433989
337,-0.888136,0.244902,-3.774445,2.436895
338,-0.893841,0.240470,-3.767914,2.439982
339,-0.899405,0.235887,-3.761487,2.443248
340,-0.904827,0.231154,-3.755167,2.446690
341,-0.910106,0.226275,-3.748955,2.450305
342,-0.915241,0.221254,-3.742851,2.454092
343,-0.920232,0.216093,-3.736859,2.458046
344,-0.925077,0.210795,-3.730979,2.462165
345,-0.929776,0.205364,-3.725212,2.466445
346,-0.934329,0.199804,-3.719561,2.470885
347,-0.938734,0.194117,-3.714026,2.475479
348,-0.942991,0.188307,-3.708609,2.480225
349,-0.947098,0.182379,-3.703312,2.485120
350,-0.951057,0.176336,-3.698136,2.490159
351,-0.954865,0.170181,-3.693082,2.495340
352,-0.958522,0.163918,-3.688152,2.500659
353,-0.962028,0.157552,-3.683347,2.506112
354,-0.965382,0.151087,-3.678669,2.511694
355,-0.968583,0.144526,-3.674119,2.517403
356,-0.971632,0.137874,-3.669698,2.523235
357,-0.974527,0.131135,-3.665409,2.529184
358,-0.977268,0.124313,-3.661251,2.535248
359,-0.979855,0.117412,-3.657227,2.541422
360,-0.982287,0.110437,-3.653338,2.547702
361,-0.984564,0.103393,-3.649586,2.554084
362,-0.986686,0.096283,-3.645971,2.560563
363,-0.988652,0.089112,-3.642495,2.567136
364,-0.990461,0.081886,-3.639159,2.573797
365,-0.992115,0.074607,-3.635964,2.580543
366,-0.993611,0.067281,-3.632912,2.587369
367,-0.994951,0.059913,-3.630004,2.594270
368,-0.996134,0.052507,-3.627241,2.601243
369,-0.997159,0.045068,-3.624625,2.608282
370,-0.998027,0.037600,-3.622156,2.615383
371,-0.998737,0.030109,-3.619836,2.622541
372,-0.999289,0.022598,-3.617665,2.629752
373,-0.999684,0.015073,-3.615646,2.637012
374,-0.999921,0.007539,-3.613778,2.644315
375,-1.000000,0.000000,-3.612064,2.651657
376,-0.999921,-0.007539,-3.610503,2.659033
377,-0.999684,-0.015073,-3.609098,2.666439
378,-0.999289,-0.022598,-3.607849,2.673870
379,-0.998737,-0.030109,-3.606758,2.681321
380,-0.998027,-0.037600,-3.605824,2.688788
381,-0.997159,-0.045068,-3.605049,2.696266
382,-0.996134,-0.052507,-3.604434,2.703750
383,-0.994951,-0.059913,-3.603980,2.711236
384,-0.993611,-0.067281,-3.603688,2.718719
385,-0.992115,-0.074607,-3.603558,2.726195
386,-0.990461,-0.081886,-3.603591,2.733659
387,-0.988652,-0.089112,-3.603788,2.741107
388,-0.986686,-0.096283,-3.604149,2.748533
389,-0.984564,-0.103393,-3.604676,2.755934
390,-0.982287,-0.110437,-3.605369,2.763305
391,-0.979855,-0.117412,-3.606228,2.770641
392,-0.977268,-0.124313,-3.607255,2.777939
393,-0.974527,-0.131135,-3.608449,2.785194
394,-0.971632,-0.137874,-3.609811,2.792401
395,-0.968583,-0.144526,-3.611342,2.799556
396,-0.965382,-0.151087,-3.613043,2.806656
397,-0.962028,-0.157552,-3.614912,2.813695
398,-0.958522,-0.163918,-3.616952,2.820671
399,-0.954865,-0.170181,-3.619162,2.827578
400,-0.951057,-0.176336,-3.621542,2.834413
401,-0.947098,-0.182379,-3.624093,2.841172
402,-0.942991,-0.188307,-3.626816,2.847851
403,-0.938734,-0.194117,-3.629709,2.854446
404,-0.934329,-0.199804,-3.632774,2.860954
405,-0.929776,-0.205364,-3.636010,2.867370
406,-0.925077,-0.210795,-3.639418,2.873692
407,-0.920232,-0.216093,-3.642997,2.879916
408,-0.915241,-0.221254,-3.646747,2.886037
409,-0.910106,-0.226275,-3.650669,2.892054
410,-0.904827,-0.231154,-3.654763,2.897963
411,-0.899405,-0.235887,-3.659027,2.903760
412,-0.893841,-0.240470,-3.663463,2.909443
413,-0.888136,-0.244902,-3.668069,2.915008
414,-0.882291,-0.249179,-3.672846,2.920452
415,-0.876307,-0.253298,-3.677793,2.925773
416,-0.870184,-0.257258,-3.682910,2.930968
417,-0.863923,-0.261055,-3.688196,2.936034
418,-0.857527,-0.264687,-3.693651,2.940969
419,-0.850994,-0.268152,-3.699275,2.945770
420,-0.844328,-0.271448,-3.705067,2.950435
421,-0.837528,-0.274572,-3.711026,2.954961
422,-0.830596,-0.277523,-3.717152,2.959347
423,-0.823533,-0.280299,-3.723444,2.963590
424,-0.816339,-0.282897,-3.729901,2.967689
425,-0.809017,-0.285317,-3.736523,2.971641
426,-0.801567,-0.287557,-3.743309,2.975445
427,-0.793990,-0.289614,-3.750257,2.979100
428,-0.786288,-0.291490,-3.757368,2.982603
429,-0.778462,-0.293180,-3.764640,2.985953
430,-0.770513,-0.294686,-3.772073,2.989149
431,-0.762443,-0.296006,-3.779664,2.992190
432,-0.754251,-0.297138,-3.787414,2.995075
433,-0.745941,-0.298083,-3.795321,2.997802
434,-0.737513,-0.298840,-3.803383,3.000371
435,-0.728969,-0.299408,-3.811600,3.002781
436,-0.720309,-0.299787,-3.819971,3.005031
437,-0.711536,-0.299976,-3.828494,3.007122
438,-0.702650,-0.299976,-3.837167,3.009052
439,-0.693653,-0.299787,-3.845990,3.010821
440,-0.684547,-0.299408,-3.854962,3.012428
441,-0.675333,-0.298840,-3.864079,3.013875
442,-0.666012,-0.298083,-3.873342,3.015161
443,-0.656586,-0.297138,-3.882748,3.016286
444,-0.647056,-0.296006,-3.892297,3.017250
445,-0.637424,-0.294686,-3.901985,3.018054
446,-0.627691,-0.293180,-3.911813,3.018697
447,-0.617860,-0.291490,-3.921777,3.019182
448,-0.607930,-0.289614,-3.931877,3.019508
449,-0.597905,-0.287557,-3.942110,3.019677
450,-0.587785,-0.285317,-3.952474,3.019688
451,-0.577573,-0.282897,-3.962968,3.019544
452,-0.567269,-0.280299,-3.973591,3.019246
453,-0.556876,-0.277523,-3.984339,3.018794
454,-0.546394,-0.274572,-3.995211,3.018190
455,-0.535827,-0.271448,-4.006204,3.017435
456,-0.525175,-0.268152,-4.017318,3.016531
457,-0.514440,-0.264687,-4.028550,3.015481
458,-0.503623,-0.261055,-4.039897,3.014284
459,-0.492727,-0.257258,-4.051357,3.012944
460,-0.481754,-0.253298,-4.062929,3.011462
461,-0.470704,-0.249179,-4.074609,3.009841
462,-0.459580,-0.244902,-4.086397,3.008082
463,-0.448383,-0.240470,-4.098289,3.006187
464,-0.437116,-0.235887,-4.110283,3.004160
465,-0.425779,-0.231154,-4.122376,3.002003
466,-0.414376,-0.226275,-4.134567,2.999717
467,-0.402906,-0.221254,-4.146853,2.997307
468,-0.391374,-0.216093,-4.159232,2.994773
469,-0.379779,-0.210795,-4.171700,2.992120
470,-0.368125,-0.205364,-4.184256,2.989350
471,-0.356412,-0.199804,-4.196897,2.986466
472,-0.344643,-0.194117,-4.209620,2.983471
473,-0.332820,-0.188307,-4.222423,2.980368
474,-0.320944,-0.182379,-4.235303,2.977160
475,-0.309017,-0.176336,-4.248257,2.973851
476,-0.297042,-0.170181,-4.261284,2.970444
477,-0.285019,-0.163918,-4.274379,2.966942
478,-0.272952,-0.157552,-4.287541,2.963349
479,-0.260842,-0.151087,-4.300766,2.959668
480,-0.248690,-0.144526,-4.314053,2.955903
481,-0.236499,-0.137874,-4.327397,2.952057
482,-0.224271,-0.131135,-4.340797,2.948135
483,-0.212007,-0.124313,-4.354250,2.944139
484,-0.199710,-0.117412,-4.367752,2.940074
485,-0.187381,-0.110437,-4.381301,2.935943
486,-0.175023,-0.103393,-4.394895,2.931751
487,-0.162637,-0.096283,-4.408529,2.927500
488,-0.150226,-0.089112,-4.422202,2.923197
489,-0.137790,-0.081886,-4.435910,2.918843
490,-0.125333,-0.074607,-4.449650,2.914443
491,-0.112856,-0.067281,-4.463420,2.910002
492,-0.100362,-0.059913,-4.477217,2.905524
493,-0.087851,-0.052507,-4.491037,2.901011
494,-0.075327,-0.045068,-4.504878,2.896470
495,-0.062791,-0.037600,-4.518737,2.891903
496,-0.050244,-0.030109,-4.532611,2.887315
497,-0.037690,-0.022598,-4.546497,2.882710
498,-0.025130,-0.015073,-4.560391,2.878093
499,-0.012566,-0.007539,-4.574292,2.873467
