time,x,y,yaw,linear_velocity,angular_velocity
0.0,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.005000000000002558,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.006000000000000227,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.009000000000000341,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.012999999999998124,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.018000000000000682,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.021999999999998465,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.02499999999999858,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.030000000000001137,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.03399999999999892,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.03900000000000148,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.045000000000001705,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.04899999999999949,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.05300000000000438,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.05600000000000449,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.060000000000002274,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.06099999999999994,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.06300000000000239,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.06500000000000483,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.06799999999999784,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.07200000000000273,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.07600000000000051,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.07900000000000063,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.08100000000000307,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.08299999999999841,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.08599999999999852,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.09000000000000341,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.09300000000000352,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.10099999999999909,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.10600000000000165,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1110000000000042,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.11500000000000199,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.11899999999999977,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.12400000000000233,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1280000000000001,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1319999999999979,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.134999999999998,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.14099999999999824,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.14500000000000313,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.14999999999999858,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.15400000000000347,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.15800000000000125,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1630000000000038,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1700000000000017,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.1739999999999995,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.17900000000000205,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
0.18500000000000227,-2.374506778642672e-21,2.2450740630530576e-19,4.62167399740098e-20,0.0,0.0
