time,x,y,z,yaw,linear_velocity,angular_velocity
20.87645632,-1.3814037387661804,-3.613033340733859,0.0,2.051628092503771,0.3105,1.604054054054054
20.90035358,-1.3848512458892581,-3.6064247241862932,0.0,2.0891810997198466,0.31301999999999996,1.5770270270270268
20.924298392,-1.388624439185948,-3.5998099500503127,0.0,2.126862408672375,0.3168,1.5675675675675673
20.936743201,-1.3906218312629801,-3.5965960362776364,0.0,2.145785211236623,0.31482,1.5743243243243241
20.960798588,-1.3947468522976685,-3.5902305549355256,0.0,2.1833922138171236,0.3159,1.5662162162162159
20.98473215,-1.399127519223348,-3.5839973018660163,0.0,2.2208102074915335,0.31751999999999997,1.559459459459459
20.996360541,-1.4014383448591188,-3.5809576469236633,0.0,2.2395745345150235,0.31788,1.5621621621621617
21.020957603,-1.4061890960490613,-3.5749460728260773,0.0,2.27671915744663,0.31805999999999995,1.5418918918918916
21.044582463,-1.4111583044773317,-3.569116843474273,0.0,2.313959428757167,0.32076,1.559459459459459
21.056457732,-1.4137897192525244,-3.566253206766491,0.0,2.332691513211879,0.32039999999999996,1.543243243243243
21.080859582,-1.4191661769116728,-3.5606178920086045,0.0,2.367904745252284,0.3258,1.4729729729729728
21.104362305,-1.4247760676462338,-3.55513787288358,0.0,2.4033468897364205,0.32742,1.4797297297297294
21.116707738,-1.4277060404933877,-3.5524719554170505,0.0,2.4212751581948257,0.32904,1.4891891891891889
21.141570792,-1.4337415203185557,-3.5471750385588336,0.0,2.457187298190499,0.3339,1.4932432432432432
21.164319963,-1.4399148549910517,-3.5421377602224657,0.0,2.492379802957325,0.3331799999999999,1.4716216216216211
21.176318463,-1.4431290869340572,-3.5396982768142617,0.0,2.5099251969526595,0.33534,1.458108108108108
21.200193744,-1.449676685814731,-3.5349075838090784,0.0,2.5439939750293465,0.33821999999999997,1.4202702702702703
21.224239026,-1.4564077829603137,-3.530326282375047,0.0,2.577701825717563,0.33947999999999995,1.4054054054054053
21.236361435,-1.4598609823746724,-3.5281425377852433,0.0,2.594552168339229,0.34109999999999996,1.4067567567567565
21.260319633,-1.466901505025525,-3.523854573742603,0.0,2.6278317129375726,0.34343999999999997,1.3864864864864863
21.284399187,-1.4740833945663097,-3.5198017844920138,0.0,2.6613530893669495,0.34307999999999994,1.3945945945945943
21.296346489,-1.4777455386520568,-3.5178941173255214,0.0,2.6781910831949833,0.34199999999999997,1.3945945945945943
21.320838236,-1.4850364807541925,-3.5142508883152237,0.0,2.711209172824491,0.34092,1.3810810810810807
21.344439762,-1.4924806674363493,-3.510833372050874,0.0,2.744601607975662,0.34109999999999996,1.3905405405405402
21.356421804,-1.4962315368908472,-3.5092608166670565,0.0,2.7613066621814912,0.34019999999999995,1.397297297297297
21.380547817,-1.5038295785654652,-3.5062235422457495,0.0,2.7958250799780533,0.34019999999999995,1.4351351351351351
21.4043282,-1.5114332077418384,-3.5034844147825046,0.0,2.8308300823864645,0.33696,1.4594594594594594
21.416778269,-1.5152798086639754,-3.502249007622331,0.0,2.8485980816875642,0.33462,1.4716216216216216
21.440415421,-1.5229167896343931,-3.499945106478034,0.0,2.8839740215207232,0.33336,1.4783783783783784
21.464559247,-1.5306490954283263,-3.4979078506636445,0.0,2.9195385781580487,0.33299999999999996,1.481081081081081
21.476363473,-1.5345414029762217,-3.497029056338676,0.0,2.9373377403783625,0.33264,1.4837837837837837
21.500589488,-1.5423733870647747,-3.495406710648626,0.0,2.9734308027018503,0.33299999999999996,1.5027027027027027
21.524319922,-1.5501747686792602,-3.494082308281241,0.0,3.009981436351419,0.3303,1.5256756756756755
21.536377173,-1.554099475484854,-3.4935627696398455,0.0,3.0285311015962666,0.32849999999999996,1.5391891891891891
21.560356986,-1.562007198327054,-3.4926648810806333,0.0,3.065493771200787,0.33227999999999996,1.543243243243243
21.584214454,-1.5699651368322352,-3.4920581191409634,0.0,3.1025208299310325,0.33264,1.543243243243243
21.59636431,-1.5739496597804556,-3.4919023572925014,0.0,3.120852388893164,0.33246,1.5283783783783782
21.620437666,-1.5819890848366363,-3.4917355935765273,0.0,-3.1257081741546657,0.33407999999999993,1.5216216216216214
21.645021498,-1.5900596112888463,-3.4918638004710822,0.0,-3.088245707682758,0.33192,1.5405405405405403
21.656389885,-1.5939186728889394,-3.492069865138193,0.0,-3.0703345724989632,0.33209999999999995,1.5391891891891891
21.680300374,-1.6019282824300052,-3.4926415825446213,0.0,-3.0339041646397917,0.3348,1.5189189189189187
21.704435502,-1.6100708423526724,-3.4935218479094488,0.0,-2.9992469511451945,0.34074,1.441891891891892
21.716216499,-1.6141765230022467,-3.4941102534338238,0.0,-2.982837938067162,0.34704,1.3729729729729727
21.742035661,-1.6228964158672388,-3.49550632572971,0.0,-2.9564031299031357,0.36701999999999996,1.0986486486486484
21.764232897,-1.631748329010857,-3.497164607809041,0.0,-2.934987311199008,0.3761999999999999,0.8945945945945944
21.776696872,-1.636249011448411,-3.4981079333888863,0.0,-2.925384856008306,0.38051999999999997,0.7945945945945945
21.800284232,-1.6454414398634605,-3.5001269670278923,0.0,-2.9119893484149046,0.39402,0.5608108108108107
21.82444285,-1.654822547854014,-3.502319566101994,0.0,-2.9015547811309674,0.40049999999999997,0.43378378378378385
21.836269004,-1.6595311098605987,-3.5034720188765522,0.0,-2.8969324157980183,0.40247999999999995,0.3837837837837837
21.860277775,-1.6688780807357189,-3.505805599515093,0.0,-2.8894927637932555,0.40247999999999995,0.31081081081081086
21.884666969,-1.6786222197569471,-3.5083154941237056,0.0,-2.8852400758106413,0.41885999999999995,0.17702702702702683
21.89651703,-1.6835449710951906,-3.509605844568592,0.0,-2.8835409471441964,0.42497999999999997,0.14189189189189197
21.920426633,-1.6934637332084304,-3.5122237674333614,0.0,-2.879988403671588,0.42533999999999994,0.14729729729729726
21.944460041,-1.703548121316452,-3.5149237620621943,0.0,-2.8788899873689346,0.43668,0.04594594594594592
21.956329321,-1.7086640204388865,-3.5162995171609954,0.0,-2.878776768507278,0.44261999999999996,0.009459459459459496
21.980332415,-1.7193028344769727,-3.519161772711961,0.0,-2.8797177734536903,0.45882,-0.03918918918918931
22.00427879,-1.7300268037842839,-3.5220361193476193,0.0,-2.8804634356145145,0.46277999999999997,-0.031081081081081135
22.016448803,-1.735414653386667,-3.5234759199756147,0.0,-2.880723489713104,0.46368,-0.021621621621621637
22.040389605,-1.746242309813653,-3.5263663891656107,0.0,-2.8807883588978442,0.46692,-0.0027027027027026447
22.065233753,-1.757193336676926,-3.529289031397772,0.0,-2.8817619572749735,0.47195999999999994,-0.04054054054054039
22.076630474,-1.7627999857571746,-3.530779504475094,0.0,-2.8826313950855096,0.47789999999999994,-0.07162162162162153
22.10049065,-1.773878195583955,-3.5337142285867937,0.0,-2.8834059358578217,0.47988,-0.03243243243243222
22.124513328,-1.785027073119237,-3.536658433888965,0.0,-2.8846370913822015,0.48095999999999994,-0.05135135135135145
22.136659331,-1.790674570148044,-3.538142394406343,0.0,-2.885274793099781,0.48258,-0.05270270270270253
22.160342369,-1.8019281774388132,-3.541091769818386,0.0,-2.886759507427412,0.48708,-0.06216216216216203
22.18445359,-1.8133729074373397,-3.5440730829291893,0.0,-2.8889345894923637,0.4923,-0.09054054054054052
22.196350839,-1.8190792588460365,-3.5455463214563037,0.0,-2.889967300212119,0.49356,-0.08648648648648631
22.220379194,-1.830573124432311,-3.5485010950808165,0.0,-2.891525830864977,0.49391999999999997,-0.06486486486486491
22.244361715,-1.8420096660509082,-3.5514221376514143,0.0,-2.893208827614855,0.49283999999999994,-0.0702702702702702
22.25696288,-1.8478402617748244,-3.5529008996482907,0.0,-2.894107760703305,0.49733999999999995,-0.07432432432432441
22.28046753,-1.8595618472036861,-3.5558625286878396,0.0,-2.896667726391128,0.50418,-0.10675675675675686
22.304291976,-1.8711650401714963,-3.5587626644610753,0.0,-2.8987694199955585,0.49986,-0.08783783783783787
22.316284799,-1.877058636774072,-3.5602225736757984,0.0,-2.8996214480948326,0.50076,-0.0702702702702702
22.344373732,-1.8896820399848644,-3.5633381175401038,0.0,-2.9012593843776373,0.50418,-0.06351351351351359
22.364388438,-1.9005409030182423,-3.5659992986584617,0.0,-2.9029345030044014,0.50508,-0.07567567567567574
22.376385792,-1.9064131938347246,-3.5674279974233976,0.0,-2.9036330381889983,0.50274,-0.05810810810810806
22.400322636,-1.9180587535017024,-3.570252688516841,0.0,-2.904537850872926,0.50112,-0.037837837837837986
22.424454638,-1.9297573551711136,-3.5730790398868137,0.0,-2.9054807338489312,0.50022,-0.039189189189189066
22.436328293,-1.935601552799848,-3.574485151944912,0.0,-2.905869763377565,0.50112,-0.03243243243243222
22.460355346,-1.9474045846046208,-3.577320100496887,0.0,-2.9072977501927384,0.5054399999999999,-0.059459459459459386
22.485673146,-1.9591105986950494,-3.580114072204402,0.0,-2.9079795261621784,0.5009399999999999,-0.028378378378378248
22.496468765,-1.964931679748075,-3.581499243940078,0.0,-2.9082226986144364,0.49878,-0.020270270270270316
22.520388369,-1.976575971825611,-3.5842671025221313,0.0,-2.909421634123176,0.49914,-0.05000000000000013
22.544643811,-1.9881828305449958,-3.5870113651975246,0.0,-2.9094541354083234,0.4958999999999999,-0.0013513513513513224
22.556407516,-1.9939825706728442,-3.5883824252384495,0.0,-2.9095994531432283,0.49878,-0.01216216216216214
22.580419465,-2.0055233263394623,-3.5911088920733016,0.0,-2.9102478679096877,0.49428,-0.027027027027026928
22.604384486,-2.0171369339803285,-3.5938446204445653,0.0,-2.9111225667161436,0.4976999999999999,-0.03648648648648666
22.616548561,-2.0229832949970956,-3.5952164063576872,0.0,-2.9116602466848023,0.49806,-0.0445945945945946
22.640969787,-2.0345874170907994,-3.5979326071754323,0.0,-2.9129607233776214,0.49536,-0.05405405405405409
22.664711836,-2.046139543606429,-3.600620795701905,0.0,-2.9140919647636125,0.4958999999999999,-0.047297297297297244
22.677332272,-2.0519630694743687,-3.601968991833648,0.0,-2.9145485569625706,0.49535999999999997,-0.037837837837837986
22.700431447,-2.06354884821728,-3.6046456259640958,0.0,-2.915227058220593,0.49734,-0.028378378378378248
22.724265165,-2.07520119585681,-3.607329312535585,0.0,-2.916522444354554,0.49895999999999996,-0.05405405405405409
22.736581638,-2.0810951030511013,-3.608678718217188,0.0,-2.917161327210677,0.49878,-0.052702702702702775
22.760385771,-2.0927340383383695,-3.6113356192736807,0.0,-2.917646497742608,0.49878,-0.020270270270270316
