time,x,z
4.8,-0.34036169299999997,0.3094935299999999
4.808,-0.34274948,0.30999322499999993
4.817,-0.34516030799999997,0.310509461
4.825,-0.34733593599999996,0.31088140899999994
4.833,-0.34962625,0.311384338
4.842,-0.351910247,0.31189154099999994
4.85,-0.35420132299999996,0.31244860800000007
4.858,-0.356405639,0.31302417000000005
4.867,-0.35871047899999997,0.3135834959999999
4.875,-0.36091717399999995,0.314168762
4.883,-0.36325475999999995,0.31494042999999994
4.892,-0.365477691,0.31563653599999997
4.9,-0.36785086,0.316310913
4.908,-0.37006732099999995,0.31701471000000003
4.917,-0.372526488,0.317865662
4.925,-0.374850127,0.31851043700000004
4.933,-0.37714083800000003,0.319196838
4.942,-0.37931539799999997,0.32005279499999995
4.95,-0.381796019,0.320830383
4.958,-0.38403781,0.321544006
4.967,-0.386346251,0.322462708
4.975,-0.38864211899999995,0.323299805
4.983,-0.39106964,0.32403430200000005
4.992,-0.393654326,0.325110535
5.0,-0.396066771,0.32599432399999995
5.008,-0.398504851,0.326809021
5.017,-0.400985167,0.327765137
5.025,-0.403574065,0.32871649199999997
5.033,-0.406085265,0.329660889
5.042,-0.40867626799999995,0.330511719
5.05,-0.41142526099999993,0.33148571800000004
5.058,-0.41410717699999994,0.3324882199999999
5.067,-0.41673843299999996,0.33341168200000004
5.075,-0.41970556499999995,0.334550781
5.083,-0.422656829,0.335563721
5.092,-0.425507354,0.3363544919999999
5.1,-0.42852450499999994,0.3374530640000001
5.108,-0.43149114899999996,0.338446899
5.117,-0.434269469,0.3393228759999999
5.125,-0.43746057,0.34043689
5.133,-0.440543425,0.34139386000000005
5.142,-0.443580779,0.342377014
5.15,-0.446768859,0.34345086700000005
5.158,-0.449947936,0.34446044900000006
5.167,-0.453245482,0.34547906500000003
5.175,-0.45639184499999996,0.34643335
5.183,-0.459515044,0.34742016600000003
5.192,-0.46289065399999996,0.348599609
5.2,-0.466225341,0.34972143600000005
5.208,-0.46967117199999997,0.350678955
5.217,-0.473253447,0.3517657470000001
5.225,-0.47642687899999997,0.3527270509999999
5.233,-0.479776214,0.35374469
5.242,-0.483263305,0.35481274399999996
5.25,-0.486660216,0.355860596
5.258,-0.49042645199999996,0.35696765100000005
5.267,-0.49396755899999994,0.357930176
5.275,-0.497326507,0.35897930899999997
5.283,-0.501035827,0.359978821
5.292,-0.5045171190000001,0.36107312
5.3,-0.5082610160000001,0.362256836
5.308,-0.5120158990000001,0.363411072
5.317,-0.515518035,0.36451580799999994
5.325,-0.5192483820000001,0.365593689
5.333,-0.522825286,0.36665722700000003
5.342,-0.5264393610000001,0.367843872
5.35,-0.530100676,0.3689066769999999
5.358,-0.5338088060000001,0.37002252199999996
5.367,-0.537567717,0.37106463599999995
5.375,-0.541160552,0.372120911
5.383,-0.544866362,0.373266419
5.392,-0.548578399,0.37442962699999993
5.4,-0.552256255,0.37558026099999997
5.408,-0.556185759,0.376733643
5.417,-0.5597341600000001,0.37772344999999996
5.425,-0.5633579400000001,0.378784973
5.433,-0.5669203180000001,0.379967835
5.442,-0.570397002,0.38101129200000006
5.45,-0.574092864,0.382191284
5.458,-0.5779520560000001,0.383317993
5.467,-0.581388274,0.38442828399999995
5.475,-0.5849817190000001,0.3854737549999999
5.483,-0.588571013,0.386769531
5.492,-0.592302703,0.38801178000000003
5.5,-0.5959971000000001,0.389154541
5.508,-0.5996360770000001,0.390240723
5.517,-0.603195952,0.391184509
5.525,-0.606639251,0.39228131099999997
5.533,-0.610143706,0.393580017
5.542,-0.6139778130000001,0.39474054000000003
5.55,-0.6174477220000001,0.39588647499999996
5.558,-0.6209288620000001,0.39694573999999994
5.567,-0.6244295950000001,0.39817913799999993
5.575,-0.627847258,0.399332275
5.583,-0.6314043260000001,0.400621582
5.592,-0.634947356,0.401952454
5.6,-0.6384514450000001,0.40318335000000005
5.608,-0.6421528000000001,0.404431458
5.617,-0.6455110770000001,0.40555511499999997
5.625,-0.6489693900000001,0.4067736209999999
5.633,-0.6524981980000001,0.40810229500000006
5.642,-0.65598648,0.40922210699999995
5.65,-0.6595630180000001,0.410575562
5.658,-0.663066497,0.41176458699999996
5.667,-0.666481658,0.413014404
5.675,-0.67009793,0.41432452399999997
5.683,-0.6734756150000001,0.41558978300000005
5.692,-0.6769093310000001,0.41700207499999997
5.7,-0.680307952,0.418175659
5.708,-0.6836214890000001,0.4195032959999999
5.717,-0.6869026170000001,0.420844788
5.725,-0.69019461,0.422127747
5.733,-0.693255034,0.42354736299999995
5.742,-0.696307097,0.4249480589999999
5.75,-0.699656646,0.42632031299999995
5.758,-0.702710601,0.42767486599999993
5.767,-0.705597747,0.42912121599999997
5.775,-0.708807708,0.43058789100000006
5.783,-0.711777434,0.43208050500000006
5.792,-0.7146358939999999,0.433588379
5.8,-0.717584319,0.435090149
5.808,-0.7205397020000001,0.43661572299999996
5.817,-0.723314605,0.43820031700000006
5.825,-0.7260552050000001,0.4397100829999999
5.833,-0.728910247,0.4413312989999999
5.842,-0.731655547,0.4430223999999999
5.85,-0.734294768,0.444703003
5.858,-0.736900969,0.44625640899999997
5.867,-0.739568694,0.44785247800000005
5.875,-0.7420640550000001,0.449543457
5.883,-0.744534209,0.451201721
5.892,-0.747188384,0.45284069799999993
5.9,-0.749844146,0.454515381
5.908,-0.752449675,0.456122315
5.917,-0.754950042,0.457738281
5.925,-0.757642669,0.459426209
5.933,-0.7602030930000001,0.46109906
5.942,-0.762714812,0.46284991499999995
5.95,-0.7653871750000001,0.4645043339999999
5.958,-0.767960174,0.466236145
5.967,-0.77027957,0.46792553699999995
5.975,-0.772605803,0.46960253899999993
5.983,-0.7751443170000001,0.471413757
5.992,-0.777571196,0.473180481
6.0,-0.780049346,0.47515209999999997
6.008,-0.782427886,0.4769202269999999
6.017,-0.784843657,0.47877276600000007
6.025,-0.7872082810000001,0.48063604699999996
6.033,-0.7895599050000001,0.482560059
6.042,-0.79177188,0.48443682899999996
6.05,-0.793963775,0.48623217799999996
6.058,-0.796529632,0.48822387700000003
6.067,-0.7988214410000001,0.48999194299999993
6.075,-0.801099212,0.49205761699999995
6.083,-0.80325949,0.493976074
6.092,-0.805711394,0.49604504399999994
6.1,-0.808082366,0.49801562499999996
6.108,-0.8103730760000001,0.500018005
6.117,-0.8125659470000001,0.5020448
6.125,-0.81497586,0.504227295
6.133,-0.817218047,0.506223938
6.142,-0.819393584,0.5083051759999999
6.15,-0.821650725,0.510353027
6.158,-0.8240386040000001,0.512558777
6.167,-0.826300383,0.514676148
6.175,-0.8285339039999999,0.517074524
6.183,-0.830770476,0.5192751469999999
6.192,-0.8329996020000001,0.521506226
6.2,-0.835306426,0.5235969239999999
6.208,-0.8376590870000001,0.525871033
6.217,-0.8399772630000001,0.528152283
6.225,-0.8420842580000001,0.5303606569999999
6.233,-0.8443148490000001,0.5326694949999999
6.242,-0.8465940240000001,0.5349768069999999
6.25,-0.848898833,0.537262146
6.258,-0.851212737,0.539616455
6.267,-0.8535143119999999,0.5418719479999999
6.275,-0.8559010300000001,0.544088806
6.283,-0.858263701,0.5465803220000001
6.292,-0.860570037,0.5489868769999999
6.3,-0.8627654100000001,0.551468567
6.308,-0.8651185600000001,0.5538191530000001
6.317,-0.867535064,0.556333984
6.325,-0.8698962090000001,0.5587335819999999
6.333,-0.8721137990000001,0.561233582
6.342,-0.874381316,0.563662354
6.35,-0.8766569510000001,0.56598169
6.358,-0.878935332,0.5683874509999999
6.367,-0.881252288,0.5707561039999999
6.375,-0.883822295,0.573249085
6.383,-0.8862711480000001,0.57574469
6.392,-0.888640105,0.57843335
6.4,-0.8908471360000001,0.580855042
6.408,-0.893085174,0.583200623
6.417,-0.8954530930000001,0.585582581
6.425,-0.8978519580000001,0.588112427
6.433,-0.9002212820000001,0.5907529909999999
6.442,-0.9024734790000001,0.593252075
6.45,-0.9049300830000001,0.59572467
6.458,-0.90730429,0.598067139
6.467,-0.9095373830000001,0.6004762570000001
6.475,-0.911880523,0.602816467
6.483,-0.9145555710000001,0.605343079
6.492,-0.9172389209999999,0.608151672
6.5,-0.9197483820000001,0.610815369
6.508,-0.922121917,0.613439575
6.517,-0.924598357,0.615941956
6.525,-0.9271084890000001,0.618394592
6.533,-0.9297107840000001,0.621017151
6.542,-0.932199248,0.623763855
6.55,-0.934891814,0.626519592
6.558,-0.9375946950000001,0.6291657719999999
6.567,-0.939988189,0.631610352
6.575,-0.9425219410000001,0.634112427
6.583,-0.945314788,0.636709961
6.592,-0.948062529,0.639478821
6.6,-0.9507048020000001,0.6421293339999999
6.608,-0.9533569020000001,0.6448671269999999
6.617,-0.9560900560000001,0.647638733
6.625,-0.958698699,0.6502772219999999
6.633,-0.9614189750000001,0.6530227049999999
6.642,-0.964145781,0.655736267
6.65,-0.9669397270000001,0.6583969120000001
6.658,-0.969574126,0.6612397459999999
6.667,-0.9721108690000001,0.6639561159999999
6.675,-0.9749398490000001,0.666710144
6.683,-0.977837249,0.669321594
6.692,-0.980601775,0.671940735
6.7,-0.9833782030000001,0.674765442
6.708,-0.986164946,0.677576355
6.717,-0.9888637379999999,0.68027832
6.725,-0.9915865160000001,0.682971985
6.733,-0.9945072930000001,0.6857478029999999
6.742,-0.99738156,0.688660889
6.75,-1.000207244,0.6915211179999999
6.758,-1.002940276,0.694281738
6.767,-1.0058823540000001,0.696968567
6.775,-1.008872344,0.699767151
6.783,-1.011711089,0.70251355
6.792,-1.014591399,0.7052727049999999
6.8,-1.0175523370000001,0.708014587
6.808,-1.0203829030000002,0.710793457
6.817,-1.0232026049999998,0.7135236209999999
6.825,-1.026172942,0.7163041379999999
6.833,-1.02913388,0.7192610469999999
6.842,-1.032169646,0.722077881
6.85,-1.0352648610000001,0.7246792599999999
6.858,-1.0383644699999999,0.727414185
6.867,-1.041339934,0.730231506
6.875,-1.0441072679999999,0.732970154
6.883,-1.047039031,0.735765564
6.892,-1.050003631,0.738492554
6.9,-1.052925872,0.741330689
6.908,-1.0559881279999999,0.7441975710000001
6.917,-1.059123992,0.74701239
6.925,-1.062037932,0.749947449
6.933,-1.064800261,0.7527081299999999
6.942,-1.067594695,0.7553590699999999
6.95,-1.070265349,0.7581401979999999
6.958,-1.072858855,0.7608541259999999
6.967,-1.075618865,0.763569336
6.975,-1.0784035330000001,0.766401306
6.983,-1.081151702,0.769163635
6.992,-1.083819549,0.7718289190000001
7.0,-1.0864660330000002,0.774576965
7.008,-1.089161956,0.777373474
7.017,-1.091858489,0.78008252
7.025,-1.0943854659999999,0.782919312
7.033,-1.096856536,0.785611694
7.042,-1.099283416,0.7880853879999999
7.05,-1.10162155,0.790697876
7.058,-1.103950896,0.793346558
7.067,-1.1063433520000001,0.7960977779999999
7.075,-1.108719085,0.7986874999999999
7.083,-1.1110697930000002,0.8013337400000001
7.092,-1.113303801,0.803945252
7.1,-1.115379485,0.806538391
7.108,-1.117695281,0.809177551
7.117,-1.119901214,0.8117125239999999
7.125,-1.121882171,0.81444635
7.133,-1.123889495,0.8169520869999999
7.142,-1.1258863209999999,0.8194959110000001
7.15,-1.1279162280000001,0.822111511
7.158,-1.129905608,0.824726502
7.167,-1.1318149100000001,0.8273701779999999
7.175,-1.133671355,0.8298601689999999
7.183,-1.1353670340000002,0.8323339229999999
7.192,-1.13711032,0.8348668819999999
7.2,-1.138871184,0.8374952999999999
7.208,-1.140617888,0.8400669559999999
7.217,-1.142262175,0.842721985
7.225,-1.1439119560000002,0.845250916
7.233,-1.145573089,0.847863586
7.242,-1.1470795580000002,0.8503895869999999
7.25,-1.148738128,0.852971008
7.258,-1.1502019950000002,0.8555867310000002
7.267,-1.1516925949999999,0.858172058
7.275,-1.153267424,0.8607744749999998
7.283,-1.1547360519999998,0.863352234
7.292,-1.156115691,0.8659406129999999
7.3,-1.1576028740000002,0.868582825
7.308,-1.159047576,0.8712833860000001
7.317,-1.1605197440000001,0.873929627
7.325,-1.161834807,0.8766858520000002
7.333,-1.1630636890000001,0.8792630010000001
7.342,-1.1642675470000001,0.881742004
7.35,-1.1654339280000001,0.8843064580000001
7.358,-1.166600921,0.886849793
7.367,-1.167736541,0.889390198
7.375,-1.168873626,0.892026672
7.383,-1.169984954,0.894656921
7.392,-1.171082854,0.897273254
7.4,-1.172119109,0.899854797
7.408,-1.173094329,0.902430481
7.417,-1.174158904,0.9050791629999998
7.425,-1.1751829520000001,0.907757507
7.433,-1.176040374,0.9102265019999999
7.442,-1.177011321,0.9127399290000001
7.45,-1.177834319,0.915335388
7.458,-1.178671599,0.9177615359999999
7.467,-1.179361052,0.920163757
7.475,-1.180103118,0.92269342
7.483,-1.180785003,0.925092224
7.492,-1.1812373950000001,0.9276213989999998
7.5,-1.181855437,0.930175476
7.508,-1.182350676,0.932660828
7.517,-1.182897307,0.9351052859999999
7.525,-1.18344052,0.937525818
7.533,-1.18393344,0.9398130490000002
7.542,-1.184403045,0.942114319
7.55,-1.184783904,0.9444734499999999
7.558,-1.1850054620000001,0.946736267
7.567,-1.185256072,0.9490755009999999
7.575,-1.1854185480000001,0.951422791
7.583,-1.185559539,0.953804993
7.592,-1.18574948,0.956052673
7.6,-1.185728362,0.9583359989999999
7.608,-1.1857695000000001,0.960687561
7.617,-1.18577426,0.9628726200000001
7.625,-1.185713347,0.9650995479999999
7.633,-1.185710906,0.9672323610000001
7.642,-1.185605559,0.969554382
7.65,-1.185358733,0.9716968380000001
7.658,-1.185199798,0.9737189329999999
7.667,-1.18491867,0.9757147829999998
7.675,-1.1846575609999999,0.9777570189999999
7.683,-1.184252898,0.9797505490000001
7.692,-1.183830901,0.9818753050000001
7.7,-1.183282561,0.98396283
7.708,-1.182880095,0.9858650509999999
7.717,-1.182383147,0.9878151250000001
7.725,-1.181656829,0.9899338989999998
7.733,-1.181171599,0.991862854
7.742,-1.180625091,0.9936018679999999
7.75,-1.1799164720000002,0.9955707399999999
7.758,-1.179178679,0.9974834599999999
7.767,-1.1784732350000002,0.9993049929999999
7.775,-1.177835174,1.0011032110000002
7.783,-1.177046477,1.002840027
7.792,-1.176135833,1.0047543339999998
7.8,-1.175371306,1.006615418
7.808,-1.1745910330000002,1.008342468
7.817,-1.1737427660000002,1.0101871949999999
7.825,-1.172896087,1.011922791
7.833,-1.172031463,1.013659241
7.842,-1.171178435,1.0155421750000002
7.85,-1.170181975,1.017266174
7.858,-1.169241424,1.01896991
7.867,-1.168467376,1.020676575
7.875,-1.1674026780000002,1.022361267
7.883,-1.166477508,1.024095886
7.892,-1.165715911,1.0258151250000003
7.9,-1.164793425,1.027382996
7.908,-1.163786223,1.0289080200000003
7.917,-1.1627779230000002,1.0305704960000002
7.925,-1.161828704,1.0321453250000001
7.933,-1.1608403,1.0335182500000002
7.942,-1.159725066,1.0350563360000002
7.95,-1.158662444,1.036632752
7.958,-1.157612883,1.0380541380000001
7.967,-1.15652304,1.039366394
7.975,-1.155396453,1.0407424929999998
7.983,-1.1543719170000002,1.042079529
7.992,-1.153289031,1.043447815
8.0,-1.151788909,1.044587708
8.008,-1.150553924,1.045852966
8.017,-1.149472747,1.0471063840000001
8.025,-1.148270598,1.0484739379999999
8.033,-1.147026458,1.049781189
8.042,-1.145713225,1.0510767209999998
8.05,-1.144356902,1.0523392939999998
8.058,-1.142938445,1.053729309
8.067,-1.14167343,1.0551233519999998
8.075,-1.140258758,1.0566193240000001
8.083,-1.138743987,1.0580830689999998
8.092,-1.137343352,1.0596187129999999
8.1,-1.136053435,1.0612964480000002
8.108,-1.1346310720000001,1.062988953
8.117,-1.133192473,1.064717957
8.125,-1.131862761,1.066507874
8.133,-1.1304584650000002,1.06839386
8.142,-1.129048552,1.0702406619999998
8.15,-1.127528899,1.0721824340000001
8.158,-1.126103484,1.0742158810000002
8.167,-1.124566863,1.076236267
8.175,-1.123048674,1.078365051
8.183,-1.121562591,1.0805584110000002
8.192,-1.119894256,1.082774841
8.2,-1.118401336,1.084999207
8.208,-1.116739348,1.087230408
8.217,-1.115113372,1.0896206669999997
8.225,-1.11346176,1.0921870729999998
8.233,-1.11170053,1.0946874389999999
8.242,-1.110119109,1.0971713259999998
8.25,-1.1082361740000002,1.099774231
8.258,-1.106489226,1.1023281859999998
8.267,-1.104907927,1.1048621220000001
8.275,-1.103153899,1.1075089720000002
8.283,-1.101395232,1.1102232059999997
8.292,-1.099663787,1.1128501590000002
8.3,-1.097786223,1.1155889279999998
8.308,-1.0960310960000001,1.118308044
8.317,-1.0942411790000002,1.121045349
8.325,-1.092411834,1.123881775
8.333,-1.0905669850000002,1.12663971
8.342,-1.0887194510000002,1.1296116330000001
8.35,-1.086713714,1.132494934
8.358,-1.0847828050000001,1.1354784549999999
8.367,-1.082857757,1.138355164
8.375,-1.08101303,1.1412879029999998
8.383,-1.0790475760000002,1.1442615360000001
8.392,-1.077102996,1.1472863159999998
8.4,-1.075083587,1.1502235720000002
8.408,-1.073094817,1.153266419
8.417,-1.071146087,1.1562595830000002
8.425,-1.069178313,1.1592943729999998
8.433,-1.067185515,1.1623130490000002
8.442,-1.065160979,1.165587097
8.45,-1.0630507500000002,1.1687610469999998
8.458,-1.061027068,1.171892273
8.467,-1.0589512620000001,1.17506012
8.475,-1.056973723,1.178190125
8.483,-1.0549682299999998,1.181311096
8.492,-1.052834807,1.184495422
8.5,-1.0508157640000002,1.187694031
8.508,-1.048740691,1.1908893429999998
8.517,-1.046687713,1.194173035
8.525,-1.044676238,1.197260681
8.533,-1.042646087,1.200509094
8.542,-1.040412932,1.203905212
8.55,-1.038277678,1.2071621700000001
8.558,-1.036144866,1.2104120479999998
8.567,-1.033982757,1.2137088010000001
8.575,-1.0319150080000001,1.2169758910000001
8.583,-1.0298528740000001,1.2202125860000002
8.592,-1.027769988,1.223505432
8.6,-1.0255689380000002,1.226878723
8.608,-1.0233337089999999,1.230201477
8.617,-1.021399627,1.233476868
8.625,-1.0191132500000002,1.2367887570000002
8.633,-1.01694406,1.2401978150000001
8.642,-1.0148577570000001,1.2436217649999999
8.65,-1.012795195,1.247003845
8.658,-1.0106483450000001,1.250333435
8.667,-1.00844284,1.2537048950000003
8.675,-1.0063591600000001,1.2570324099999999
8.683,-1.004244903,1.260309753
8.692,-1.0021222220000001,1.263686829
8.7,-0.9998359059999999,1.2670518190000002
8.708,-0.9977955620000001,1.2705054319999998
8.717,-0.995674712,1.273812317
8.725,-0.99357791,1.277183167
8.733,-0.9914345390000001,1.280615906
8.742,-0.989154937,1.2840606079999999
8.75,-0.98694992,1.287544006
8.758,-0.984772674,1.2908867800000001
8.767,-0.982764129,1.294263855
8.775,-0.9806321710000001,1.2976930540000002
8.783,-0.978475615,1.3010867310000003
8.792,-0.9763126520000001,1.304463196
8.8,-0.9740898729999999,1.3078847049999998
8.808,-0.972038848,1.3111823119999997
8.817,-0.9699388110000001,1.314539002
8.825,-0.9677684620000001,1.3180562130000002
8.833,-0.9655494680000001,1.3214928590000001
8.842,-0.963388884,1.324958557
8.85,-0.9611833180000001,1.328420715
8.858,-0.959120147,1.331844421
8.867,-0.956907378,1.335309021
8.875,-0.9547922050000001,1.3386425169999998
8.883,-0.952772735,1.342131775
8.892,-0.950591887,1.345439636
8.9,-0.948581939,1.3488903199999998
8.908,-0.946381804,1.3523626099999997
8.917,-0.944320708,1.3558128050000002
8.925,-0.942191863,1.3592775270000002
8.933,-0.940009307,1.3627529910000002
8.942,-0.937864043,1.3662036739999999
8.95,-0.935730987,1.3696954959999998
8.958,-0.933568633,1.3731239619999998
8.967,-0.9314934380000001,1.3764728389999998
8.975,-0.9293275440000001,1.3798945920000003
8.983,-0.92734207,1.3833450319999998
8.992,-0.9252305590000001,1.386832703
9.0,-0.923101409,1.390287415
9.008,-0.9209979540000001,1.3937860720000002
9.017,-0.9188123460000001,1.3973099979999999
9.025,-0.916700713,1.4006919559999997
9.033,-0.914686004,1.4041832890000001
9.042,-0.912372893,1.4077221070000001
9.05,-0.910216643,1.4112018430000002
9.058,-0.908359588,1.414596375
9.067,-0.90617166,1.4180768430000001
9.075,-0.9039393000000001,1.4216564329999999
9.083,-0.901863677,1.425158508
9.092,-0.899819793,1.428686951
9.1,-0.897656279,1.4322160030000002
9.108,-0.8956392510000001,1.435809265
9.117,-0.893541778,1.4394118040000001
9.125,-0.891361174,1.442968811
9.133,-0.8892284840000001,1.4464503780000002
9.142,-0.88727011,1.4498569950000002
9.15,-0.8851651300000001,1.453452576
9.158,-0.883086455,1.4570390020000001
9.167,-0.880969207,1.460509461
9.175,-0.87886801,1.464027893
9.183,-0.8768533620000001,1.4676692510000002
9.192,-0.874780425,1.471323425
9.2,-0.8726966850000001,1.474915711
9.208,-0.8705376880000001,1.4785861210000002
9.217,-0.8683788750000001,1.4821430049999997
9.225,-0.866370757,1.485634583
9.233,-0.8643424980000001,1.489099548
9.242,-0.862284575,1.492663269
9.25,-0.860202117,1.4962697139999999
9.258,-0.858190459,1.4998753050000002
9.267,-0.8561326590000001,1.5034566040000001
9.275,-0.8541127610000001,1.507010925
9.283,-0.852040679,1.510536926
9.292,-0.8499588920000001,1.514119446
9.3,-0.847716582,1.51770929
9.308,-0.8456364430000001,1.5211675419999997
9.317,-0.843593718,1.524545227
9.325,-0.8415425100000001,1.528061096
9.333,-0.8394389940000001,1.531494934
9.342,-0.837288115,1.534826599
9.35,-0.8352825,1.538206604
9.358,-0.833139739,1.5416033329999999
9.367,-0.831103423,1.5448976439999997
9.375,-0.829037078,1.548268127
9.383,-0.8269131150000001,1.5515778199999999
9.392,-0.824807219,1.554777283
9.4,-0.822574431,1.558013001
9.408,-0.820507293,1.5612251590000001
9.417,-0.8184252,1.5643945920000002
9.425,-0.816273833,1.567475281
9.433,-0.814205596,1.570603088
9.442,-0.8120588060000001,1.573727722
9.45,-0.8098905319999999,1.5768391720000001
9.458,-0.807707427,1.5799483029999997
9.467,-0.805503447,1.58316095
9.475,-0.8032839039999999,1.586221375
9.483,-0.8011379690000001,1.589311462
9.492,-0.798916106,1.5924011839999999
9.5,-0.79670645,1.5954260859999998
9.508,-0.7944530930000001,1.5984685669999998
9.517,-0.792128264,1.6015097049999998
9.525,-0.7900372000000001,1.6044579470000002
9.533,-0.7877483200000001,1.6073423459999998
9.542,-0.7854645680000001,1.6102777709999998
9.55,-0.783242278,1.613203796
9.558,-0.780972075,1.6162400510000001
9.567,-0.7786256400000001,1.6191983029999997
9.575,-0.77643698,1.622042053
9.583,-0.7741991260000001,1.625055969
9.592,-0.7719179979999999,1.6280463259999998
9.6,-0.769724578,1.6308988649999998
9.608,-0.767303069,1.633751648
9.617,-0.764980498,1.636718445
9.625,-0.762735991,1.6396593629999998
9.633,-0.760365081,1.642473206
9.642,-0.757996123,1.645360535
9.65,-0.75571054,1.648294495
9.658,-0.753278899,1.651122376
9.667,-0.751059783,1.653929138
9.675,-0.748646636,1.656765564
9.683,-0.7462968430000001,1.6596961060000002
9.692,-0.743996978,1.6625443729999998
9.7,-0.741669463,1.665371399
9.708,-0.7391960740000001,1.6682182009999997
9.717,-0.736825042,1.6710520629999999
9.725,-0.734347686,1.673845032
9.733,-0.731893828,1.676672302
9.742,-0.7295473320000001,1.679526306
9.75,-0.726989592,1.6823402710000002
9.758,-0.72460086,1.68518158
9.767,-0.722388396,1.687986145
9.775,-0.720004485,1.69070929
9.783,-0.71745523,1.693450012
9.792,-0.7151332690000001,1.6961548459999998
9.8,-0.712681365,1.699004456
9.808,-0.71019052,1.701850281
9.817,-0.70784207,1.7045570680000002
9.825,-0.7053711229999999,1.707293152
9.833,-0.702894011,1.7100990600000001
9.842,-0.700403045,1.712909973
9.85,-0.697795684,1.7157070920000002
9.858,-0.695256377,1.7185249630000001
9.867,-0.692891997,1.721260193
9.875,-0.6904521780000001,1.723902039
9.883,-0.6879291679999999,1.726698792
9.892,-0.6854610280000001,1.7294193729999998
9.9,-0.6829194020000001,1.7321130980000001
9.908,-0.680328154,1.734872986
9.917,-0.677788115,1.7375707399999998
9.925,-0.675243071,1.740233215
9.933,-0.6726786790000001,1.742930725
9.942,-0.6700655200000001,1.7456901249999999
9.95,-0.6674183640000001,1.748497864
9.958,-0.6648301080000001,1.7513082890000002
9.967,-0.6621464530000001,1.7540090940000002
9.975,-0.659663848,1.7567040409999999
9.983,-0.6570060719999999,1.7593554079999998
9.992,-0.654501372,1.7621099240000002
10.0,-0.6519558400000001,1.764879456
10.008,-0.6493917530000001,1.76754657
10.017,-0.6468236380000001,1.7701371460000002
10.025,-0.64416751,1.772825134
10.033,-0.641585967,1.775450745
10.042,-0.6390488580000001,1.778096985
10.05,-0.6364663380000001,1.7808394169999997
10.058,-0.633723723,1.7835361939999999
10.067,-0.631075652,1.7861489870000002
10.075,-0.6284594410000001,1.7886856080000002
10.083,-0.625854461,1.791270081
10.092,-0.6233296190000001,1.793875061
10.1,-0.62065689,1.7964761349999998
10.108,-0.617917632,1.799198181
10.117,-0.615262481,1.8018281860000003
10.125,-0.6125137620000001,1.804484436
10.133,-0.609860198,1.8070249630000004
10.142,-0.6073424980000001,1.8095849
10.15,-0.604775481,1.8121669310000001
10.158,-0.602020659,1.8147153930000002
10.167,-0.5991836840000001,1.817297791
10.175,-0.596311187,1.819984436
10.183,-0.5936737360000001,1.822611877
10.192,-0.5909602960000001,1.825146057
10.2,-0.588272185,1.8276448360000002
10.208,-0.585564605,1.8302080690000002
10.217,-0.5828165580000001,1.832723938
10.225,-0.580045562,1.8353074340000002
10.233,-0.577281707,1.8378037720000004
10.242,-0.5746448660000001,1.840290344
10.25,-0.571827483,1.8427400509999998
10.258,-0.569108123,1.8451753540000002
10.267,-0.566261809,1.8475681759999998
10.275,-0.5634563280000001,1.8501685180000003
10.283,-0.560547088,1.8527095340000002
10.292,-0.557651153,1.8551707150000003
10.3,-0.554932952,1.8575757450000001
10.308,-0.5521151420000001,1.860021057
10.317,-0.5493364550000001,1.862506653
10.325,-0.546476165,1.8649878540000002
10.333,-0.5436225270000001,1.8673721310000002
10.342,-0.540768401,1.869638245
10.35,-0.5379544970000001,1.8720925900000003
10.358,-0.535055633,1.8745249629999998
10.367,-0.532216033,1.877010559
10.375,-0.529338591,1.879394836
10.383,-0.526252654,1.8818555299999997
10.392,-0.5233872980000001,1.8841582640000003
10.4,-0.520542266,1.8865564580000003
10.408,-0.5175255420000001,1.88897345
10.417,-0.514773833,1.8912085570000001
10.425,-0.5118649590000001,1.893548645
10.433,-0.508924773,1.8958452760000002
10.442,-0.5061673270000001,1.898111633
10.45,-0.503106353,1.9005000610000002
10.458,-0.500124297,1.9029414670000002
10.467,-0.49730279399999994,1.905183655
10.475,-0.49449285800000004,1.9073984990000001
10.483,-0.4914808029999999,1.909634827
10.492,-0.48858605899999996,1.9119265749999999
10.5,-0.485537139,1.9141958620000001
10.508,-0.48247607299999995,1.916519348
10.517,-0.479616637,1.9187232060000001
10.525,-0.476634093,1.9209317019999999
10.533,-0.473654601,1.9231375119999998
10.542,-0.470832824,1.9252410279999999
10.55,-0.46783438,1.9274929809999999
10.558,-0.46491262699999997,1.929724915
10.567,-0.461869048,1.932006409
10.575,-0.458901519,1.9341472780000002
10.583,-0.456019713,1.9362888790000001
10.592,-0.453033446,1.938493958
10.6,-0.44999416999999997,1.940664124
10.608,-0.44699478,1.9428633420000003
10.617,-0.44401187,1.944935364
10.625,-0.44108129799999996,1.9470877080000002
10.633,-0.437950774,1.9491211549999998
10.642,-0.435012725,1.951208313
10.65,-0.43191348199999996,1.9533347779999999
10.658,-0.42894790499999996,1.9553455199999998
10.667,-0.426037322,1.957383118
10.675,-0.422847869,1.9595122680000001
10.683,-0.419760924,1.9615881960000001
10.692,-0.41679394399999997,1.9636953739999998
10.7,-0.413800963,1.9658203740000002
10.708,-0.410753325,1.967792786
10.717,-0.407614654,1.969909485
10.725,-0.404546264,1.9718762820000002
10.733,-0.401363982,1.9739146120000002
