time,x,z
10.742,-0.398235686,1.975916809
10.75,-0.39510012699999997,1.9778860470000001
10.758,-0.391986022,1.9798762820000002
10.767,-0.38894586099999995,1.9818779909999997
10.775,-0.3857536,1.9838220830000002
10.783,-0.382602599,1.9858501590000004
10.792,-0.379465911,1.9877844850000002
10.8,-0.37630160399999996,1.9898320920000003
10.808,-0.373076598,1.991786194
10.817,-0.36998196299999997,1.993699768
10.825,-0.36672665299999996,1.9956817020000002
10.833,-0.36355798199999995,1.9975791630000002
10.842,-0.360288604,1.9995459599999998
10.85,-0.356851195,2.001481506
10.858,-0.353657958,2.003323792
10.867,-0.350551452,2.0053633420000003
10.875,-0.347356414,2.0071707150000004
10.883,-0.34413241499999997,2.0091226200000003
10.892,-0.34093279899999995,2.0110776980000002
10.9,-0.337694762,2.012946106
10.908,-0.334420318,2.014902161
10.917,-0.331301421,2.016657044
10.925,-0.328142486,2.0184856570000003
10.933,-0.324921691,2.020394592
10.942,-0.32159048399999995,2.0222175900000003
10.95,-0.318232543,2.0241631470000003
10.958,-0.31495019399999996,2.025908997
10.967,-0.311715972,2.027720276
10.975,-0.308503783,2.029547424
10.983,-0.305295989,2.0312744750000005
10.992,-0.30210482699999996,2.0331021120000003
11.0,-0.298921874,2.034885071
11.008,-0.295615386,2.0365044560000003
11.017,-0.29232925299999996,2.0382952270000003
11.025,-0.28920443599999995,2.0399746700000003
11.033,-0.285923583,2.041714661
11.042,-0.282647063,2.043447083
11.05,-0.27923178,2.0451602170000003
11.058,-0.276057464,2.046826477
11.067,-0.272805694,2.048525208
11.075,-0.269349334,2.050147278
11.083,-0.266090972,2.0518472290000003
11.092,-0.262814971,2.053518372
11.1,-0.259625518,2.055107727
11.108,-0.256232634,2.056837219
11.117,-0.252962401,2.058408753
11.125,-0.249712737,2.0599727170000004
11.133,-0.246386855,2.061626282
11.142,-0.24303852700000003,2.063208313
11.15,-0.239769469,2.0648193970000004
11.158,-0.236478347,2.066423645
11.167,-0.233114638,2.06796344
11.175,-0.229759749,2.069513489
11.183,-0.226378951,2.071075012
11.192,-0.222989776,2.072573792
11.2,-0.21956465,2.0740593869999997
11.208,-0.21634854,2.0755440060000003
11.217,-0.21294358700000002,2.077041809
11.225,-0.209551085,2.078571838
11.233,-0.206037993,2.0800586549999998
11.242,-0.202692656,2.081608704
11.25,-0.199291884,2.0830830689999997
11.258,-0.19578994600000002,2.084583557
11.267,-0.192468795,2.0860930790000003
11.275,-0.189031005,2.087588928
11.283,-0.18568737700000001,2.0890188600000004
11.292,-0.182017394,2.090417786
11.3,-0.178566405,2.091805481
11.308,-0.175310744,2.0932156369999997
11.317,-0.171943084,2.094627991
11.325,-0.16853147799999998,2.095956116
11.333,-0.165055129,2.097327454
11.342,-0.161726211,2.098736877
11.35,-0.158247085,2.100083801
11.358,-0.154781814,2.1014634400000003
11.367,-0.15132141000000002,2.102914124
11.375,-0.147886077,2.104174866
11.383,-0.144479033,2.10561261
11.392,-0.141062407,2.106881165
11.4,-0.137585845,2.108179504
11.408,-0.134188476,2.109494202
11.417,-0.13081909100000003,2.110809143
11.425,-0.12747323500000002,2.1120557250000003
11.433,-0.123912475,2.113318665
11.442,-0.120283843,2.1146050420000004
11.45,-0.116953521,2.1158037720000005
11.458,-0.11371313400000002,2.117063538
11.467,-0.110263053,2.1182796020000003
11.475,-0.10675006000000001,2.119514221
11.483,-0.103344451,2.1207896120000003
11.492,-0.09989298899999999,2.122015198
11.5,-0.09652717499999999,2.123201233
11.508,-0.093082145,2.1243797
11.517,-0.08966975299999999,2.125539368
11.525,-0.08618814,2.12678717
11.533,-0.082701148,2.1279299930000004
11.542,-0.07927314700000002,2.129086243
11.55,-0.075908484,2.130276184
11.558,-0.07244612,2.131464905
11.567,-0.06898258900000001,2.1325706180000004
11.575,-0.065624389,2.133712219
11.583,-0.06224496400000001,2.134750549
11.592,-0.058659095,2.135964172
11.6,-0.05525730800000001,2.1369680790000003
11.608,-0.051770476,2.137983215
11.617,-0.04838259,2.139069885
11.625,-0.045006083,2.140274719
11.633,-0.041562709,2.141301086
11.642,-0.037891662,2.142382385
11.65,-0.034392215000000004,2.143295471
11.658,-0.030960105,2.144431213
11.667,-0.027495791,2.145499329
11.675,-0.024057891000000005,2.146571594
11.683,-0.020670873000000003,2.1475264280000004
11.692,-0.017147313,2.1485498659999998
11.7,-0.013635735,2.1493919070000005
11.708,-0.010054068000000003,2.150324036
11.717,-0.006603594000000001,2.1513408810000003
11.725,-0.003190026000000002,2.152311585
11.733,0.0002865969999999978,2.1532678830000003
11.742,0.004014751999999999,2.154156799
11.75,0.007505205999999999,2.15505426
11.758,0.011044479999999999,2.156099182
11.767,0.014594486999999998,2.157059387
11.775,0.017962326,2.158088684
11.783,0.02137323,2.159013489
11.792,0.024976935999999998,2.159821838
11.8,0.028570627999999997,2.1607100220000004
11.808,0.03209712099999999,2.1616614380000003
11.817,0.035474378,2.162575501
11.825,0.038842506,2.16334552
11.833,0.042585503999999996,2.164183167
11.842,0.046407842,2.164938782
11.85,0.049912618,2.165756165
11.858,0.053226823,2.1666807250000004
11.867,0.056750333,2.167656555
11.875,0.060292702999999996,2.1684917599999998
11.883,0.06367134599999999,2.169340393
11.892,0.067147809,2.170156555
11.9,0.07086152000000001,2.1710225220000003
11.908,0.07425827900000001,2.1716787720000004
11.917,0.077669351,2.172553772
11.925,0.08126117,2.17340509
11.933,0.084707528,2.174203674
11.942,0.08827391200000001,2.174880432
11.95,0.09177453699999999,2.1755913700000002
11.958,0.095310166,2.176445862
11.967,0.098923539,2.177108704
11.975,0.102315499,2.177979309
11.983,0.105831956,2.17877179
11.992,0.10934301099999999,2.179511047
12.0,0.11285589700000001,2.180212708
12.008,0.11647423700000001,2.180907044
12.017,0.11983718999999998,2.1816819460000003
12.025,0.12330668,2.182495911
12.033,0.126928567,2.1831663210000003
12.042,0.130469293,2.183877503
12.05,0.133938554,2.1845559690000003
12.058,0.13759866399999998,2.18524469
12.067,0.14124881099999997,2.1858728640000002
12.075,0.144723771,2.18648346
12.083,0.148221238,2.187203674
12.092,0.151757478,2.187789612
12.1,0.155446153,2.188502991
12.108,0.15895662,2.1890366820000002
12.117,0.16267656,2.1896653440000002
12.125,0.16628701899999998,2.190315247
12.133,0.169974946,2.190956848
12.142,0.17360853699999998,2.191539612
12.15,0.17725496,2.19216217
12.158,0.181031068,2.19276178
12.167,0.18465020899999998,2.193262024
12.175,0.188403504,2.193846497
12.183,0.19211109999999998,2.1943201290000003
12.192,0.195832322,2.1949275509999997
12.2,0.19950907999999998,2.195462219
12.208,0.20312583999999997,2.195956848
12.217,0.20667299,2.196474426
12.225,0.21035917799999998,2.196896545
12.233,0.21404559399999998,2.197433411
12.242,0.21773790099999998,2.1978425900000005
12.25,0.221321458,2.1982525030000004
12.258,0.22484840499999997,2.1986619259999998
12.267,0.22840768499999997,2.199052551
12.275,0.23204199299999997,2.1993826290000005
12.283,0.235582048,2.199630676
12.292,0.23903434899999998,2.1998997190000003
12.3,0.24246769799999998,2.200113098
12.308,0.245851365,2.200218323
12.317,0.249315187,2.200341858
12.325,0.2524787,2.200424622
12.333,0.25593924100000004,2.200433899
12.342,0.25934147700000004,2.200513977
12.35,0.26264062600000004,2.200617004
12.358,0.26601269600000005,2.20060553
12.367,0.269376985,2.2005977170000004
12.375,0.27272107,2.200573059
12.383,0.27605001900000004,2.200556702
12.392,0.27962420800000004,2.200505432
12.4,0.282863069,2.2004331670000004
12.408,0.286157472,2.200319885
12.417,0.289486085,2.200176086
12.425,0.29272415300000004,2.199987854
12.433,0.295912263,2.199745667
12.442,0.299172975,2.199478577
12.45,0.302447267,2.19913971
12.458,0.30572546500000003,2.198785217
12.467,0.30876928800000003,2.1984263310000003
12.475,0.31194983000000004,2.197962708
12.483,0.315110322,2.1976162720000003
12.492,0.31830706900000005,2.197247376
12.5,0.321534761,2.196744934
12.508,0.324567689,2.196263977
12.517,0.327709901,2.195863098
12.525,0.33080014100000005,2.1953206180000002
12.533,0.333950807,2.1947356570000003
12.542,0.33702292,2.194115295
12.55,0.34015109400000004,2.193407288
12.558,0.34333777,2.192836975
12.567,0.34653726300000004,2.192173889
12.575,0.349747407,2.191583557
12.583,0.35287085100000004,2.190871643
12.592,0.35598086700000003,2.190137024
12.6,0.35913058600000003,2.1893941040000002
12.608,0.36226193300000004,2.1886782840000003
12.617,0.36541052300000004,2.1878084110000002
12.625,0.368511018,2.187044251
12.633,0.37150915600000006,2.186165344
12.642,0.37457168700000004,2.1851826780000003
12.65,0.377413728,2.184260071
12.658,0.380285127,2.183337952
12.667,0.38326254400000004,2.182270569
12.675,0.386200837,2.1813440550000003
12.683,0.389225831,2.1803201290000005
12.692,0.39209320200000003,2.17936261
12.7,0.39497165,2.178281799
12.708,0.39794021700000004,2.177250549
12.717,0.400807984,2.1761594850000003
12.725,0.40384140100000004,2.175110413
12.733,0.40676773200000005,2.1740469360000003
12.742,0.409726319,2.1727857060000004
12.75,0.4125766,2.1716631470000003
12.758,0.41547842500000004,2.170398254
12.767,0.418352082,2.1692344360000004
12.775,0.421196748,2.167971008
12.783,0.424227723,2.1666414190000003
12.792,0.427140779,2.165381409
12.8,0.43012729000000005,2.164065003
12.808,0.43305771,2.162731751
12.817,0.435893312,2.1613858030000004
12.825,0.438768678,2.160051819
12.833,0.441753724,2.158545471
12.842,0.444461061,2.157072327
12.85,0.447269044,2.1556487430000004
12.858,0.449934968,2.1541607060000003
12.867,0.452678102,2.152667053
12.875,0.45537066800000003,2.151146057
12.883,0.458055055,2.149571838
12.892,0.46071872100000005,2.1479739380000002
12.9,0.463330659,2.1464192509999998
12.908,0.46609005800000003,2.144821838
12.917,0.468808656,2.143162415
12.925,0.47160101400000004,2.141497376
12.933,0.474320069,2.1399568479999997
12.942,0.476981416,2.138238342
12.95,0.479600984,2.136602844
12.958,0.48220645200000006,2.134874085
12.967,0.484766236,2.133134827
12.975,0.487386628,2.131318909
12.983,0.489964387,2.129471741
12.992,0.492615815,2.127510559
13.0,0.49515759400000003,2.12560553
13.008,0.497639863,2.1237598269999998
13.017,0.500181642,2.121807922
13.025,0.502846467,2.1198899540000005
13.033,0.505371369,2.117894836
13.042,0.507850709,2.1159422
13.05,0.510228547,2.114055237
13.058,0.5127390449999999,2.1120393680000005
13.067,0.515227357,2.110115784
13.075,0.51761844,2.108100647
13.083,0.519991487,2.106121399
13.092,0.5223544019999999,2.104107727
13.1,0.5247330029999999,2.1019963990000003
13.108,0.527007051,2.099888001
13.117,0.529279206,2.0978125610000005
13.125,0.5315635689999999,2.095793762
13.133,0.534002717,2.093612366
13.142,0.5363731999999999,2.0915513310000002
13.15,0.538600556,2.089388489
13.158,0.5408099679999999,2.087293762
13.167,0.5431137399999999,2.085187317
13.175,0.545368074,2.082998108
13.183,0.5475345159999999,2.080846008
13.192,0.5497055369999999,2.078631409
13.2,0.5518160719999999,2.076239563
13.208,0.553864167,2.0739812619999998
13.217,0.5558685619999999,2.0717063600000003
13.225,0.5578683179999999,2.069405579
13.233,0.559864045,2.067140686
13.242,0.5618858959999999,2.064774963
13.25,0.56389438,2.062455872
13.258,0.565965119,2.060056702
13.267,0.567884248,2.057766174
13.275,0.569820344,2.055529114
13.283,0.571716523,2.0531060180000003
13.292,0.573731599,2.050693176
13.3,0.575599336,2.0483421020000003
13.308,0.577436616,2.045851624
13.317,0.5793106389999999,2.0435144650000003
13.325,0.5811176459999999,2.041128479
13.333,0.582958894,2.0386926880000003
13.342,0.5846487739999999,2.036223938
13.35,0.586414094,2.033862854
13.358,0.588138337,2.031334778
13.367,0.58996573,2.028663635
13.375,0.5916749579999999,2.026081116
13.383,0.593362031,2.023708313
13.392,0.5950115669999999,2.021312805
13.4,0.596586885,2.018619446
13.408,0.598273164,2.015816956
13.417,0.5999325879999999,2.0133352660000003
13.425,0.601523103,2.010829407
13.433,0.6030206,2.008356506
13.442,0.604487825,2.005709778
13.45,0.6060436109999999,2.003100403
13.458,0.60758896,2.000475159
13.467,0.609094575,1.9980674439999997
13.475,0.6105411079999999,1.99538385
13.483,0.611938935,1.992602356
13.492,0.6134006049999999,1.9898836059999998
13.5,0.614795808,1.9873233030000002
13.508,0.616172761,1.984785461
13.517,0.6175036939999999,1.9820435180000002
13.525,0.618907746,1.979257874
13.533,0.6202206739999999,1.9766182250000002
13.542,0.621603852,1.9739612430000002
13.55,0.622921296,1.9714592899999999
13.558,0.624128877,1.9686934200000001
13.567,0.6253499459999999,1.965993225
13.575,0.62659842,1.9632007450000004
13.583,0.627864472,1.960540833
13.592,0.6290135809999999,1.9577805790000005
13.6,0.6301058049999999,1.9550696410000001
13.608,0.63117386,1.952056213
13.617,0.632374971,1.949277893
13.625,0.633549104,1.9466939090000004
13.633,0.634707856,1.9439900509999997
13.642,0.635675813,1.941154358
13.65,0.6368608099999999,1.938279846
13.658,0.6378506789999999,1.935478088
13.667,0.6389444289999999,1.932769592
13.675,0.6400242629999999,1.929956116
13.683,0.6409550489999999,1.927032288
13.692,0.6420494699999999,1.924152405
13.7,0.642987763,1.9213137820000004
13.708,0.643941743,1.9184785770000001
13.717,0.644870881,1.9154663700000003
13.725,0.645860017,1.9124468380000001
13.733,0.6468830879999999,1.9097031860000002
13.742,0.647820527,1.906809387
13.75,0.648645539,1.9038753050000001
13.758,0.6495903639999999,1.900897278
13.767,0.6504868479999999,1.8979343869999998
13.775,0.6513122259999999,1.895070374
13.783,0.652157319,1.8920654909999999
13.792,0.652964997,1.8890298460000001
13.8,0.6538156439999999,1.8861062619999998
13.808,0.6546750189999999,1.883098694
13.817,0.65535312,1.8800881960000004
13.825,0.656238618,1.877138977
13.833,0.656872468,1.8740515750000002
13.842,0.657691438,1.871130676
13.85,0.658376741,1.868026184
13.858,0.659093293,1.865106506
13.867,0.659791413,1.8620413210000004
13.875,0.6604320379999999,1.858980286
13.883,0.661129609,1.855987366
13.892,0.6617444159999999,1.852867249
13.9,0.662368989,1.8497732540000005
13.908,0.6629715279999999,1.846624817
13.917,0.6635434889999999,1.8435110470000002
13.925,0.664169648,1.8403528440000003
13.933,0.6646825879999999,1.8372495730000002
13.942,0.665308076,1.834182068
13.95,0.665811067,1.8309717410000004
13.958,0.6663935249999999,1.827877747
13.967,0.6669205639999999,1.824818665
13.975,0.667432283,1.821841492
13.983,0.6677964179999999,1.8187216190000002
13.992,0.6682727369999999,1.8156295780000002
14.0,0.6686597,1.812810974
14.008,0.668926057,1.8097091680000004
14.017,0.669247407,1.8067257689999998
14.025,0.66949405,1.803695984
14.033,0.669698335,1.800706726
14.042,0.669910859,1.797807922
14.05,0.6701172799999999,1.7948366089999999
14.058,0.670286714,1.7919535519999998
14.067,0.6703729559999999,1.7889036260000002
14.075,0.670585603,1.786049866
14.083,0.670566072,1.783062927
14.092,0.670707612,1.7800720829999999
14.1,0.6706424269999999,1.777066589
14.108,0.6706535349999999,1.7740338750000002
14.117,0.6705900579999999,1.7710817259999998
14.125,0.670544709,1.768027161
14.133,0.6704942329999999,1.765027161
14.142,0.6703387160000001,1.762107239
14.15,0.6701771559999999,1.759193298
14.158,0.669938386,1.756242371
14.167,0.669815278,1.7534264529999999
14.175,0.669533113,1.750451843
14.183,0.669389924,1.7475115359999998
14.192,0.669097749,1.744580139
14.2,0.668908479,1.7417191769999998
14.208,0.668593354,1.7387456669999999
14.217,0.668249177,1.7358822630000001
14.225,0.667830842,1.7328569950000001
14.233,0.667470002,1.729887756
14.242,0.6671236279999999,1.7268560179999999
14.25,0.6666506659999999,1.72384491
14.258,0.666227021,1.7208700559999999
14.267,0.6657028509999999,1.717928406
14.275,0.665230561,1.714943054
14.283,0.664630281,1.711907166
14.292,0.66405185,1.708988953
14.3,0.6634580999999999,1.70591217
14.308,0.662839631,1.702907654
14.317,0.662177522,1.6998474730000002
14.325,0.661456269,1.696799011
14.333,0.660796113,1.693768372
14.342,0.660035676,1.690813538
14.35,0.659276094,1.687822449
14.358,0.658497468,1.68482428
14.367,0.657626557,1.681984924
14.375,0.656828157,1.679091003
14.383,0.6559025579999999,1.6762901000000001
14.392,0.655009309,1.6734446410000001
14.4,0.654097077,1.6706162720000002
14.408,0.6531219189999999,1.667773865
14.417,0.6521643989999999,1.6649586790000002
14.425,0.65119687,1.662211975
14.433,0.650150971,1.6591925659999998
14.442,0.6491377879999999,1.6564209599999997
14.45,0.648104707,1.6535112919999997
14.458,0.646987397,1.650804504
14.467,0.6459651799999999,1.647955139
14.475,0.6447892159999999,1.645267273
14.483,0.64365677,1.642452332
14.492,0.642445893,1.639745911
14.5,0.641299714,1.6370224000000002
14.508,0.640092012,1.63427948
14.517,0.6387243969999999,1.6316109010000002
14.525,0.637484407,1.6289486689999997
14.533,0.6361279609999999,1.6262445680000002
14.542,0.634717012,1.6235442510000002
14.55,0.6334088449999999,1.6207938839999998
14.558,0.631950532,1.6181813360000001
14.567,0.630448091,1.615483582
14.575,0.629086701,1.612903015
14.583,0.6275564889999999,1.610411194
14.592,0.6261312569999999,1.6078036500000001
14.6,0.624583955,1.6052890020000001
14.608,0.623080903,1.6028298950000002
14.617,0.621551972,1.600248352
14.625,0.619990876,1.597870789
14.633,0.618360871,1.5954281619999997
14.642,0.616764375,1.5928952029999999
14.65,0.6151040959999999,1.5904652710000002
14.658,0.6134509589999999,1.5881248169999997
14.667,0.611708406,1.5856657110000003
14.675,0.6099355169999999,1.5832725220000001
14.683,0.6082659619999999,1.5808063360000002
14.692,0.606439424,1.5784219359999998
14.7,0.604645417,1.5760090939999998
14.708,0.6028060619999999,1.5736922
14.717,0.600980989,1.571141296
14.725,0.5991340039999999,1.5689356079999999
14.733,0.5972109079999999,1.5665327759999998
14.742,0.595371247,1.564109192
14.75,0.593381379,1.5617522579999998
14.758,0.591416596,1.55954596
14.767,0.5893587349999999,1.5572855840000002
14.775,0.5874112859999999,1.555068909
14.783,0.5852782299999999,1.5528313599999999
14.792,0.5831788039999999,1.5506445920000003
14.8,0.5811439519999999,1.548326355
14.808,0.579117158,1.546142395
14.817,0.576942475,1.543994202
14.825,0.5749060979999999,1.54191156
14.833,0.572886506,1.5398567509999999
14.842,0.570743318,1.5377361450000002
14.85,0.5685005809999999,1.5356969610000002
14.858,0.5663462229999999,1.533759216
14.867,0.56429654,1.5318330690000002
14.875,0.5621111769999999,1.5298630979999999
14.883,0.5599275829999999,1.5279343870000002
14.892,0.557667756,1.5260431519999997
14.9,0.5553525709999999,1.524150696
14.908,0.5530273139999999,1.522167542
14.917,0.5507541819999999,1.520288269
14.925,0.548412995,1.5184309690000002
14.933,0.546084626,1.516630432
14.942,0.543775178,1.5147964480000002
14.95,0.5414372259999999,1.512959168
14.958,0.539154756,1.511102234
14.967,0.536654695,1.5094192510000002
14.975,0.53425406,1.5077753299999999
14.983,0.531804719,1.506098938
14.992,0.529525971,1.504401428
15.0,0.527002778,1.5027297969999998
15.008,0.524560029,1.501085877
15.017,0.52212552,1.499459534
15.025,0.5196720589999999,1.497897644
15.033,0.517198701,1.496420349
15.042,0.5145494089999999,1.4948654180000003
15.05,0.511968934,1.493408997
15.058,0.509556794,1.4919443970000001
15.067,0.507203797,1.4904657590000001
15.075,0.504807496,1.4889935909999998
15.083,0.5021466689999999,1.487605164
15.092,0.49966961800000004,1.4862756959999999
15.1,0.49727627700000004,1.4849113159999998
15.108,0.49472989000000006,1.4836784060000001
15.117,0.492189088,1.48244342
15.125,0.489676484,1.48127533
15.133,0.48712167500000003,1.4800947879999997
15.142,0.48448285,1.4789202270000001
15.15,0.48185315,1.4777266239999998
15.158,0.47918078700000005,1.4766362919999998
15.167,0.476404145,1.475474915
15.175,0.473756562,1.4743486940000001
15.183,0.47125879,1.4732406619999998
15.192,0.468663392,1.4722526249999999
15.2,0.465974641,1.4711637570000002
15.208,0.46322888300000004,1.470097595
15.217,0.460446687,1.4691397099999999
15.225,0.45777530000000005,1.4681532589999997
15.233,0.455215333,1.467156311
15.242,0.45259173700000005,1.4662247929999999
15.25,0.449849488,1.4653557739999998
15.258,0.44714953700000004,1.4644896850000002
15.267,0.444526063,1.4636215209999999
15.275,0.441865907,1.4627991329999999
15.283,0.439047303,1.461946594
15.292,0.436318391,1.461113831
15.3,0.43367840700000004,1.4603517460000002
15.308,0.43097781500000004,1.45960907
15.317,0.42821600400000004,1.4589266969999999
15.325,0.42536908100000004,1.4582313839999999
15.333,0.42248794700000003,1.45746405
15.342,0.41985138000000005,1.4567599489999998
15.35,0.41720172200000005,1.456117249
15.358,0.41426880000000005,1.4555582889999998
15.367,0.41143945400000004,1.4549672239999998
15.375,0.408775392,1.454368347
15.383,0.406097291,1.453811096
15.392,0.40327661200000003,1.453274719
15.4,0.40033258200000005,1.45285553
15.408,0.39739462400000003,1.45242572
15.417,0.39455990700000004,1.4519833369999997
15.425,0.39191592500000005,1.451522766
15.433,0.389071534,1.45112262
15.442,0.386065309,1.4507593380000001
15.45,0.383157106,1.4504037479999998
15.458,0.38041330100000004,1.450041443
15.467,0.37753317399999997,1.449783386
15.475,0.374522096,1.4495238649999997
15.483,0.371654908,1.449257507
15.492,0.36886895900000005,1.448978333
15.5,0.365997346,1.448761047
15.508,0.36311587600000006,1.44858551
15.517,0.360253572,1.4483958129999999
15.525,0.357308137,1.4482860720000001
15.533,0.354262055,1.4482135619999998
15.542,0.351340303,1.4480713499999998
15.55,0.348538667,1.448022644
15.558,0.34553079300000006,1.448024475
15.567,0.342542359,1.4479819950000001
15.575,0.33961258,1.447956848
15.583,0.33665106300000003,1.4480066529999998
15.592,0.33360556100000005,1.448151062
15.6,0.330610139,1.448255798
15.608,0.32768542600000006,1.44836908
15.617,0.32471383800000003,1.448471741
15.625,0.321810853,1.448655579
15.633,0.31890039200000003,1.4488974
15.642,0.315885377,1.449155335
15.65,0.31293982000000004,1.4493823849999998
15.658,0.310063874,1.449653015
15.667,0.30715030000000004,1.449933899
15.675,0.304273652,1.450262146
15.683,0.301384187,1.450584778
15.692,0.298396302,1.4508992310000002
15.7,0.295462678,1.4512533570000001
15.708,0.292533143,1.4516505739999999
15.717,0.289651094,1.4521013790000001
15.725,0.286762086,1.4525314329999999
15.733,0.283803773,1.453045715
15.742,0.280931794,1.453497009
15.75,0.27811483900000006,1.4540578000000002
15.758,0.275212251,1.454628967
15.767,0.272330659,1.4552300419999997
15.775,0.269482057,1.4557959600000001
15.783,0.26664413600000003,1.456374695
15.792,0.263847108,1.4570326540000003
15.8,0.260999955,1.4577423710000001
15.808,0.258170854,1.4584694210000002
15.817,0.255357011,1.4592171020000002
15.825,0.252529801,1.4599713749999998
15.833,0.24976168899999998,1.4607190550000002
15.842,0.247115632,1.4615476690000002
15.85,0.244330354,1.4624147339999998
15.858,0.241655702,1.4632942510000002
15.867,0.238989442,1.464190247
15.875,0.236334077,1.465084778
15.883,0.233616685,1.4659974980000001
15.892,0.230951158,1.4669657589999998
15.9,0.22831649899999998,1.4679789429999999
15.908,0.225701295,1.469002869
15.917,0.223171067,1.4699817510000002
15.925,0.22063371399999998,1.470938049
15.933,0.21808599999999997,1.471942078
15.942,0.21553239500000002,1.473064758
15.95,0.213014848,1.474237854
15.958,0.21056041099999998,1.475376404
15.967,0.20823076,1.4764655150000001
15.975,0.20586064299999998,1.4776079709999999
15.983,0.203416795,1.4788339229999998
15.992,0.20095926,1.4801726689999999
16.0,0.198728685,1.481524597
16.008,0.19646197599999998,1.482787293
16.017,0.194251786,1.4840675659999998
16.025,0.19198758,1.4854114379999999
16.033,0.18980316299999997,1.486717224
16.042,0.18774002199999998,1.4880119019999998
16.05,0.185794068,1.4892915649999998
16.058,0.183835801,1.490719544
16.067,0.18175778299999998,1.492256409
16.075,0.17992855900000002,1.4937622679999998
16.083,0.178111314,1.495200745
16.092,0.17634132499999997,1.496721741
16.1,0.174681108,1.498295105
16.108,0.172947419,1.4998652950000002
16.117,0.17133305499999998,1.5014249880000001
16.125,0.16979239,1.503006531
16.133,0.168269349,1.50459845
16.142,0.16683487,1.506262268
16.15,0.165326814,1.5078995970000002
16.158,0.16390384,1.509496033
16.167,0.16250396799999997,1.5111353150000002
16.175,0.16112265099999998,1.5128494259999998
16.183,0.159807633,1.514558655
16.192,0.158606141,1.516236755
16.2,0.157458253,1.518015808
16.208,0.156296617,1.519841736
16.217,0.155132432,1.5216395869999997
16.225,0.15401094199999998,1.523400086
16.233,0.153090272,1.5251707149999998
16.242,0.152102204,1.5270424189999998
16.25,0.151129136,1.528975403
16.258,0.150091462,1.530888977
16.267,0.14913247799999998,1.532816956
16.275,0.148197938,1.534781921
16.283,0.14742866599999999,1.5368411260000001
16.292,0.146407273,1.538853821
16.3,0.145521195,1.540771179
16.308,0.144731523,1.542714417
16.317,0.143895936,1.544766541
16.325,0.143084611,1.546760071
16.333,0.142237626,1.5487426149999997
16.342,0.141468492,1.5507079470000003
16.35,0.140749574,1.5527824099999998
16.358,0.140068803,1.554830017
16.367,0.139372163,1.5567756959999999
16.375,0.138658128,1.5588070680000001
16.383,0.13810428,1.5609418339999999
16.392,0.137468766,1.5630825809999997
16.4,0.136852464,1.565193543
16.408,0.136285966,1.5673976439999997
16.417,0.13576059099999999,1.5695862429999998
16.425,0.135225564,1.571693909
16.433,0.134816514,1.5738932500000002
16.442,0.13440535099999998,1.576198181
16.45,0.134041734,1.57836322
16.458,0.133633264,1.58052655
16.467,0.133396813,1.582821838
16.475,0.133079873,1.585038757
16.483,0.132780725,1.587289856
16.492,0.132608834,1.5895783079999997
16.5,0.132434342,1.5918201289999998
16.508,0.132155816,1.5940889279999997
16.517,0.132019937,1.596453796
16.525,0.131825486,1.5986736449999999
16.533,0.1318052,1.6008501590000002
16.542,0.13183905899999998,1.6032300419999999
16.55,0.131756021,1.6054702760000001
16.558,0.131661698,1.6076954959999998
16.567,0.131809907,1.6100750119999998
16.575,0.131678361,1.612290711
16.583,0.131752511,1.6146970829999998
16.592,0.131816972,1.6170795290000002
16.6,0.13172235200000001,1.6194623409999997
16.608,0.131790338,1.6219418339999998
16.617,0.131817575,1.624503845
16.625,0.13173185099999998,1.6270621950000002
16.633,0.13163977899999998,1.629668762
16.642,0.131549386,1.632137878
16.65,0.131549913,1.634902893
16.658,0.131389878,1.6375905150000003
16.667,0.131241532,1.6402224730000001
16.675,0.131163293,1.643031921
16.683,0.130986482,1.645750183
16.692,0.13085991,1.648606751
16.7,0.130677072,1.6514481810000001
16.708,0.130572373,1.654368103
16.717,0.130418748,1.657298645
16.725,0.13025968999999998,1.660260315
16.733,0.130104295,1.6632799679999999
16.742,0.129962632,1.666298645
16.75,0.12973658899999999,1.6692614140000002
16.758,0.12959580299999998,1.6722941279999999
16.767,0.129427232,1.675531067
16.775,0.129240144,1.6786943970000001
16.783,0.12908931799999998,1.6819984739999998
16.792,0.128767564,1.685150696
16.8,0.12868470099999998,1.688395935
16.808,0.128353921,1.6915849
16.817,0.128118569,1.694908142
16.825,0.127875131,1.698233826
16.833,0.127606011,1.701532776
16.842,0.127269136,1.704882629
16.85,0.12711818,1.708304016
16.858,0.126716447,1.711612122
16.867,0.126548593,1.7150327760000001
16.875,0.126238053,1.718474304
16.883,0.125995889,1.7220803829999998
16.892,0.125842004,1.725618958
16.9,0.125625321,1.7291351929999998
16.908,0.125328019,1.732629089
16.917,0.124965943,1.7360559690000001
16.925,0.12469302499999999,1.73970929
16.933,0.12442102899999999,1.743328064
16.942,0.12416205699999999,1.7468875119999998
16.95,0.123853204,1.7504968870000002
16.958,0.12359393399999999,1.7541065060000003
16.967,0.12326689299999999,1.757656555
16.975,0.122986718,1.761310608
16.983,0.12268632599999998,1.7651105349999998
16.992,0.122533914,1.7688687130000003
17.0,0.122149598,1.772566834
17.008,0.121904351,1.7761648560000003
17.017,0.12148192699999999,1.779791687
17.025,0.121207498,1.7835657349999998
