time_s,x_m,y_m,yaw_rad,target_x_m,target_y_m,target_error_m,linear_velocity_m_s,angular_velocity_rad_s
0.001975,0.000000,0.000000,0.000000,0.169285,0.112135,0.203056,0.075000,1.000000
0.033476,0.000000,0.000000,0.000000,0.169285,0.112135,0.203056,0.075000,1.000000
0.067050,0.000068,0.000000,-0.000242,0.169285,0.112135,0.202999,0.075000,1.000000
0.100562,0.001013,0.000003,0.014441,0.169285,0.112135,0.202210,0.075000,1.000000
0.133437,0.003314,0.000051,0.039151,0.169285,0.112135,0.200273,0.075000,1.000000
0.166976,0.004601,0.000101,0.054660,0.175526,0.116213,0.206634,0.075000,1.000000
0.199987,0.007687,0.000297,0.091729,0.175526,0.116213,0.203977,0.075000,1.000000
0.233320,0.010791,0.000616,0.134517,0.175526,0.116213,0.201247,0.075000,1.000000
0.266650,0.012400,0.000833,0.155801,0.181765,0.120283,0.207250,0.075000,1.000000
0.299991,0.015518,0.001358,0.198654,0.181765,0.120283,0.204404,0.075000,1.000000
0.333313,0.018401,0.001968,0.241316,0.181765,0.120283,0.201708,0.075000,0.932090
0.366647,0.019837,0.002321,0.262488,0.181765,0.120283,0.200339,0.075000,0.895759
0.400260,0.022834,0.003154,0.302858,0.188000,0.124345,0.204858,0.075000,0.791272
0.433425,0.025958,0.004162,0.341940,0.188000,0.124345,0.201746,0.075000,0.723438
0.466641,0.027513,0.004716,0.361414,0.188000,0.124345,0.200168,0.075000,0.688258
0.500252,0.030514,0.005882,0.397754,0.194232,0.128398,0.204484,0.075000,0.592332
0.533387,0.033418,0.007130,0.430995,0.194232,0.128398,0.201412,0.075000,0.529908
0.566866,0.034843,0.007785,0.445357,0.200460,0.132441,0.207288,0.075000,0.478864
0.600220,0.037625,0.009137,0.471617,0.200460,0.132441,0.204253,0.075000,0.429810
0.633309,0.040163,0.010448,0.493305,0.200460,0.132441,0.201439,0.075000,0.388651
0.666648,0.041362,0.011093,0.503524,0.200460,0.132441,0.200095,0.075000,0.368655
0.700151,0.043680,0.012385,0.522528,0.206685,0.136476,0.204864,0.075000,0.311907
0.733306,0.043680,0.012385,0.522528,0.206685,0.136476,0.204864,0.075000,0.311907
0.766663,0.047417,0.014584,0.549387,0.206685,0.136476,0.200559,0.075000,0.258427
0.800246,0.047417,0.014584,0.549387,0.206685,0.136476,0.200559,0.075000,0.258427
0.833635,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
0.866873,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
0.900118,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
0.933585,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
0.966879,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
1.000029,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
1.033400,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
1.066937,0.049626,0.015947,0.562313,0.212907,0.140501,0.205364,0.075000,0.217230
1.109066,0.051341,0.017028,0.571782,0.212907,0.140501,0.203345,0.075000,0.198367
1.133347,0.069051,0.029289,0.638900,0.231548,0.152515,0.203937,0.075000,0.024299
1.166632,0.071793,0.031335,0.647969,0.231548,0.152515,0.200516,0.075000,0.002423
1.200209,0.073880,0.032921,0.654813,0.237754,0.156499,0.205247,0.075000,-0.021172
1.233281,0.075369,0.034064,0.658302,0.237754,0.156499,0.203370,0.075000,-0.030142
1.266820,0.077426,0.035658,0.662148,0.237754,0.156499,0.200768,0.075000,-0.040535
1.300296,0.079754,0.037474,0.662949,0.243956,0.160472,0.205160,0.075000,-0.048855
1.333479,0.081227,0.038624,0.662193,0.243956,0.160472,0.203292,0.075000,-0.047899
1.366634,0.083725,0.040571,0.661117,0.243956,0.160472,0.200126,0.075000,-0.046724
1.400248,0.085816,0.042197,0.660445,0.250153,0.164433,0.204813,0.075000,-0.051051
1.433296,0.087275,0.043330,0.659885,0.250153,0.164433,0.202966,0.075000,-0.050605
1.466624,0.089689,0.045202,0.658543,0.256346,0.168383,0.207239,0.075000,-0.053160
1.500191,0.091805,0.046839,0.657224,0.256346,0.168383,0.204565,0.075000,-0.051327
1.533289,0.094126,0.048628,0.655497,0.256346,0.168383,0.201635,0.075000,-0.048534
1.566894,0.095803,0.049917,0.654193,0.262535,0.172321,0.206839,0.075000,-0.050571
1.600250,0.097717,0.051385,0.653228,0.262535,0.172321,0.204427,0.075000,-0.049403
1.633288,0.100121,0.053223,0.651492,0.262535,0.172321,0.201401,0.075000,-0.046579
1.666617,0.101786,0.054493,0.650689,0.268718,0.176248,0.206617,0.075000,-0.049666
1.699967,0.103648,0.055910,0.649780,0.268718,0.176248,0.204278,0.075000,-0.048580
1.733358,0.105079,0.056997,0.648696,0.268718,0.176248,0.202481,0.075000,-0.046771
1.766676,0.106005,0.057699,0.648104,0.268718,0.176248,0.201320,0.075000,-0.045841
1.800158,0.108364,0.059484,0.646237,0.274898,0.180161,0.205661,0.075000,-0.046586
1.833373,0.109990,0.060711,0.644936,0.274898,0.180161,0.203624,0.075000,-0.044331
1.866669,0.109990,0.060711,0.644936,0.274898,0.180161,0.203624,0.075000,-0.044331
1.900018,0.109990,0.060711,0.644936,0.274898,0.180161,0.203624,0.075000,-0.044331
1.933622,0.109990,0.060711,0.644936,0.274898,0.180161,0.203624,0.075000,-0.044331
1.967174,0.109990,0.060711,0.644936,0.274898,0.180161,0.203624,0.075000,-0.044331
2.021101,0.110665,0.061218,0.644432,0.274898,0.180161,0.202780,0.075000,-0.043457
2.033366,0.122790,0.070270,0.636621,0.287241,0.187950,0.202220,0.075000,-0.038335
2.067064,0.125128,0.071996,0.634134,0.293406,0.191825,0.206583,0.075000,-0.037122
2.100345,0.127484,0.073727,0.632724,0.293406,0.191825,0.203660,0.075000,-0.034720
2.133476,0.129844,0.075457,0.631106,0.293406,0.191825,0.200733,0.075000,-0.031698
2.167177,0.131054,0.076341,0.630309,0.299565,0.195687,0.206493,0.075000,-0.034081
2.200480,0.133499,0.078123,0.628835,0.299565,0.195687,0.203468,0.075000,-0.031464
2.233492,0.135966,0.079916,0.626895,0.299565,0.195687,0.200419,0.075000,-0.027570
2.266771,0.137168,0.080787,0.626330,0.305719,0.199535,0.206180,0.075000,-0.030493
2.300484,0.139628,0.082565,0.624761,0.305719,0.199535,0.203146,0.075000,-0.027537
2.333531,0.142095,0.084343,0.623590,0.305719,0.199535,0.200105,0.075000,-0.025445
2.366951,0.143336,0.085236,0.622806,0.311868,0.203368,0.205811,0.075000,-0.027796
2.400681,0.145777,0.086987,0.621097,0.311868,0.203368,0.202807,0.075000,-0.024399
2.433507,0.148141,0.088678,0.619847,0.318011,0.207188,0.207124,0.075000,-0.025826
2.467147,0.149322,0.089521,0.619524,0.318011,0.207188,0.205673,0.075000,-0.025405
2.500623,0.151788,0.091279,0.618820,0.318011,0.207188,0.202644,0.075000,-0.024427
2.533582,0.154291,0.093061,0.618013,0.324148,0.210993,0.206784,0.075000,-0.026891
